weekday;day;month;year;time;EA+ GERAL MAT (KWh);EA+ AVAC IT MAT (KWh);EA+ IT MAT (KWh)
Tue;2;8;2016;10:30;67.0;29.17;37.38
Tue;2;8;2016;10:45;69.0;30.39;37.42
Tue;2;8;2016;11:00;66.0;28.41;38.34
Tue;2;8;2016;11:15;66.0;30.42;37.43
Tue;2;8;2016;11:30;64.0;27.58;37.46
Tue;2;8;2016;11:45;66.0;29.53;38.34
Tue;2;8;2016;12:00;65.0;29.28;37.44
Tue;2;8;2016;12:15;64.0;27.58;37.41
Tue;2;8;2016;12:30;66.0;30.18;37.37
Tue;2;8;2016;12:45;62.0;27.49;38.37
Tue;2;8;2016;13:00;65.0;29.36;37.37
Tue;2;8;2016;13:15;63.0;28.45;37.42
Tue;2;8;2016;13:30;65.0;29.7;38.45
Tue;2;8;2016;13:45;69.0;33.92;37.41
Tue;2;8;2016;14:00;66.0;30.53;37.31
Tue;2;8;2016;14:15;65.0;30.21;37.37
Tue;2;8;2016;14:30;64.0;27.42;38.45
Tue;2;8;2016;14:45;70.0;32.3;37.41
Tue;2;8;2016;15:00;68.0;30.27;37.56
Tue;2;8;2016;15:15;76.0;37.15;37.34
Tue;2;8;2016;15:30;70.0;32.58;38.37
Tue;2;8;2016;15:45;76.0;37.16;37.44
Tue;2;8;2016;16:00;72.0;32.83;37.42
Tue;2;8;2016;16:15;72.0;34.42;38.41
Tue;2;8;2016;16:30;70.0;32.15;37.31
Tue;2;8;2016;16:45;68.0;31.94;37.44
Tue;2;8;2016;17:00;70.0;35.39;37.4
Tue;2;8;2016;17:15;68.0;32.2;38.34
Tue;2;8;2016;17:30;65.0;30.05;37.46
Tue;2;8;2016;17:45;65.0;30.26;37.4
Tue;2;8;2016;18:00;64.0;28.28;38.32
Tue;2;8;2016;18:15;67.0;30.98;37.45
Tue;2;8;2016;18:30;63.0;27.49;37.37
Tue;2;8;2016;18:45;67.0;30.61;37.39
Tue;2;8;2016;19:00;67.0;30.73;38.41
Tue;2;8;2016;19:15;69.0;33.8;37.36
Tue;2;8;2016;19:30;67.0;31.62;37.35
Tue;2;8;2016;19:45;65.0;28.42;38.33
Tue;2;8;2016;20:00;65.0;29.39;37.3
Tue;2;8;2016;20:15;62.0;27.2;37.37
Tue;2;8;2016;20:30;65.0;29.61;37.33
Tue;2;8;2016;20:45;62.0;26.85;38.37
Tue;2;8;2016;21:00;65.0;29.04;37.37
Tue;2;8;2016;21:15;62.0;26.83;37.32
Tue;2;8;2016;21:30;65.0;29.1;37.38
Tue;2;8;2016;21:45;63.0;27.11;38.35
Tue;2;8;2016;22:00;65.0;28.75;37.43
Tue;2;8;2016;22:15;63.0;28.16;37.28
Tue;2;8;2016;22:30;64.0;27.72;37.38
Tue;2;8;2016;22:45;65.0;29.15;38.39
Tue;2;8;2016;23:00;63.0;26.78;37.39
Tue;2;8;2016;23:15;64.0;28.99;37.27
Tue;2;8;2016;23:30;63.0;27.48;38.33
Tue;2;8;2016;23:45;63.0;28.39;37.36
Wed;3;8;2016;00:00;64.0;28.85;37.31
Wed;3;8;2016;00:15;63.0;26.92;37.32
Wed;3;8;2016;00:30;64.0;28.84;38.31
Wed;3;8;2016;00:45;62.0;26.65;37.26
Wed;3;8;2016;01:00;64.0;28.74;37.21
Wed;3;8;2016;01:15;62.0;26.66;37.29
Wed;3;8;2016;01:30;64.0;28.6;38.21
Wed;3;8;2016;01:45;62.0;26.61;37.14
Wed;3;8;2016;02:00;63.0;28.63;37.21
Wed;3;8;2016;02:15;62.0;26.68;37.19
Wed;3;8;2016;02:30;64.0;28.67;38.17
Wed;3;8;2016;02:45;61.0;26.61;37.07
Wed;3;8;2016;03:00;64.0;28.65;37.21
Wed;3;8;2016;03:15;62.0;26.57;38.04
Wed;3;8;2016;03:30;64.0;28.7;37.07
Wed;3;8;2016;03:45;61.0;26.61;37.15
Wed;3;8;2016;04:00;64.0;28.61;37.12
Wed;3;8;2016;04:15;62.0;26.68;38.11
Wed;3;8;2016;04:30;63.0;28.32;37.13
Wed;3;8;2016;04:45;62.0;26.59;37.07
Wed;3;8;2016;05:00;63.0;28.3;37.16
Wed;3;8;2016;05:15;62.0;26.47;38.05
Wed;3;8;2016;05:30;63.0;28.37;37.08
Wed;3;8;2016;05:45;62.0;26.4;37.04
Wed;3;8;2016;06:00;63.0;28.35;37.12
Wed;3;8;2016;06:15;62.0;26.41;38.07
Wed;3;8;2016;06:30;62.0;27.39;37.1
Wed;3;8;2016;06:45;62.0;27.23;37.06
Wed;3;8;2016;07:00;62.0;26.46;38.1
Wed;3;8;2016;07:15;63.0;28.3;37.14
Wed;3;8;2016;07:30;62.0;26.49;37.11
Wed;3;8;2016;07:45;62.0;27.53;37.13
Wed;3;8;2016;08:00;63.0;27.32;38.13
Wed;3;8;2016;08:15;62.0;26.67;37.12
Wed;3;8;2016;08:30;63.0;28.13;37.27
Wed;3;8;2016;08:45;62.0;26.61;37.24
Wed;3;8;2016;09:00;63.0;28.51;38.21
Wed;3;8;2016;09:15;62.0;26.63;37.28
Wed;3;8;2016;09:30;64.0;28.48;37.3
Wed;3;8;2016;09:45;63.0;26.63;37.3
Wed;3;8;2016;10:00;69.0;30.13;38.38
Wed;3;8;2016;10:15;66.0;27.35;37.39
Wed;3;8;2016;10:30;69.0;30.41;37.37
Wed;3;8;2016;10:45;67.0;28.83;38.39
Wed;3;8;2016;11:00;68.0;29.22;37.43
Wed;3;8;2016;11:15;71.0;32.54;37.4
Wed;3;8;2016;11:30;72.0;32.8;37.41
Wed;3;8;2016;11:45;70.0;31.95;38.4
Wed;3;8;2016;12:00;64.0;27.73;37.38
Wed;3;8;2016;12:15;66.0;30.53;37.41
Wed;3;8;2016;12:30;63.0;27.54;38.43
Wed;3;8;2016;12:45;65.0;29.47;37.36
Wed;3;8;2016;13:00;67.0;31.69;37.42
Wed;3;8;2016;13:15;71.0;33.4;37.42
Wed;3;8;2016;13:30;68.0;31.04;38.39
Wed;3;8;2016;13:45;68.0;28.72;37.29
Wed;3;8;2016;14:00;74.0;36.14;37.47
Wed;3;8;2016;14:15;72.0;32.45;37.37
Wed;3;8;2016;14:30;72.0;34.21;38.41
Wed;3;8;2016;14:45;66.0;28.43;37.35
Wed;3;8;2016;15:00;69.0;32.2;37.49
Wed;3;8;2016;15:15;65.0;28.09;38.34
Wed;3;8;2016;15:30;68.0;31.59;37.44
Wed;3;8;2016;15:45;67.0;29.51;37.5
Wed;3;8;2016;16:00;75.0;36.89;37.39
Wed;3;8;2016;16:15;71.0;32.29;38.37
Wed;3;8;2016;16:30;71.0;35.33;37.48
Wed;3;8;2016;16:45;63.0;27.21;37.41
Wed;3;8;2016;17:00;66.0;30.32;38.41
Wed;3;8;2016;17:15;63.0;27.53;37.37
Wed;3;8;2016;17:30;66.0;29.56;37.44
Wed;3;8;2016;17:45;64.0;28.59;37.39
Wed;3;8;2016;18:00;65.0;28.48;38.39
Wed;3;8;2016;18:15;65.0;29.31;37.42
Wed;3;8;2016;18:30;63.0;27.19;37.45
Wed;3;8;2016;18:45;65.0;29.43;37.46
Wed;3;8;2016;19:00;63.0;26.95;38.43
Wed;3;8;2016;19:15;64.0;28.98;37.38
Wed;3;8;2016;19:30;63.0;26.95;37.48
Wed;3;8;2016;19:45;65.0;28.98;38.36
Wed;3;8;2016;20:00;63.0;27.41;37.34
Wed;3;8;2016;20:15;64.0;28.19;37.43
Wed;3;8;2016;20:30;63.0;28.05;37.36
Wed;3;8;2016;20:45;63.0;27.67;38.45
Wed;3;8;2016;21:00;64.0;28.11;37.41
Wed;3;8;2016;21:15;63.0;27.44;37.42
Wed;3;8;2016;21:30;64.0;28.38;37.39
Wed;3;8;2016;21:45;64.0;27.22;38.43
Wed;3;8;2016;22:00;63.0;28.24;37.34
Wed;3;8;2016;22:15;63.0;27.02;37.4
Wed;3;8;2016;22:30;63.0;27.66;38.36
Wed;3;8;2016;22:45;64.0;27.55;37.4
Wed;3;8;2016;23:00;63.0;27.11;37.32
Wed;3;8;2016;23:15;63.0;28.05;37.41
Wed;3;8;2016;23:30;63.0;27.21;38.28
Wed;3;8;2016;23:45;63.0;28.04;37.4
Thu;4;8;2016;00:00;63.0;28.01;37.28
Thu;4;8;2016;00:15;63.0;27.35;37.3
Thu;4;8;2016;00:30;64.0;28.44;38.32
Thu;4;8;2016;00:45;62.0;27.22;37.26
Thu;4;8;2016;01:00;64.0;28.4;37.19
Thu;4;8;2016;01:15;62.0;27.11;37.22
Thu;4;8;2016;01:30;64.0;28.65;38.2
Thu;4;8;2016;01:45;62.0;26.7;37.22
Thu;4;8;2016;02:00;64.0;28.71;37.18
Thu;4;8;2016;02:15;61.0;26.6;38.15
Thu;4;8;2016;02:30;64.0;28.74;37.16
Thu;4;8;2016;02:45;62.0;26.68;37.15
Thu;4;8;2016;03:00;64.0;28.61;37.19
Thu;4;8;2016;03:15;62.0;26.65;38.04
Thu;4;8;2016;03:30;63.0;28.46;37.17
Thu;4;8;2016;03:45;62.0;26.79;37.08
Thu;4;8;2016;04:00;63.0;28.17;37.08
Thu;4;8;2016;04:15;62.0;26.79;38.11
Thu;4;8;2016;04:30;64.0;28.13;37.14
Thu;4;8;2016;04:45;62.0;27.06;37.12
Thu;4;8;2016;05:00;63.0;27.91;37.15
Thu;4;8;2016;05:15;62.0;27.22;38.06
Thu;4;8;2016;05:30;63.0;27.49;37.09
Thu;4;8;2016;05:45;62.0;27.49;37.11
Thu;4;8;2016;06:00;62.0;26.89;37.17
Thu;4;8;2016;06:15;64.0;28.39;38.05
Thu;4;8;2016;06:30;61.0;26.59;37.17
Thu;4;8;2016;06:45;64.0;28.46;37.13
Thu;4;8;2016;07:00;62.0;26.56;38.07
Thu;4;8;2016;07:15;63.0;28.41;37.18
Thu;4;8;2016;07:30;62.0;26.57;37.09
Thu;4;8;2016;07:45;64.0;28.54;37.13
Thu;4;8;2016;08:00;61.0;26.63;38.16
Thu;4;8;2016;08:15;62.0;26.94;37.12
Thu;4;8;2016;08:30;64.0;27.9;37.21
Thu;4;8;2016;08:45;61.0;26.64;37.27
Thu;4;8;2016;09:00;63.0;27.42;38.27
Thu;4;8;2016;09:15;62.0;27.38;37.28
Thu;4;8;2016;09:30;63.0;26.64;37.25
Thu;4;8;2016;09:45;68.0;29.38;38.45
Thu;4;8;2016;10:00;65.0;26.85;37.25
Thu;4;8;2016;10:15;68.0;29.95;37.34
Thu;4;8;2016;10:30;67.0;27.95;37.38
Thu;4;8;2016;10:45;67.0;28.86;38.36
Thu;4;8;2016;11:00;69.0;29.96;37.42
Thu;4;8;2016;11:15;66.0;27.31;37.38
Thu;4;8;2016;11:30;71.0;31.86;38.51
Thu;4;8;2016;11:45;70.0;32.44;37.44
Thu;4;8;2016;12:00;68.0;30.89;37.43
Thu;4;8;2016;12:15;66.0;29.4;37.38
Thu;4;8;2016;12:30;68.0;29.93;38.46
Thu;4;8;2016;12:45;68.0;30.37;37.4
Thu;4;8;2016;13:00;71.0;31.72;37.47
Thu;4;8;2016;13:15;74.0;35.44;37.36
Thu;4;8;2016;13:30;68.0;29.67;38.44
Thu;4;8;2016;13:45;70.0;31.88;37.44
Thu;4;8;2016;14:00;72.0;32.63;37.42
Thu;4;8;2016;14:15;73.0;34.84;38.4
Thu;4;8;2016;14:30;67.0;28.73;37.47
Thu;4;8;2016;14:45;72.0;34.37;37.45
Thu;4;8;2016;15:00;70.0;32.37;37.48
Thu;4;8;2016;15:15;72.0;34.82;38.38
Thu;4;8;2016;15:30;66.0;27.84;37.46
Thu;4;8;2016;15:45;68.0;31.14;37.4
Thu;4;8;2016;16:00;71.0;33.14;38.49
Thu;4;8;2016;16:15;73.0;34.68;37.48
Thu;4;8;2016;16:30;70.0;31.55;37.41
Thu;4;8;2016;16:45;64.0;29.04;37.4
Thu;4;8;2016;17:00;66.0;30.1;38.42
Thu;4;8;2016;17:15;66.0;27.45;37.45
Thu;4;8;2016;17:30;76.0;35.84;37.43
Thu;4;8;2016;17:45;71.0;32.07;37.44
Thu;4;8;2016;18:00;74.0;34.74;38.42
Thu;4;8;2016;18:15;66.0;27.56;37.36
Thu;4;8;2016;18:30;71.0;31.57;37.46
Thu;4;8;2016;18:45;69.0;29.0;38.36
Thu;4;8;2016;19:00;71.0;34.38;37.43
Thu;4;8;2016;19:15;67.0;31.96;37.34
Thu;4;8;2016;19:30;64.0;27.97;37.36
Thu;4;8;2016;19:45;65.0;29.56;38.36
Thu;4;8;2016;20:00;62.0;26.86;37.37
Thu;4;8;2016;20:15;65.0;29.2;37.36
Thu;4;8;2016;20:30;62.0;26.95;37.32
Thu;4;8;2016;20:45;64.0;29.19;38.43
Thu;4;8;2016;21:00;63.0;26.96;37.31
Thu;4;8;2016;21:15;65.0;28.82;37.46
Thu;4;8;2016;21:30;63.0;27.4;38.35
Thu;4;8;2016;21:45;64.0;28.18;37.41
Thu;4;8;2016;22:00;63.0;27.92;37.42
Thu;4;8;2016;22:15;64.0;27.72;37.38
Thu;4;8;2016;22:30;64.0;28.52;38.31
Thu;4;8;2016;22:45;64.0;27.0;37.41
Thu;4;8;2016;23:00;64.0;28.89;37.35
Thu;4;8;2016;23:15;62.0;26.59;37.28
Thu;4;8;2016;23:30;65.0;28.9;38.33
Thu;4;8;2016;23:45;62.0;26.68;37.31
Fri;5;8;2016;00:00;64.0;28.48;37.32
Fri;5;8;2016;00:15;62.0;27.03;37.32
Fri;5;8;2016;00:30;64.0;28.38;38.25
Fri;5;8;2016;00:45;62.0;27.1;37.27
Fri;5;8;2016;01:00;64.0;28.0;37.24
Fri;5;8;2016;01:15;63.0;27.29;38.22
Fri;5;8;2016;01:30;64.0;27.92;37.25
Fri;5;8;2016;01:45;62.0;26.86;37.17
Fri;5;8;2016;02:00;64.0;28.1;37.2
Fri;5;8;2016;02:15;62.0;26.74;38.1
Fri;5;8;2016;02:30;64.0;28.35;37.2
Fri;5;8;2016;02:45;62.0;26.46;37.07
Fri;5;8;2016;03:00;64.0;28.37;37.11
Fri;5;8;2016;03:15;62.0;26.48;38.08
Fri;5;8;2016;03:30;64.0;28.28;37.09
Fri;5;8;2016;03:45;62.0;26.5;37.12
Fri;5;8;2016;04:00;62.0;26.51;37.04
Fri;5;8;2016;04:15;64.0;28.02;38.06
Fri;5;8;2016;04:30;62.0;26.48;37.1
Fri;5;8;2016;04:45;63.0;27.24;37.13
Fri;5;8;2016;05:00;62.0;27.36;37.06
Fri;5;8;2016;05:15;62.0;26.44;38.0
Fri;5;8;2016;05:30;62.0;26.84;37.02
Fri;5;8;2016;05:45;62.0;27.56;37.05
Fri;5;8;2016;06:00;62.0;26.48;38.02
Fri;5;8;2016;06:15;63.0;28.07;37.15
Fri;5;8;2016;06:30;62.0;26.44;36.94
Fri;5;8;2016;06:45;62.0;26.55;37.09
Fri;5;8;2016;07:00;63.0;27.99;38.09
Fri;5;8;2016;07:15;61.0;26.44;37.08
Fri;5;8;2016;07:30;62.0;26.47;37.07
Fri;5;8;2016;07:45;63.0;28.15;37.16
Fri;5;8;2016;08:00;62.0;26.52;38.15
Fri;5;8;2016;08:15;62.0;26.5;37.18
Fri;5;8;2016;08:30;63.0;28.2;37.21
Fri;5;8;2016;08:45;62.0;26.56;37.15
Fri;5;8;2016;09:00;62.0;27.12;38.23
Fri;5;8;2016;09:15;64.0;27.97;37.3
Fri;5;8;2016;09:30;63.0;26.69;37.32
Fri;5;8;2016;09:45;67.0;28.94;38.32
Fri;5;8;2016;10:00;64.0;26.81;37.29
Fri;5;8;2016;10:15;67.0;29.24;37.38
Fri;5;8;2016;10:30;65.0;27.17;37.31
Fri;5;8;2016;10:45;69.0;30.2;38.42
Fri;5;8;2016;11:00;68.0;28.99;37.43
Fri;5;8;2016;11:15;68.0;30.09;37.4
Fri;5;8;2016;11:30;71.0;34.57;38.44
Fri;5;8;2016;11:45;66.0;28.4;37.42
Fri;5;8;2016;12:00;66.0;30.52;37.46
Fri;5;8;2016;12:15;63.0;27.33;37.49
Fri;5;8;2016;12:30;65.0;29.85;38.37
Fri;5;8;2016;12:45;64.0;28.2;37.44
Fri;5;8;2016;13:00;69.0;32.74;37.42
Fri;5;8;2016;13:15;69.0;33.5;37.42
Fri;5;8;2016;13:30;66.0;30.71;38.36
Fri;5;8;2016;13:45;69.0;30.66;37.42
Fri;5;8;2016;14:00;68.0;29.54;37.4
Fri;5;8;2016;14:15;74.0;35.01;38.43
Fri;5;8;2016;14:30;73.0;35.52;37.49
Fri;5;8;2016;14:45;72.0;34.46;37.38
Fri;5;8;2016;15:00;72.0;34.5;37.42
Fri;5;8;2016;15:15;67.0;31.53;38.38
Fri;5;8;2016;15:30;66.0;29.54;37.48
Fri;5;8;2016;15:45;68.0;31.87;37.41
Fri;5;8;2016;16:00;68.0;32.81;38.39
Fri;5;8;2016;16:15;71.0;35.68;37.45
Fri;5;8;2016;16:30;63.0;27.75;37.34
Fri;5;8;2016;16:45;66.0;31.11;37.38
Fri;5;8;2016;17:00;63.0;28.16;38.45
Fri;5;8;2016;17:15;66.0;29.99;37.4
Fri;5;8;2016;17:30;65.0;30.14;37.42
Fri;5;8;2016;17:45;69.0;33.03;38.42
Fri;5;8;2016;18:00;70.0;34.93;37.35
Fri;5;8;2016;18:15;63.0;27.92;37.41
Fri;5;8;2016;18:30;66.0;30.6;37.31
Fri;5;8;2016;18:45;62.0;27.43;38.42
Fri;5;8;2016;19:00;66.0;29.94;37.33
Fri;5;8;2016;19:15;63.0;28.35;37.42
Fri;5;8;2016;19:30;64.0;28.7;37.4
Fri;5;8;2016;19:45;64.0;29.05;38.27
Fri;5;8;2016;20:00;64.0;27.54;37.41
Fri;5;8;2016;20:15;64.0;29.65;37.32
Fri;5;8;2016;20:30;62.0;26.94;38.34
Fri;5;8;2016;20:45;65.0;29.74;37.44
Fri;5;8;2016;21:00;63.0;27.01;37.36
Fri;5;8;2016;21:15;65.0;29.28;37.48
Fri;5;8;2016;21:30;62.0;27.25;38.2
Fri;5;8;2016;21:45;64.0;28.59;37.45
Fri;5;8;2016;22:00;64.0;28.45;37.31
Fri;5;8;2016;22:15;64.0;27.75;37.3
Fri;5;8;2016;22:30;64.0;28.72;38.29
Fri;5;8;2016;22:45;63.0;27.47;37.34
Fri;5;8;2016;23:00;65.0;28.86;37.41
Fri;5;8;2016;23:15;62.0;26.88;37.32
Fri;5;8;2016;23:30;65.0;28.93;38.39
Fri;5;8;2016;23:45;61.0;26.85;37.2
Sat;6;8;2016;00:00;64.0;28.93;37.27
Sat;6;8;2016;00:15;63.0;26.81;38.32
Sat;6;8;2016;00:30;64.0;28.95;37.24
Sat;6;8;2016;00:45;62.0;26.8;37.28
Sat;6;8;2016;01:00;65.0;28.77;37.27
Sat;6;8;2016;01:15;62.0;26.81;38.21
Sat;6;8;2016;01:30;64.0;28.87;37.18
Sat;6;8;2016;01:45;63.0;26.85;37.2
Sat;6;8;2016;02:00;64.0;28.77;37.21
Sat;6;8;2016;02:15;62.0;26.84;38.14
Sat;6;8;2016;02:30;64.0;28.33;37.16
Sat;6;8;2016;02:45;63.0;27.34;37.15
Sat;6;8;2016;03:00;62.0;27.24;38.19
Sat;6;8;2016;03:15;65.0;28.39;37.18
Sat;6;8;2016;03:30;62.0;26.92;37.28
Sat;6;8;2016;03:45;64.0;28.68;37.1
Sat;6;8;2016;04:00;62.0;26.86;38.09
Sat;6;8;2016;04:15;65.0;28.74;37.2
Sat;6;8;2016;04:30;62.0;26.65;37.12
Sat;6;8;2016;04:45;62.0;26.76;37.15
Sat;6;8;2016;05:00;63.0;28.18;38.14
Sat;6;8;2016;05:15;62.0;26.66;37.11
Sat;6;8;2016;05:30;63.0;28.2;37.12
Sat;6;8;2016;05:45;61.0;26.56;38.07
Sat;6;8;2016;06:00;62.0;26.79;37.18
Sat;6;8;2016;06:15;63.0;28.03;37.07
Sat;6;8;2016;06:30;62.0;26.53;37.14
Sat;6;8;2016;06:45;61.0;26.46;38.1
Sat;6;8;2016;07:00;63.0;28.22;37.14
Sat;6;8;2016;07:15;62.0;26.6;37.18
Sat;6;8;2016;07:30;61.0;26.49;38.04
Sat;6;8;2016;07:45;63.0;27.63;37.2
Sat;6;8;2016;08:00;62.0;26.97;37.09
Sat;6;8;2016;08:15;61.0;26.43;37.14
Sat;6;8;2016;08:30;63.0;28.4;38.11
Sat;6;8;2016;08:45;62.0;26.63;37.19
Sat;6;8;2016;09:00;64.0;28.69;37.19
Sat;6;8;2016;09:15;62.0;26.78;37.25
Sat;6;8;2016;09:30;64.0;28.88;38.16
Sat;6;8;2016;09:45;62.0;26.87;37.28
Sat;6;8;2016;10:00;64.0;29.09;37.24
Sat;6;8;2016;10:15;62.0;26.89;37.21
Sat;6;8;2016;10:30;64.0;29.13;38.3
Sat;6;8;2016;10:45;63.0;27.04;37.24
Sat;6;8;2016;11:00;65.0;29.71;37.32
Sat;6;8;2016;11:15;62.0;27.33;38.29
Sat;6;8;2016;11:30;65.0;29.73;37.24
Sat;6;8;2016;11:45;63.0;27.37;37.34
Sat;6;8;2016;12:00;69.0;33.49;37.3
Sat;6;8;2016;12:15;67.0;31.74;38.37
Sat;6;8;2016;12:30;68.0;33.65;37.24
Sat;6;8;2016;12:45;63.0;27.55;37.37
Sat;6;8;2016;13:00;65.0;30.44;37.26
Sat;6;8;2016;13:15;65.0;29.66;38.33
Sat;6;8;2016;13:30;70.0;34.6;37.37
Sat;6;8;2016;13:45;68.0;33.36;37.32
Sat;6;8;2016;14:00;69.0;33.68;38.23
Sat;6;8;2016;14:15;65.0;31.07;37.39
Sat;6;8;2016;14:30;64.0;28.82;37.28
Sat;6;8;2016;14:45;67.0;32.36;37.28
Sat;6;8;2016;15:00;68.0;32.47;38.47
Sat;6;8;2016;15:15;71.0;36.49;37.22
Sat;6;8;2016;15:30;68.0;32.88;37.39
Sat;6;8;2016;15:45;73.0;36.62;37.23
Sat;6;8;2016;16:00;66.0;31.96;38.34
Sat;6;8;2016;16:15;67.0;31.46;37.3
Sat;6;8;2016;16:30;65.0;29.65;37.37
Sat;6;8;2016;16:45;70.0;33.95;38.34
Sat;6;8;2016;17:00;71.0;35.31;37.29
Sat;6;8;2016;17:15;70.0;34.22;37.31
Sat;6;8;2016;17:30;72.0;36.01;37.36
Sat;6;8;2016;17:45;69.0;34.03;38.32
Sat;6;8;2016;18:00;70.0;34.1;37.37
Sat;6;8;2016;18:15;65.0;29.13;37.32
Sat;6;8;2016;18:30;67.0;32.04;37.31
Sat;6;8;2016;18:45;68.0;31.47;38.35
Sat;6;8;2016;19:00;72.0;37.04;37.45
Sat;6;8;2016;19:15;68.0;32.6;37.33
Sat;6;8;2016;19:30;73.0;36.91;38.37
Sat;6;8;2016;19:45;66.0;30.47;37.32
Sat;6;8;2016;20:00;67.0;32.09;37.35
Sat;6;8;2016;20:15;64.0;28.54;37.32
Sat;6;8;2016;20:30;68.0;32.62;38.41
Sat;6;8;2016;20:45;68.0;33.67;37.29
Sat;6;8;2016;21:00;70.0;34.88;37.35
Sat;6;8;2016;21:15;70.0;34.06;37.28
Sat;6;8;2016;21:30;66.0;31.37;38.38
Sat;6;8;2016;21:45;65.0;30.5;37.27
Sat;6;8;2016;22:00;65.0;29.09;37.39
Sat;6;8;2016;22:15;66.0;31.18;37.27
Sat;6;8;2016;22:30;66.0;30.81;38.39
Sat;6;8;2016;22:45;71.0;36.1;37.23
Sat;6;8;2016;23:00;68.0;32.08;37.37
Sat;6;8;2016;23:15;68.0;32.28;38.24
Sat;6;8;2016;23:30;63.0;28.13;37.27
Sat;6;8;2016;23:45;66.0;31.38;37.31
Sun;7;8;2016;00:00;64.0;28.86;37.33
Sun;7;8;2016;00:15;70.0;34.43;38.17
Sun;7;8;2016;00:30;69.0;34.2;37.3
Sun;7;8;2016;00:45;67.0;31.82;37.25
Sun;7;8;2016;01:00;66.0;31.05;38.15
Sun;7;8;2016;01:15;64.0;27.74;37.32
Sun;7;8;2016;01:30;66.0;31.07;37.1
Sun;7;8;2016;01:45;63.0;27.79;37.23
Sun;7;8;2016;02:00;66.0;30.19;38.18
Sun;7;8;2016;02:15;66.0;30.28;37.19
Sun;7;8;2016;02:30;68.0;33.1;37.17
Sun;7;8;2016;02:45;69.0;33.51;38.15
Sun;7;8;2016;03:00;63.0;27.16;37.12
Sun;7;8;2016;03:15;65.0;29.92;37.15
Sun;7;8;2016;03:30;63.0;27.78;37.1
Sun;7;8;2016;03:45;65.0;29.85;38.09
Sun;7;8;2016;04:00;65.0;29.23;37.16
Sun;7;8;2016;04:15;65.0;28.99;37.07
Sun;7;8;2016;04:30;65.0;30.68;38.12
Sun;7;8;2016;04:45;64.0;27.26;37.16
Sun;7;8;2016;05:00;65.0;30.1;37.12
Sun;7;8;2016;05:15;61.0;27.16;37.02
Sun;7;8;2016;05:30;65.0;29.91;38.17
Sun;7;8;2016;05:45;63.0;27.57;37.05
Sun;7;8;2016;06:00;64.0;29.17;37.11
Sun;7;8;2016;06:15;64.0;28.81;37.12
Sun;7;8;2016;06:30;63.0;28.1;38.17
Sun;7;8;2016;06:45;65.0;29.52;37.07
Sun;7;8;2016;07:00;63.0;27.08;37.17
Sun;7;8;2016;07:15;66.0;30.95;38.12
Sun;7;8;2016;07:30;68.0;31.28;37.11
Sun;7;8;2016;07:45;68.0;32.72;37.15
Sun;7;8;2016;08:00;63.0;27.46;37.14
Sun;7;8;2016;08:15;64.0;29.0;38.1
Sun;7;8;2016;08:30;64.0;28.41;37.12
Sun;7;8;2016;08:45;64.0;28.38;37.1
Sun;7;8;2016;09:00;64.0;29.58;37.18
Sun;7;8;2016;09:15;63.0;27.5;38.24
Sun;7;8;2016;09:30;65.0;29.85;37.22
Sun;7;8;2016;09:45;65.0;29.45;37.18
Sun;7;8;2016;10:00;69.0;34.02;37.26
Sun;7;8;2016;10:15;67.0;32.59;38.23
Sun;7;8;2016;10:30;64.0;28.62;37.25
Sun;7;8;2016;10:45;66.0;31.0;37.23
Sun;7;8;2016;11:00;63.0;27.51;38.3
Sun;7;8;2016;11:15;71.0;35.14;37.3
Sun;7;8;2016;11:30;67.0;32.16;37.33
Sun;7;8;2016;11:45;71.0;35.69;37.28
Sun;7;8;2016;12:00;65.0;30.05;38.26
Sun;7;8;2016;12:15;66.0;31.09;37.25
Sun;7;8;2016;12:30;65.0;30.46;37.36
Sun;7;8;2016;12:45;70.0;34.43;37.26
Sun;7;8;2016;13:00;69.0;34.49;38.31
Sun;7;8;2016;13:15;70.0;34.18;37.23
Sun;7;8;2016;13:30;70.0;35.38;37.35
Sun;7;8;2016;13:45;65.0;30.0;38.22
Sun;7;8;2016;14:00;66.0;32.16;37.23
Sun;7;8;2016;14:15;66.0;30.11;37.37
Sun;7;8;2016;14:30;73.0;37.29;37.28
Sun;7;8;2016;14:45;68.0;32.63;38.32
Sun;7;8;2016;15:00;73.0;37.06;37.29
Sun;7;8;2016;15:15;68.0;32.99;37.31
Sun;7;8;2016;15:30;73.0;37.41;37.32
Sun;7;8;2016;15:45;68.0;33.0;38.26
Sun;7;8;2016;16:00;73.0;37.52;37.23
Sun;7;8;2016;16:15;68.0;33.2;37.26
Sun;7;8;2016;16:30;73.0;37.68;38.34
Sun;7;8;2016;16:45;68.0;33.07;37.22
Sun;7;8;2016;17:00;74.0;38.19;37.36
Sun;7;8;2016;17:15;68.0;32.91;37.22
Sun;7;8;2016;17:30;73.0;37.87;38.32
Sun;7;8;2016;17:45;67.0;31.29;37.23
Sun;7;8;2016;18:00;69.0;33.34;37.31
Sun;7;8;2016;18:15;64.0;28.74;37.33
Sun;7;8;2016;18:30;72.0;34.95;38.37
Sun;7;8;2016;18:45;68.0;32.72;37.34
Sun;7;8;2016;19:00;73.0;37.62;37.28
Sun;7;8;2016;19:15;68.0;32.46;38.34
