weekday;day;month;year;time;EA+ GERAL FAR (KWh);EA+ AVAC IT FAR (KWh);EA+ IT FAR (KWh)
Thu;21;4;2016;11:15;15.0;3.26;9.73
Thu;21;4;2016;11:30;14.5;3.27;9.79
Thu;21;4;2016;11:45;14.5;3.28;9.77
Thu;21;4;2016;12:00;14.0;3.28;10.78
Thu;21;4;2016;12:15;14.0;3.27;9.79
Thu;21;4;2016;12:30;14.5;3.28;9.79
Thu;21;4;2016;12:45;14.5;3.28;9.79
Thu;21;4;2016;13:00;14.0;3.31;10.84
Thu;21;4;2016;13:15;14.0;3.07;9.76
Thu;21;4;2016;13:30;16.0;5.47;9.83
Thu;21;4;2016;13:45;14.0;3.3;9.78
Thu;21;4;2016;14:00;16.0;4.62;10.8
Thu;21;4;2016;14:15;14.0;3.35;9.83
Thu;21;4;2016;14:30;16.0;4.78;9.75
Thu;21;4;2016;14:45;14.5;3.42;10.81
Thu;21;4;2016;15:00;16.5;5.42;9.76
Thu;21;4;2016;15:15;14.0;3.31;9.78
Thu;21;4;2016;15:30;15.5;4.21;9.8
Thu;21;4;2016;15:45;15.0;4.28;10.78
Thu;21;4;2016;16:00;14.5;3.74;9.81
Thu;21;4;2016;16:15;16.0;4.24;9.79
Thu;21;4;2016;16:30;15.0;4.32;9.79
Thu;21;4;2016;16:45;15.0;3.88;10.81
Thu;21;4;2016;17:00;16.0;4.56;9.79
Thu;21;4;2016;17:15;14.5;3.69;9.78
Thu;21;4;2016;17:30;14.5;4.06;9.78
Thu;21;4;2016;17:45;16.0;4.62;10.76
Thu;21;4;2016;18:00;14.0;3.38;9.77
Thu;21;4;2016;18:15;16.0;5.17;9.79
Thu;21;4;2016;18:30;14.0;3.27;9.75
Thu;21;4;2016;18:45;14.5;4.49;10.78
Thu;21;4;2016;19:00;14.5;3.86;9.81
Thu;21;4;2016;19:15;15.0;4.29;9.74
Thu;21;4;2016;19:30;15.0;4.5;9.76
Thu;21;4;2016;19:45;14.0;3.4;9.78
Thu;21;4;2016;20:00;15.5;5.07;10.77
Thu;21;4;2016;20:15;14.0;3.29;9.78
Thu;21;4;2016;20:30;15.5;4.71;9.8
Thu;21;4;2016;20:45;14.5;3.88;9.74
Thu;21;4;2016;21:00;14.5;3.7;10.77
Thu;21;4;2016;21:15;15.0;4.61;9.78
Thu;21;4;2016;21:30;14.0;4.1;9.94
Thu;21;4;2016;21:45;14.8;4.1;9.94
Thu;21;4;2016;22:00;14.8;4.1;9.94
Thu;21;4;2016;22:15;14.8;4.1;9.94
Thu;21;4;2016;22:30;14.8;4.1;9.94
Thu;21;4;2016;22:45;14.8;4.1;9.94
Thu;21;4;2016;23:00;14.0;4.03;10.76
Thu;21;4;2016;23:15;15.0;4.15;9.77
Thu;21;4;2016;23:30;15.0;4.46;9.74
Thu;21;4;2016;23:45;14.0;3.37;9.78
Fri;22;4;2016;00:00;16.0;4.92;10.75
Fri;22;4;2016;00:15;13.5;3.3;9.79
Fri;22;4;2016;00:30;15.5;4.87;9.73
Fri;22;4;2016;00:45;14.0;3.31;9.76
Fri;22;4;2016;01:00;16.0;4.98;10.83
Fri;22;4;2016;01:15;13.0;3.25;9.74
Fri;22;4;2016;01:30;16.0;4.71;9.8
Fri;22;4;2016;01:45;14.0;3.37;9.83
Fri;22;4;2016;02:00;15.0;4.64;9.77
Fri;22;4;2016;02:15;14.0;3.82;10.78
Fri;22;4;2016;02:30;15.0;4.17;9.96
Fri;22;4;2016;02:45;14.8;4.17;9.96
Fri;22;4;2016;03:00;14.8;4.17;9.96
Fri;22;4;2016;03:15;14.8;4.17;9.96
Fri;22;4;2016;03:30;14.8;4.17;9.96
Fri;22;4;2016;03:45;14.8;4.17;9.96
Fri;22;4;2016;04:00;13.5;3.37;9.76
Fri;22;4;2016;04:15;15.5;4.61;10.8
Fri;22;4;2016;04:30;14.0;3.71;9.8
Fri;22;4;2016;04:45;15.0;4.42;9.79
Fri;22;4;2016;05:00;15.0;4.23;9.81
Fri;22;4;2016;05:15;14.0;3.57;10.81
Fri;22;4;2016;05:30;15.5;4.81;9.79
Fri;22;4;2016;05:45;13.5;3.3;9.82
Fri;22;4;2016;06:00;15.5;4.82;9.79
Fri;22;4;2016;06:15;14.0;3.31;10.8
Fri;22;4;2016;06:30;15.5;4.84;9.84
Fri;22;4;2016;06:45;14.0;3.36;9.79
Fri;22;4;2016;07:00;15.0;4.76;9.8
Fri;22;4;2016;07:15;15.0;3.93;10.77
Fri;22;4;2016;07:30;14.0;4.02;9.82
Fri;22;4;2016;07:45;15.0;3.9;9.83
Fri;22;4;2016;08:00;15.0;3.99;9.82
Fri;22;4;2016;08:15;16.5;4.9;10.82
Fri;22;4;2016;08:30;14.5;4.02;9.99
Fri;22;4;2016;08:45;15.1;4.02;9.99
Fri;22;4;2016;09:00;15.1;4.02;9.99
Fri;22;4;2016;09:15;15.1;4.02;9.99
Fri;22;4;2016;09:30;15.1;4.02;9.99
Fri;22;4;2016;09:45;15.1;4.02;9.99
Fri;22;4;2016;10:00;15.5;4.15;9.83
Fri;22;4;2016;10:15;15.0;4.15;10.83
Fri;22;4;2016;10:30;16.0;4.51;9.85
Fri;22;4;2016;10:45;14.0;3.37;9.81
Fri;22;4;2016;11:00;16.5;5.03;10.85
Fri;22;4;2016;11:15;14.5;3.43;9.84
Fri;22;4;2016;11:30;16.0;4.64;9.82
Fri;22;4;2016;11:45;16.0;4.6;9.87
Fri;22;4;2016;12:00;15.0;3.52;10.83
Fri;22;4;2016;12:15;15.5;4.49;9.83
Fri;22;4;2016;12:30;15.5;4.45;9.79
Fri;22;4;2016;12:45;14.5;3.43;9.83
Fri;22;4;2016;13:00;16.0;4.79;10.78
Fri;22;4;2016;13:15;14.5;3.44;9.8
Fri;22;4;2016;13:30;16.0;4.83;9.8
Fri;22;4;2016;13:45;14.0;3.54;9.8
Fri;22;4;2016;14:00;16.0;4.65;10.86
Fri;22;4;2016;14:15;15.0;4.58;9.78
Fri;22;4;2016;14:30;15.0;3.69;9.79
Fri;22;4;2016;14:45;15.0;4.22;9.83
Fri;22;4;2016;15:00;15.0;4.1;10.83
Fri;22;4;2016;15:15;16.0;4.68;9.85
Fri;22;4;2016;15:30;14.5;3.35;9.82
Fri;22;4;2016;15:45;16.0;4.82;10.82
Fri;22;4;2016;16:00;14.5;3.57;9.83
Fri;22;4;2016;16:15;16.0;4.8;9.84
Fri;22;4;2016;16:30;15.0;3.7;9.85
Fri;22;4;2016;16:45;15.0;4.48;10.81
Fri;22;4;2016;17:00;16.0;4.13;9.85
Fri;22;4;2016;17:15;16.0;4.52;9.82
Fri;22;4;2016;17:30;15.0;3.79;9.85
Fri;22;4;2016;17:45;15.5;4.35;10.84
Fri;22;4;2016;18:00;14.5;3.62;9.82
Fri;22;4;2016;18:15;15.0;4.61;9.82
Fri;22;4;2016;18:30;15.0;3.53;9.83
Fri;22;4;2016;18:45;15.0;4.78;10.84
Fri;22;4;2016;19:00;15.0;3.83;9.82
Fri;22;4;2016;19:15;15.5;4.53;9.82
Fri;22;4;2016;19:30;14.5;3.46;9.81
Fri;22;4;2016;19:45;15.5;4.7;9.85
Fri;22;4;2016;20:00;14.5;3.87;10.84
Fri;22;4;2016;20:15;15.0;4.42;9.86
Fri;22;4;2016;20:30;15.0;3.93;9.85
Fri;22;4;2016;20:45;15.0;4.21;9.84
Fri;22;4;2016;21:00;14.5;4.33;10.85
Fri;22;4;2016;21:15;14.5;4.0;9.87
Fri;22;4;2016;21:30;15.5;4.31;9.87
Fri;22;4;2016;21:45;15.5;4.41;9.82
Fri;22;4;2016;22:00;14.0;3.43;10.83
Fri;22;4;2016;22:15;15.0;4.74;9.86
Fri;22;4;2016;22:30;15.0;3.79;9.82
Fri;22;4;2016;22:45;15.0;4.27;9.87
Fri;22;4;2016;23:00;15.0;4.18;10.86
Fri;22;4;2016;23:15;15.0;3.95;9.84
Fri;22;4;2016;23:30;15.5;4.76;9.86
Fri;22;4;2016;23:45;14.5;3.58;9.87
Sat;23;4;2016;00:00;15.5;4.86;10.85
Sat;23;4;2016;00:15;14.5;3.42;9.83
Sat;23;4;2016;00:30;15.0;4.85;9.86
Sat;23;4;2016;00:45;14.0;4.06;10.01
Sat;23;4;2016;01:00;15.0;4.06;10.01
Sat;23;4;2016;01:15;15.0;4.06;10.01
Sat;23;4;2016;01:30;15.0;4.06;10.01
Sat;23;4;2016;01:45;15.0;4.06;10.01
Sat;23;4;2016;02:00;15.0;4.06;10.01
Sat;23;4;2016;02:15;14.5;3.9;10.86
Sat;23;4;2016;02:30;15.5;4.65;9.83
Sat;23;4;2016;02:45;14.0;3.48;9.84
Sat;23;4;2016;03:00;15.5;4.74;9.86
Sat;23;4;2016;03:15;14.0;3.41;10.82
Sat;23;4;2016;03:30;15.5;4.82;9.84
Sat;23;4;2016;03:45;15.0;4.27;9.84
Sat;23;4;2016;04:00;14.5;3.72;9.87
Sat;23;4;2016;04:15;14.5;4.2;9.82
Sat;23;4;2016;04:30;15.5;4.32;10.86
Sat;23;4;2016;04:45;14.5;3.57;9.87
Sat;23;4;2016;05:00;15.5;4.93;9.83
Sat;23;4;2016;05:15;14.5;3.38;9.83
Sat;23;4;2016;05:30;15.0;4.61;10.83
Sat;23;4;2016;05:45;14.0;3.73;9.85
Sat;23;4;2016;06:00;16.0;4.69;9.85
Sat;23;4;2016;06:15;14.0;3.63;9.82
Sat;23;4;2016;06:30;16.0;4.71;10.84
Sat;23;4;2016;06:45;13.5;3.41;9.81
Sat;23;4;2016;07:00;15.5;4.64;9.84
Sat;23;4;2016;07:15;14.5;3.98;9.85
Sat;23;4;2016;07:30;15.5;4.51;9.83
Sat;23;4;2016;07:45;14.0;3.43;10.84
Sat;23;4;2016;08:00;15.5;5.16;9.82
Sat;23;4;2016;08:15;14.0;3.35;9.85
Sat;23;4;2016;08:30;16.0;5.07;9.83
Sat;23;4;2016;08:45;14.0;3.34;10.83
Sat;23;4;2016;09:00;15.5;4.89;9.87
Sat;23;4;2016;09:15;14.0;3.52;9.85
Sat;23;4;2016;09:30;15.0;4.15;9.84
Sat;23;4;2016;09:45;15.0;4.42;10.84
Sat;23;4;2016;10:00;14.5;3.66;9.85
Sat;23;4;2016;10:15;15.5;4.39;9.86
Sat;23;4;2016;10:30;15.0;4.37;9.88
Sat;23;4;2016;10:45;14.0;3.97;9.83
Sat;23;4;2016;11:00;15.0;4.01;10.84
Sat;23;4;2016;11:15;15.0;4.27;9.87
Sat;23;4;2016;11:30;15.0;4.38;9.85
Sat;23;4;2016;11:45;14.5;4.08;10.18
Sat;23;4;2016;12:00;14.9;4.08;10.18
Sat;23;4;2016;12:15;14.9;4.08;10.18
Sat;23;4;2016;12:30;14.9;4.08;10.18
Sat;23;4;2016;12:45;14.9;4.08;10.18
Sat;23;4;2016;13:00;14.9;4.08;10.18
Sat;23;4;2016;13:15;15.0;4.95;9.84
Sat;23;4;2016;13:30;14.5;3.64;9.87
Sat;23;4;2016;13:45;15.5;4.36;9.83
Sat;23;4;2016;14:00;14.5;4.04;9.84
Sat;23;4;2016;14:15;15.5;4.49;10.9
Sat;23;4;2016;14:30;14.5;3.91;9.79
Sat;23;4;2016;14:45;15.0;4.65;9.83
Sat;23;4;2016;15:00;14.0;3.35;9.83
Sat;23;4;2016;15:15;15.5;4.74;10.86
Sat;23;4;2016;15:30;15.0;3.78;9.79
Sat;23;4;2016;15:45;14.5;4.23;9.86
Sat;23;4;2016;16:00;15.5;4.78;9.82
Sat;23;4;2016;16:15;14.0;3.38;10.85
Sat;23;4;2016;16:30;15.5;4.75;9.82
Sat;23;4;2016;16:45;14.5;3.82;9.83
Sat;23;4;2016;17:00;15.0;4.42;9.83
Sat;23;4;2016;17:15;15.0;4.23;9.84
Sat;23;4;2016;17:30;14.5;3.73;10.85
Sat;23;4;2016;17:45;15.5;4.43;9.82
Sat;23;4;2016;18:00;15.0;4.54;9.81
Sat;23;4;2016;18:15;14.0;3.83;9.84
Sat;23;4;2016;18:30;15.0;4.04;10.84
Sat;23;4;2016;18:45;15.5;4.75;9.83
Sat;23;4;2016;19:00;14.5;3.53;9.83
Sat;23;4;2016;19:15;15.0;4.61;9.85
Sat;23;4;2016;19:30;15.0;3.93;10.81
Sat;23;4;2016;19:45;14.5;4.06;9.85
Sat;23;4;2016;20:00;15.5;4.79;9.85
Sat;23;4;2016;20:15;14.0;3.46;9.83
Sat;23;4;2016;20:30;15.5;4.66;9.83
Sat;23;4;2016;20:45;14.5;3.73;10.82
Sat;23;4;2016;21:00;15.0;4.38;9.82
Sat;23;4;2016;21:15;15.0;4.55;9.85
Sat;23;4;2016;21:30;14.5;3.38;9.85
Sat;23;4;2016;21:45;15.5;4.45;10.8
Sat;23;4;2016;22:00;15.0;4.48;9.82
Sat;23;4;2016;22:15;14.0;3.42;9.8
Sat;23;4;2016;22:30;15.0;4.55;9.84
Sat;23;4;2016;22:45;15.5;4.52;10.79
Sat;23;4;2016;23:00;14.5;3.46;9.82
Sat;23;4;2016;23:15;15.5;4.88;9.81
Sat;23;4;2016;23:30;14.5;3.58;9.83
Sat;23;4;2016;23:45;15.0;4.81;9.81
Sun;24;4;2016;00:00;14.0;3.31;10.84
Sun;24;4;2016;00:15;16.0;4.92;9.77
Sun;24;4;2016;00:30;14.0;3.31;9.79
Sun;24;4;2016;00:45;15.0;4.65;9.82
Sun;24;4;2016;01:00;15.0;3.77;10.77
Sun;24;4;2016;01:15;15.0;4.4;9.82
Sun;24;4;2016;01:30;15.0;4.18;10.14
Sun;24;4;2016;01:45;14.75;4.18;10.14
Sun;24;4;2016;02:00;14.75;4.18;10.14
Sun;24;4;2016;02:15;14.5;3.78;9.8
Sun;24;4;2016;02:30;16.0;4.86;9.8
Sun;24;4;2016;02:45;14.0;3.3;9.8
Sun;24;4;2016;03:00;15.0;4.73;9.79
Sun;24;4;2016;03:15;14.0;3.47;10.79
Sun;24;4;2016;03:30;16.0;4.69;9.8
Sun;24;4;2016;03:45;14.0;3.65;9.79
Sun;24;4;2016;04:00;15.0;4.31;9.8
Sun;24;4;2016;04:15;15.0;4.8;10.82
Sun;24;4;2016;04:30;14.0;3.27;9.79
Sun;24;4;2016;04:45;16.0;4.89;9.8
Sun;24;4;2016;05:00;14.0;3.31;9.82
Sun;24;4;2016;05:15;15.0;4.61;10.78
Sun;24;4;2016;05:30;15.0;4.14;9.8
Sun;24;4;2016;05:45;14.5;3.73;9.81
Sun;24;4;2016;06:00;15.5;4.71;9.85
Sun;24;4;2016;06:15;14.0;3.57;9.77
Sun;24;4;2016;06:30;15.5;4.59;10.81
Sun;24;4;2016;06:45;14.5;3.56;9.8
Sun;24;4;2016;07:00;15.0;4.51;9.83
Sun;24;4;2016;07:15;15.0;4.13;9.78
Sun;24;4;2016;07:30;14.0;3.9;10.84
Sun;24;4;2016;07:45;15.5;4.59;9.76
Sun;24;4;2016;08:00;14.5;3.75;9.81
Sun;24;4;2016;08:15;15.0;4.17;9.82
Sun;24;4;2016;08:30;15.0;4.32;10.83
Sun;24;4;2016;08:45;15.0;4.59;9.78
Sun;24;4;2016;09:00;14.0;3.45;9.82
Sun;24;4;2016;09:15;16.0;4.99;9.82
Sun;24;4;2016;09:30;14.0;3.63;9.8
Sun;24;4;2016;09:45;15.0;4.37;10.83
Sun;24;4;2016;10:00;15.0;4.44;9.81
Sun;24;4;2016;10:15;15.0;3.92;9.82
Sun;24;4;2016;10:30;15.0;4.44;9.84
Sun;24;4;2016;10:45;15.0;4.31;10.82
Sun;24;4;2016;11:00;14.5;3.8;9.82
Sun;24;4;2016;11:15;15.5;4.98;9.84
Sun;24;4;2016;11:30;14.5;3.46;9.85
Sun;24;4;2016;11:45;15.5;4.37;10.15
Sun;24;4;2016;12:00;14.9;4.37;10.15
Sun;24;4;2016;12:15;14.9;4.37;10.15
Sun;24;4;2016;12:30;14.9;4.37;10.15
Sun;24;4;2016;12:45;14.9;4.37;10.15
Sun;24;4;2016;13:00;14.9;4.37;10.15
Sun;24;4;2016;13:15;14.5;3.91;9.83
Sun;24;4;2016;13:30;16.0;5.35;9.82
Sun;24;4;2016;13:45;17.0;6.03;9.81
Sun;24;4;2016;14:00;16.5;5.86;10.82
Sun;24;4;2016;14:15;16.5;5.85;9.79
Sun;24;4;2016;14:30;17.0;5.88;9.8
Sun;24;4;2016;14:45;15.0;4.51;9.8
Sun;24;4;2016;15:00;14.0;3.36;10.15
Sun;24;4;2016;15:15;14.0;3.36;10.15
Sun;24;4;2016;15:30;14.0;3.36;10.15
Sun;24;4;2016;15:45;14.0;3.33;9.78
Sun;24;4;2016;16:00;14.0;3.35;9.84
Sun;24;4;2016;16:15;14.0;3.35;10.8
Sun;24;4;2016;16:30;14.0;3.37;9.82
Sun;24;4;2016;16:45;14.0;3.38;9.84
Sun;24;4;2016;17:00;14.0;3.4;9.83
Sun;24;4;2016;17:15;14.0;3.4;10.85
Sun;24;4;2016;17:30;14.0;3.4;9.86
Sun;24;4;2016;17:45;14.5;3.39;9.78
Sun;24;4;2016;18:00;14.0;3.41;9.82
Sun;24;4;2016;18:15;14.0;3.4;10.81
Sun;24;4;2016;18:30;14.5;3.41;9.81
Sun;24;4;2016;18:45;14.0;3.43;9.82
Sun;24;4;2016;19:00;14.0;3.45;9.82
Sun;24;4;2016;19:15;14.0;3.48;10.8
Sun;24;4;2016;19:30;14.0;3.67;9.81
Sun;24;4;2016;19:45;16.0;5.22;9.82
Sun;24;4;2016;20:00;17.0;6.2;9.83
Sun;24;4;2016;20:15;17.0;5.97;9.83
Sun;24;4;2016;20:30;16.0;5.77;10.79
Sun;24;4;2016;20:45;16.5;5.77;9.83
Sun;24;4;2016;21:00;17.0;5.76;9.79
Sun;24;4;2016;21:15;16.5;5.8;9.81
Sun;24;4;2016;21:30;14.0;3.62;10.78
Sun;24;4;2016;21:45;14.0;3.34;9.83
Sun;24;4;2016;22:00;14.0;3.31;9.77
Sun;24;4;2016;22:15;14.0;3.33;9.82
Sun;24;4;2016;22:30;14.0;3.34;10.82
Sun;24;4;2016;22:45;14.0;3.34;9.83
Sun;24;4;2016;23:00;14.5;3.34;9.82
Sun;24;4;2016;23:15;14.0;3.37;9.83
Sun;24;4;2016;23:30;13.5;3.37;9.82
Sun;24;4;2016;23:45;15.0;3.38;10.81
Mon;25;4;2016;00:00;13.5;3.38;9.82
Mon;25;4;2016;00:15;14.5;3.41;9.84
Mon;25;4;2016;00:30;14.0;3.4;9.82
Mon;25;4;2016;00:45;14.0;3.4;10.81
Mon;25;4;2016;01:00;14.0;3.4;9.82
Mon;25;4;2016;01:15;14.5;3.45;9.82
Mon;25;4;2016;01:30;14.0;4.84;9.97
Mon;25;4;2016;01:45;15.9;4.84;9.97
Mon;25;4;2016;02:00;15.9;4.84;9.97
Mon;25;4;2016;02:15;15.9;4.84;9.97
Mon;25;4;2016;02:30;15.9;4.84;9.97
Mon;25;4;2016;02:45;15.9;4.84;9.97
Mon;25;4;2016;03:00;16.0;5.74;10.84
Mon;25;4;2016;03:15;16.5;5.71;9.74
Mon;25;4;2016;03:30;16.5;5.79;9.8
Mon;25;4;2016;03:45;15.0;4.63;9.75
Mon;25;4;2016;04:00;14.0;3.33;10.82
Mon;25;4;2016;04:15;14.5;3.33;9.97
Mon;25;4;2016;04:30;14.0;3.33;9.97
Mon;25;4;2016;04:45;14.0;3.33;9.97
Mon;25;4;2016;05:00;14.0;3.33;9.97
Mon;25;4;2016;05:15;14.0;3.33;9.97
Mon;25;4;2016;05:30;14.0;3.33;9.97
Mon;25;4;2016;05:45;14.0;3.36;9.81
Mon;25;4;2016;06:00;13.5;3.37;9.83
Mon;25;4;2016;06:15;15.0;3.37;10.8
Mon;25;4;2016;06:30;13.5;3.39;9.86
Mon;25;4;2016;06:45;14.0;3.37;9.8
Mon;25;4;2016;07:00;14.5;3.39;9.85
Mon;25;4;2016;07:15;14.0;3.41;10.81
Mon;25;4;2016;07:30;14.0;3.44;9.82
Mon;25;4;2016;07:45;14.0;3.48;9.86
Mon;25;4;2016;08:00;14.0;3.6;9.82
Mon;25;4;2016;08:15;16.0;4.74;10.81
Mon;25;4;2016;08:30;17.0;6.29;9.84
Mon;25;4;2016;08:45;16.5;6.12;9.8
Mon;25;4;2016;09:00;16.5;5.94;9.82
Mon;25;4;2016;09:15;17.0;5.89;9.8
Mon;25;4;2016;09:30;16.0;5.92;10.8
Mon;25;4;2016;09:45;17.0;5.96;9.82
Mon;25;4;2016;10:00;15.5;4.89;9.8
Mon;25;4;2016;10:15;13.5;3.39;9.81
Mon;25;4;2016;10:30;15.0;3.39;10.08
Mon;25;4;2016;10:45;14.0;3.39;10.08
Mon;25;4;2016;11:00;14.0;3.39;10.08
Mon;25;4;2016;11:15;14.0;3.39;10.08
Mon;25;4;2016;11:30;14.0;3.42;10.84
Mon;25;4;2016;11:45;14.0;3.43;9.87
Mon;25;4;2016;12:00;14.0;3.43;9.81
Mon;25;4;2016;12:15;14.5;3.47;9.85
Mon;25;4;2016;12:30;13.5;3.47;9.85
Mon;25;4;2016;12:45;15.0;3.49;10.83
Mon;25;4;2016;13:00;13.5;3.46;9.82
Mon;25;4;2016;13:15;14.5;3.49;9.83
Mon;25;4;2016;13:30;14.0;3.51;9.84
Mon;25;4;2016;13:45;14.0;3.53;10.82
Mon;25;4;2016;14:00;14.5;3.62;9.89
Mon;25;4;2016;14:15;14.5;3.8;9.84
Mon;25;4;2016;14:30;17.0;5.81;9.81
Mon;25;4;2016;14:45;17.0;6.34;10.85
Mon;25;4;2016;15:00;17.0;6.1;9.83
Mon;25;4;2016;15:15;16.0;5.95;9.85
Mon;25;4;2016;15:30;17.0;5.89;9.8
Mon;25;4;2016;15:45;17.0;5.92;9.83
Mon;25;4;2016;16:00;16.5;5.95;10.83
Mon;25;4;2016;16:15;14.5;3.86;9.81
Mon;25;4;2016;16:30;14.0;3.38;9.83
Mon;25;4;2016;16:45;14.0;3.38;9.83
Mon;25;4;2016;17:00;14.0;3.35;10.81
Mon;25;4;2016;17:15;14.0;3.37;9.84
Mon;25;4;2016;17:30;14.5;3.35;9.85
Mon;25;4;2016;17:45;14.0;3.36;9.87
Mon;25;4;2016;18:00;14.5;3.37;10.83
Mon;25;4;2016;18:15;14.0;3.4;9.86
Mon;25;4;2016;18:30;14.0;3.41;9.87
Mon;25;4;2016;18:45;14.0;3.42;9.85
Mon;25;4;2016;19:00;14.5;3.42;9.86
Mon;25;4;2016;19:15;14.5;3.44;10.88
Mon;25;4;2016;19:30;14.0;3.44;9.87
Mon;25;4;2016;19:45;14.0;3.43;9.88
Mon;25;4;2016;20:00;14.0;3.46;9.86
Mon;25;4;2016;20:15;14.0;3.52;10.87
Mon;25;4;2016;20:30;15.0;3.71;9.89
Mon;25;4;2016;20:45;15.5;5.07;9.87
Mon;25;4;2016;21:00;17.5;6.25;9.88
Mon;25;4;2016;21:15;16.5;6.04;10.84
Mon;25;4;2016;21:30;16.5;5.81;9.84
Mon;25;4;2016;21:45;16.0;5.8;9.86
Mon;25;4;2016;22:00;17.0;5.81;9.82
Mon;25;4;2016;22:15;16.5;5.84;10.83
Mon;25;4;2016;22:30;15.5;4.35;9.86
Mon;25;4;2016;22:45;13.5;3.35;9.81
Mon;25;4;2016;23:00;14.0;3.35;9.84
Mon;25;4;2016;23:15;14.5;3.35;9.84
Mon;25;4;2016;23:30;14.0;3.36;10.86
Mon;25;4;2016;23:45;14.0;3.36;9.84
Tue;26;4;2016;00:00;14.0;3.36;9.84
Tue;26;4;2016;00:15;14.5;3.37;9.83
Tue;26;4;2016;00:30;13.5;3.4;10.87
Tue;26;4;2016;00:45;15.0;3.4;9.82
Tue;26;4;2016;01:00;13.5;3.41;9.86
Tue;26;4;2016;01:15;14.5;3.4;9.82
Tue;26;4;2016;01:30;14.0;3.41;10.84
Tue;26;4;2016;01:45;14.0;3.43;9.86
Tue;26;4;2016;02:00;14.0;3.45;9.88
Tue;26;4;2016;02:15;14.5;3.46;9.81
Tue;26;4;2016;02:30;14.5;3.54;9.86
Tue;26;4;2016;02:45;14.5;4.24;10.86
Tue;26;4;2016;03:00;17.5;6.23;9.84
Tue;26;4;2016;03:15;16.5;6.09;9.84
Tue;26;4;2016;03:30;16.5;5.86;9.82
Tue;26;4;2016;03:45;16.0;5.78;10.82
Tue;26;4;2016;04:00;17.0;5.79;9.81
Tue;26;4;2016;04:15;16.5;5.84;9.81
Tue;26;4;2016;04:30;15.5;4.82;9.8
Tue;26;4;2016;04:45;14.0;3.34;10.81
Tue;26;4;2016;05:00;14.0;3.33;9.82
Tue;26;4;2016;05:15;14.0;3.33;9.82
Tue;26;4;2016;05:30;14.0;3.32;9.85
Tue;26;4;2016;05:45;14.0;3.31;9.8
Tue;26;4;2016;06:00;14.0;3.33;10.84
Tue;26;4;2016;06:15;14.0;3.35;9.86
Tue;26;4;2016;06:30;14.0;3.36;9.84
Tue;26;4;2016;06:45;14.0;3.37;9.84
Tue;26;4;2016;07:00;14.0;3.39;10.85
Tue;26;4;2016;07:15;14.5;3.42;9.89
Tue;26;4;2016;07:30;13.5;3.43;9.84
Tue;26;4;2016;07:45;15.0;3.46;9.86
Tue;26;4;2016;08:00;14.0;3.48;10.83
Tue;26;4;2016;08:15;15.0;3.66;9.92
Tue;26;4;2016;08:30;15.0;4.34;9.86
Tue;26;4;2016;08:45;17.5;6.32;9.88
Tue;26;4;2016;09:00;17.5;6.23;10.91
Tue;26;4;2016;09:15;17.0;5.94;9.83
Tue;26;4;2016;09:30;17.0;5.89;9.89
Tue;26;4;2016;09:45;17.0;5.9;9.87
Tue;26;4;2016;10:00;17.5;5.94;10.87
Tue;26;4;2016;10:15;17.5;5.97;9.88
Tue;26;4;2016;10:30;14.5;3.62;9.84
Tue;26;4;2016;10:45;14.5;3.43;10.9
Tue;26;4;2016;11:00;15.0;3.4;9.83
Tue;26;4;2016;11:15;15.0;3.43;9.93
Tue;26;4;2016;11:30;14.0;3.39;9.82
Tue;26;4;2016;11:45;15.0;3.42;10.87
Tue;26;4;2016;12:00;14.0;3.44;9.87
Tue;26;4;2016;12:15;15.0;3.44;9.88
Tue;26;4;2016;12:30;14.0;3.43;9.86
Tue;26;4;2016;12:45;14.5;3.45;10.87
Tue;26;4;2016;13:00;14.5;3.44;9.85
Tue;26;4;2016;13:15;15.0;3.46;9.86
Tue;26;4;2016;13:30;14.0;3.46;9.85
Tue;26;4;2016;13:45;14.0;3.49;10.86
Tue;26;4;2016;14:00;15.0;3.52;9.89
Tue;26;4;2016;14:15;14.5;3.52;9.83
Tue;26;4;2016;14:30;14.5;3.78;9.9
Tue;26;4;2016;14:45;18.0;6.14;10.86
Tue;26;4;2016;15:00;17.5;6.24;9.87
Tue;26;4;2016;15:15;17.5;6.01;9.85
Tue;26;4;2016;15:30;17.0;5.91;10.88
Tue;26;4;2016;15:45;17.5;5.87;10.09
Tue;26;4;2016;16:00;17.33;5.87;10.09
Tue;26;4;2016;16:15;17.33;5.87;10.09
Tue;26;4;2016;16:30;17.33;5.87;10.09
Tue;26;4;2016;16:45;15.0;3.61;9.85
Tue;26;4;2016;17:00;14.5;3.36;9.87
Tue;26;4;2016;17:15;15.0;3.35;9.86
Tue;26;4;2016;17:30;14.5;3.36;10.9
Tue;26;4;2016;17:45;14.5;3.33;9.82
Tue;26;4;2016;18:00;14.0;3.36;9.87
Tue;26;4;2016;18:15;14.5;3.35;9.82
Tue;26;4;2016;18:30;14.5;3.39;10.88
Tue;26;4;2016;18:45;14.0;3.38;9.84
Tue;26;4;2016;19:00;14.0;3.41;9.87
Tue;26;4;2016;19:15;14.0;3.4;9.86
Tue;26;4;2016;19:30;14.0;3.39;10.83
Tue;26;4;2016;19:45;14.5;3.42;9.92
Tue;26;4;2016;20:00;14.0;3.42;9.9
