weekday;day;month;year;time;EA+ GERAL CMB (KWh);EA+ AVAC CMB (KWh);EA+ IT CMB (KWh)
Fri;26;8;2016;07:45;21.0;6.06;14.8
Fri;26;8;2016;08:00;21.0;4.87;14.81
Fri;26;8;2016;08:15;20.0;4.51;14.87
Fri;26;8;2016;08:30;22.0;6.22;14.87
Fri;26;8;2016;08:45;21.0;4.34;14.89
Fri;26;8;2016;09:00;22.0;5.71;14.9
Fri;26;8;2016;09:15;24.0;6.35;14.88
Fri;26;8;2016;09:30;23.0;5.4;14.88
Fri;26;8;2016;09:45;22.0;4.53;14.91
Fri;26;8;2016;10:00;24.0;6.32;14.89
Fri;26;8;2016;10:15;24.0;6.22;14.87
Fri;26;8;2016;10:30;23.0;6.24;14.86
Fri;26;8;2016;10:45;24.0;6.24;14.86
Fri;26;8;2016;11:00;23.0;6.26;14.86
Fri;26;8;2016;11:15;24.0;6.28;14.87
Fri;26;8;2016;11:30;23.0;6.32;14.86
Fri;26;8;2016;11:45;24.0;6.38;14.86
Fri;26;8;2016;12:00;23.0;6.38;14.86
Fri;26;8;2016;12:15;24.0;6.4;14.86
Fri;26;8;2016;12:30;24.0;6.44;14.87
Fri;26;8;2016;12:45;23.0;6.47;14.85
Fri;26;8;2016;13:00;24.0;6.83;14.85
Fri;26;8;2016;13:15;24.0;6.87;14.85
Fri;26;8;2016;13:30;25.0;6.9;14.87
Fri;26;8;2016;13:45;24.0;6.93;14.85
Fri;26;8;2016;14:00;25.0;7.26;14.86
Fri;26;8;2016;14:15;25.0;7.31;14.86
Fri;26;8;2016;14:30;25.0;7.31;14.87
Fri;26;8;2016;14:45;25.0;7.31;14.88
Fri;26;8;2016;15:00;25.0;7.28;14.87
Fri;26;8;2016;15:15;25.0;7.27;14.87
Fri;26;8;2016;15:30;25.0;7.29;14.87
Fri;26;8;2016;15:45;25.0;7.27;14.86
Fri;26;8;2016;16:00;25.0;7.31;14.88
Fri;26;8;2016;16:15;25.0;7.28;14.87
Fri;26;8;2016;16:30;25.0;7.29;14.86
Fri;26;8;2016;16:45;25.0;7.3;14.86
Fri;26;8;2016;17:00;26.0;7.27;14.87
Fri;26;8;2016;17:15;25.0;7.25;14.88
Fri;26;8;2016;17:30;25.0;7.23;14.86
Fri;26;8;2016;17:45;25.0;7.24;14.86
Fri;26;8;2016;18:00;24.0;7.2;14.86
Fri;26;8;2016;18:15;25.0;7.19;14.86
Fri;26;8;2016;18:30;24.0;7.18;14.87
Fri;26;8;2016;18:45;24.0;7.16;14.86
Fri;26;8;2016;19:00;23.0;7.06;14.86
Fri;26;8;2016;19:15;24.0;7.01;14.85
Fri;26;8;2016;19:30;20.0;4.36;14.87
Fri;26;8;2016;19:45;24.0;6.95;14.92
Fri;26;8;2016;20:00;23.0;6.82;14.89
Fri;26;8;2016;20:15;20.0;4.25;14.91
Fri;26;8;2016;20:30;23.0;6.93;14.91
Fri;26;8;2016;20:45;23.0;6.73;14.89
Fri;26;8;2016;21:00;21.0;4.15;14.93
Fri;26;8;2016;21:15;23.0;6.86;14.91
Fri;26;8;2016;21:30;22.0;6.41;14.9
Fri;26;8;2016;21:45;20.0;3.93;14.9
Fri;26;8;2016;22:00;22.0;6.26;14.92
Fri;26;8;2016;22:15;22.0;6.29;14.91
Fri;26;8;2016;22:30;20.0;4.74;14.9
Fri;26;8;2016;22:45;21.0;5.3;14.92
Fri;26;8;2016;23:00;22.0;6.18;14.9
Fri;26;8;2016;23:15;22.0;6.14;14.89
Fri;26;8;2016;23:30;22.0;6.12;14.9
Fri;26;8;2016;23:45;22.0;6.11;14.88
Sat;27;8;2016;00:00;20.0;4.49;14.86
Sat;27;8;2016;00:15;21.0;5.19;14.91
Sat;27;8;2016;00:30;22.0;6.22;14.88
Sat;27;8;2016;00:45;20.0;3.93;14.9
Sat;27;8;2016;01:00;21.0;6.0;14.89
Sat;27;8;2016;01:15;22.0;6.19;14.87
Sat;27;8;2016;01:30;20.0;3.93;14.87
Sat;27;8;2016;01:45;21.0;5.87;14.89
Sat;27;8;2016;02:00;22.0;6.09;14.88
Sat;27;8;2016;02:15;22.0;6.09;14.86
Sat;27;8;2016;02:30;22.0;6.08;14.83
Sat;27;8;2016;02:45;22.0;6.07;14.82
Sat;27;8;2016;03:00;20.0;4.25;14.82
Sat;27;8;2016;03:15;21.0;5.32;14.9
Sat;27;8;2016;03:30;21.0;6.18;14.85
Sat;27;8;2016;03:45;20.0;3.66;14.85
Sat;27;8;2016;04:00;22.0;6.06;14.86
Sat;27;8;2016;04:15;21.0;6.09;14.84
Sat;27;8;2016;04:30;22.0;6.07;14.83
Sat;27;8;2016;04:45;22.0;6.09;14.8
Sat;27;8;2016;05:00;20.0;4.77;14.8
Sat;27;8;2016;05:15;21.0;4.79;14.85
Sat;27;8;2016;05:30;22.0;6.21;14.84
Sat;27;8;2016;05:45;20.0;4.26;14.85
Sat;27;8;2016;06:00;21.0;5.51;14.85
Sat;27;8;2016;06:15;22.0;6.17;14.83
Sat;27;8;2016;06:30;19.0;3.89;14.84
Sat;27;8;2016;06:45;22.0;5.99;14.85
Sat;27;8;2016;07:00;22.0;6.16;14.85
Sat;27;8;2016;07:15;20.0;4.07;14.84
Sat;27;8;2016;07:30;21.0;5.79;14.86
Sat;27;8;2016;07:45;22.0;6.17;14.85
Sat;27;8;2016;08:00;20.0;4.03;14.87
Sat;27;8;2016;08:15;21.0;5.65;14.87
Sat;27;8;2016;08:30;22.0;6.08;14.86
Sat;27;8;2016;08:45;22.0;6.07;14.86
Sat;27;8;2016;09:00;21.0;6.06;14.85
Sat;27;8;2016;09:15;20.0;4.34;14.84
Sat;27;8;2016;09:30;21.0;5.23;14.9
Sat;27;8;2016;09:45;22.0;6.18;14.88
Sat;27;8;2016;10:00;20.0;3.96;14.88
Sat;27;8;2016;10:15;22.0;5.82;14.9
Sat;27;8;2016;10:30;21.0;6.18;14.9
Sat;27;8;2016;10:45;20.0;4.05;14.89
Sat;27;8;2016;11:00;22.0;5.62;14.91
Sat;27;8;2016;11:15;22.0;6.1;14.9
Sat;27;8;2016;11:30;21.0;6.09;14.89
Sat;27;8;2016;11:45;22.0;6.08;14.9
Sat;27;8;2016;12:00;19.0;3.57;14.88
Sat;27;8;2016;12:15;22.0;6.17;14.91
Sat;27;8;2016;12:30;22.0;5.71;14.89
Sat;27;8;2016;12:45;20.0;3.97;14.91
Sat;27;8;2016;13:00;22.0;6.37;14.92
Sat;27;8;2016;13:15;21.0;5.59;14.88
Sat;27;8;2016;13:30;20.0;4.24;14.91
Sat;27;8;2016;13:45;22.0;6.27;14.9
Sat;27;8;2016;14:00;22.0;6.24;14.89
Sat;27;8;2016;14:15;22.0;6.22;14.9
Sat;27;8;2016;14:30;21.0;5.58;14.87
Sat;27;8;2016;14:45;20.0;4.21;14.9
Sat;27;8;2016;15:00;22.0;6.52;14.9
Sat;27;8;2016;15:15;21.0;5.21;14.89
Sat;27;8;2016;15:30;21.0;4.96;14.95
Sat;27;8;2016;15:45;22.0;6.53;14.9
Sat;27;8;2016;16:00;21.0;5.48;14.89
Sat;27;8;2016;16:15;21.0;4.6;14.92
Sat;27;8;2016;16:30;22.0;6.44;14.87
Sat;27;8;2016;16:45;22.0;6.35;14.88
Sat;27;8;2016;17:00;22.0;6.32;14.86
Sat;27;8;2016;17:15;22.0;6.29;14.86
Sat;27;8;2016;17:30;22.0;6.26;14.85
Sat;27;8;2016;17:45;20.0;4.38;14.86
Sat;27;8;2016;18:00;21.0;5.46;14.92
Sat;27;8;2016;18:15;22.0;6.24;14.9
Sat;27;8;2016;18:30;22.0;6.26;14.88
Sat;27;8;2016;18:45;21.0;6.09;14.86
Sat;27;8;2016;19:00;20.0;3.57;14.89
Sat;27;8;2016;19:15;22.0;6.42;14.92
Sat;27;8;2016;19:30;21.0;5.42;14.89
Sat;27;8;2016;19:45;20.0;4.48;14.92
Sat;27;8;2016;20:00;22.0;6.34;14.89
Sat;27;8;2016;20:15;21.0;5.25;14.89
Sat;27;8;2016;20:30;21.0;4.62;14.92
Sat;27;8;2016;20:45;21.0;6.13;14.89
Sat;27;8;2016;21:00;22.0;6.07;14.88
Sat;27;8;2016;21:15;22.0;6.09;14.88
Sat;27;8;2016;21:30;21.0;4.88;14.87
Sat;27;8;2016;21:45;20.0;4.86;14.92
Sat;27;8;2016;22:00;22.0;6.23;14.9
Sat;27;8;2016;22:15;20.0;4.34;14.89
Sat;27;8;2016;22:30;22.0;5.52;14.92
Sat;27;8;2016;22:45;22.0;6.19;14.89
Sat;27;8;2016;23:00;20.0;4.18;14.91
Sat;27;8;2016;23:15;19.0;3.73;14.92
Sat;27;8;2016;23:30;22.0;6.29;14.88
Sat;27;8;2016;23:45;22.0;6.14;14.87
Sun;28;8;2016;00:00;22.0;6.07;14.86
Sun;28;8;2016;00:15;22.0;6.08;14.86
Sun;28;8;2016;00:30;21.0;6.08;14.84
Sun;28;8;2016;00:45;22.0;5.65;14.83
Sun;28;8;2016;01:00;19.0;3.8;14.87
Sun;28;8;2016;01:15;22.0;6.09;14.87
Sun;28;8;2016;01:30;22.0;6.07;14.88
Sun;28;8;2016;01:45;22.0;6.12;14.82
Sun;28;8;2016;02:00;19.0;3.49;14.84
Sun;28;8;2016;02:15;22.0;5.97;14.86
Sun;28;8;2016;02:30;21.0;6.08;14.85
Sun;28;8;2016;02:45;22.0;6.07;14.83
Sun;28;8;2016;03:00;20.0;4.47;14.81
Sun;28;8;2016;03:15;21.0;4.96;14.86
Sun;28;8;2016;03:30;22.0;6.19;14.85
Sun;28;8;2016;03:45;19.0;3.77;14.85
Sun;28;8;2016;04:00;22.0;6.0;14.87
Sun;28;8;2016;04:15;22.0;6.15;14.84
Sun;28;8;2016;04:30;19.0;3.35;14.85
Sun;28;8;2016;04:45;20.0;4.14;14.85
Sun;28;8;2016;05:00;22.0;6.28;14.83
Sun;28;8;2016;05:15;22.0;6.12;14.82
Sun;28;8;2016;05:30;22.0;6.09;14.8
Sun;28;8;2016;05:45;21.0;6.12;14.8
Sun;28;8;2016;06:00;22.0;6.11;14.79
Sun;28;8;2016;06:15;21.0;4.64;14.79
Sun;28;8;2016;06:30;20.0;4.75;14.86
Sun;28;8;2016;06:45;22.0;6.04;14.83
Sun;28;8;2016;07:00;21.0;6.04;14.83
Sun;28;8;2016;07:15;21.0;4.96;14.8
Sun;28;8;2016;07:30;20.0;4.42;14.85
Sun;28;8;2016;07:45;22.0;6.22;14.86
Sun;28;8;2016;08:00;20.0;4.36;14.84
Sun;28;8;2016;08:15;21.0;5.31;14.87
Sun;28;8;2016;08:30;22.0;6.16;14.85
Sun;28;8;2016;08:45;20.0;4.13;14.86
Sun;28;8;2016;09:00;21.0;5.6;14.89
Sun;28;8;2016;09:15;22.0;6.19;14.86
Sun;28;8;2016;09:30;20.0;3.76;14.87
Sun;28;8;2016;09:45;21.0;5.9;14.89
Sun;28;8;2016;10:00;22.0;6.14;14.89
Sun;28;8;2016;10:15;22.0;6.17;14.86
Sun;28;8;2016;10:30;21.0;5.1;14.85
Sun;28;8;2016;10:45;20.0;4.52;14.91
Sun;28;8;2016;11:00;22.0;6.33;14.9
Sun;28;8;2016;11:15;20.0;4.43;14.91
Sun;28;8;2016;11:30;22.0;5.51;14.91
Sun;28;8;2016;11:45;22.0;6.34;14.89
Sun;28;8;2016;12:00;20.0;4.46;14.9
Sun;28;8;2016;12:15;19.0;3.74;14.91
Sun;28;8;2016;12:30;22.0;6.46;14.88
Sun;28;8;2016;12:45;22.0;6.38;14.88
Sun;28;8;2016;13:00;22.0;6.33;14.86
Sun;28;8;2016;13:15;22.0;6.35;14.85
Sun;28;8;2016;13:30;23.0;6.36;14.85
Sun;28;8;2016;13:45;22.0;6.34;14.86
Sun;28;8;2016;14:00;19.0;4.14;14.86
Sun;28;8;2016;14:15;22.0;5.69;14.91
Sun;28;8;2016;14:30;22.0;6.35;14.89
Sun;28;8;2016;14:45;22.0;6.34;14.89
Sun;28;8;2016;15:00;21.0;5.96;14.87
Sun;28;8;2016;15:15;20.0;3.88;14.89
Sun;28;8;2016;15:30;22.0;6.59;14.9
Sun;28;8;2016;15:45;22.0;5.55;14.89
Sun;28;8;2016;16:00;20.0;4.63;14.92
Sun;28;8;2016;16:15;22.0;6.53;14.92
Sun;28;8;2016;16:30;21.0;5.64;14.89
Sun;28;8;2016;16:45;21.0;4.48;14.92
Sun;28;8;2016;17:00;22.0;6.41;14.91
Sun;28;8;2016;17:15;22.0;6.27;14.9
Sun;28;8;2016;17:30;22.0;6.25;14.91
Sun;28;8;2016;17:45;22.0;6.24;14.89
Sun;28;8;2016;18:00;19.0;3.57;14.89
Sun;28;8;2016;18:15;22.0;6.5;14.91
Sun;28;8;2016;18:30;22.0;5.84;14.89
Sun;28;8;2016;18:45;19.0;4.15;14.93
Sun;28;8;2016;19:00;23.0;6.44;14.91
Sun;28;8;2016;19:15;21.0;5.77;14.89
Sun;28;8;2016;19:30;20.0;4.05;14.91
Sun;28;8;2016;19:45;22.0;6.24;14.88
Sun;28;8;2016;20:00;22.0;6.13;14.88
Sun;28;8;2016;20:15;21.0;6.11;14.85
Sun;28;8;2016;20:30;22.0;6.1;14.85
Sun;28;8;2016;20:45;21.0;5.32;14.85
Sun;28;8;2016;21:00;20.0;4.15;14.9
Sun;28;8;2016;21:15;22.0;6.12;14.92
Sun;28;8;2016;21:30;22.0;6.06;14.89
Sun;28;8;2016;21:45;22.0;6.07;14.87
Sun;28;8;2016;22:00;19.0;3.34;14.88
Sun;28;8;2016;22:15;22.0;6.31;14.91
Sun;28;8;2016;22:30;21.0;5.36;14.91
Sun;28;8;2016;22:45;20.0;4.44;14.92
Sun;28;8;2016;23:00;22.0;6.27;14.9
Sun;28;8;2016;23:15;21.0;4.95;14.9
Sun;28;8;2016;23:30;21.0;4.65;14.92
Sun;28;8;2016;23:45;22.0;6.13;14.89
Mon;29;8;2016;00:00;21.0;6.08;14.86
Mon;29;8;2016;00:15;22.0;6.08;14.85
Mon;29;8;2016;00:30;22.0;6.06;14.84
Mon;29;8;2016;00:45;19.0;3.54;14.87
Mon;29;8;2016;01:00;22.0;5.82;14.91
Mon;29;8;2016;01:15;22.0;6.04;14.87
Mon;29;8;2016;01:30;21.0;6.04;14.85
Mon;29;8;2016;01:45;20.0;4.19;14.83
Mon;29;8;2016;02:00;21.0;5.31;14.88
Mon;29;8;2016;02:15;22.0;6.14;14.87
Mon;29;8;2016;02:30;20.0;3.58;14.87
Mon;29;8;2016;02:45;21.0;6.16;14.87
Mon;29;8;2016;03:00;22.0;6.1;14.85
Mon;29;8;2016;03:15;19.0;3.3;14.86
Mon;29;8;2016;03:30;20.0;4.33;14.88
Mon;29;8;2016;03:45;22.0;6.23;14.83
Mon;29;8;2016;04:00;22.0;6.07;14.82
Mon;29;8;2016;04:15;22.0;6.03;14.81
Mon;29;8;2016;04:30;22.0;6.02;14.8
Mon;29;8;2016;04:45;21.0;6.02;14.81
Mon;29;8;2016;05:00;20.0;3.97;14.81
Mon;29;8;2016;05:15;21.0;5.34;14.86
Mon;29;8;2016;05:30;22.0;5.99;14.84
Mon;29;8;2016;05:45;21.0;5.98;14.83
Mon;29;8;2016;06:00;20.0;3.96;14.83
Mon;29;8;2016;06:15;21.0;5.35;14.86
Mon;29;8;2016;06:30;22.0;6.02;14.84
Mon;29;8;2016;06:45;22.0;6.03;14.83
Mon;29;8;2016;07:00;19.0;3.56;14.82
Mon;29;8;2016;07:15;22.0;5.95;14.87
Mon;29;8;2016;07:30;21.0;5.67;14.84
Mon;29;8;2016;07:45;20.0;3.75;14.87
Mon;29;8;2016;08:00;21.0;6.21;14.86
Mon;29;8;2016;08:15;22.0;5.3;14.87
Mon;29;8;2016;08:30;20.0;4.2;14.9
Mon;29;8;2016;08:45;23.0;6.15;14.88
Mon;29;8;2016;09:00;23.0;6.12;14.87
Mon;29;8;2016;09:15;23.0;5.64;14.87
Mon;29;8;2016;09:30;21.0;3.89;14.91
Mon;29;8;2016;09:45;24.0;6.4;14.91
Mon;29;8;2016;10:00;23.0;5.36;14.89
Mon;29;8;2016;10:15;22.0;4.54;14.92
Mon;29;8;2016;10:30;24.0;6.44;14.91
Mon;29;8;2016;10:45;23.0;5.74;14.9
Mon;29;8;2016;11:00;22.0;4.18;14.94
Mon;29;8;2016;11:15;23.0;6.37;14.9
Mon;29;8;2016;11:30;24.0;6.27;14.88
Mon;29;8;2016;11:45;24.0;6.29;14.87
Mon;29;8;2016;12:00;23.0;6.28;14.88
Mon;29;8;2016;12:15;24.0;6.33;14.86
Mon;29;8;2016;12:30;24.0;6.36;14.86
Mon;29;8;2016;12:45;24.0;6.37;14.85
Mon;29;8;2016;13:00;22.0;4.52;14.86
Mon;29;8;2016;13:15;24.0;5.56;14.92
Mon;29;8;2016;13:30;24.0;6.5;14.92
Mon;29;8;2016;13:45;24.0;6.57;14.9
Mon;29;8;2016;14:00;25.0;6.82;14.9
Mon;29;8;2016;14:15;24.0;6.82;14.9
Mon;29;8;2016;14:30;25.0;6.82;14.91
Mon;29;8;2016;14:45;25.0;6.83;14.9
Mon;29;8;2016;15:00;23.0;4.72;14.92
Mon;29;8;2016;15:15;24.0;6.53;14.93
Mon;29;8;2016;15:30;25.0;6.99;14.91
Mon;29;8;2016;15:45;25.0;6.58;14.91
Mon;29;8;2016;16:00;22.0;4.78;14.93
Mon;29;8;2016;16:15;25.0;7.11;14.91
Mon;29;8;2016;16:30;25.0;6.94;14.91
Mon;29;8;2016;16:45;24.0;6.31;14.9
Mon;29;8;2016;17:00;23.0;5.02;14.94
Mon;29;8;2016;17:15;25.0;7.08;14.92
Mon;29;8;2016;17:30;25.0;6.92;14.9
Mon;29;8;2016;17:45;24.0;6.45;14.9
Mon;29;8;2016;18:00;22.0;4.56;14.93
Mon;29;8;2016;18:15;24.0;6.82;14.91
Mon;29;8;2016;18:30;24.0;6.7;14.88
Mon;29;8;2016;18:45;24.0;6.66;14.87
Mon;29;8;2016;19:00;23.0;6.56;14.87
Mon;29;8;2016;19:15;23.0;6.55;14.86
Mon;29;8;2016;19:30;23.0;6.43;14.87
Mon;29;8;2016;19:45;20.0;4.32;14.86
Mon;29;8;2016;20:00;22.0;5.27;14.92
Mon;29;8;2016;20:15;22.0;6.17;14.9
Mon;29;8;2016;20:30;23.0;6.14;14.9
Mon;29;8;2016;20:45;22.0;5.85;14.88
Mon;29;8;2016;21:00;20.0;3.62;14.9
Mon;29;8;2016;21:15;23.0;6.36;14.91
Mon;29;8;2016;21:30;21.0;4.91;14.91
Mon;29;8;2016;21:45;21.0;4.71;14.93
Mon;29;8;2016;22:00;22.0;6.12;14.89
Mon;29;8;2016;22:15;22.0;6.07;14.87
Mon;29;8;2016;22:30;23.0;6.06;14.86
Mon;29;8;2016;22:45;22.0;6.0;14.86
Mon;29;8;2016;23:00;19.0;3.22;14.89
Mon;29;8;2016;23:15;23.0;6.15;14.92
Mon;29;8;2016;23:30;22.0;6.05;14.89
Mon;29;8;2016;23:45;22.0;6.04;14.84
Tue;30;8;2016;00:00;20.0;3.79;14.86
Tue;30;8;2016;00:15;22.0;5.53;14.9
Tue;30;8;2016;00:30;22.0;6.07;14.89
Tue;30;8;2016;00:45;22.0;6.06;14.86
Tue;30;8;2016;01:00;21.0;4.6;14.83
Tue;30;8;2016;01:15;21.0;4.87;14.88
Tue;30;8;2016;01:30;22.0;6.19;14.87
Tue;30;8;2016;01:45;20.0;3.71;14.88
Tue;30;8;2016;02:00;22.0;6.03;14.87
Tue;30;8;2016;02:15;22.0;6.14;14.85
Tue;30;8;2016;02:30;19.0;3.48;14.86
Tue;30;8;2016;02:45;22.0;6.31;14.86
Tue;30;8;2016;03:00;22.0;6.06;14.85
Tue;30;8;2016;03:15;19.0;3.51;14.86
Tue;30;8;2016;03:30;22.0;6.14;14.85
Tue;30;8;2016;03:45;22.0;6.04;14.84
Tue;30;8;2016;04:00;22.0;6.04;14.83
Tue;30;8;2016;04:15;20.0;4.62;14.81
Tue;30;8;2016;04:30;21.0;4.82;14.84
Tue;30;8;2016;04:45;21.0;6.16;14.83
Tue;30;8;2016;05:00;20.0;3.89;14.83
Tue;30;8;2016;05:15;22.0;5.78;14.84
Tue;30;8;2016;05:30;21.0;6.11;14.84
Tue;30;8;2016;05:45;20.0;3.45;14.83
Tue;30;8;2016;06:00;21.0;5.92;14.84
Tue;30;8;2016;06:15;22.0;6.05;14.79
Tue;30;8;2016;06:30;22.0;6.05;14.79
Tue;30;8;2016;06:45;21.0;6.03;14.79
Tue;30;8;2016;07:00;20.0;3.72;14.8
Tue;30;8;2016;07:15;21.0;5.5;14.84
Tue;30;8;2016;07:30;22.0;6.04;14.83
Tue;30;8;2016;07:45;21.0;6.03;14.82
Tue;30;8;2016;08:00;20.0;3.36;14.85
Tue;30;8;2016;08:15;21.0;6.09;14.87
Tue;30;8;2016;08:30;21.0;5.38;14.85
Tue;30;8;2016;08:45;21.0;4.36;14.88
Tue;30;8;2016;09:00;23.0;6.37;14.87
Tue;30;8;2016;09:15;22.0;5.05;14.88
Tue;30;8;2016;09:30;22.0;4.75;14.9
Tue;30;8;2016;09:45;23.0;6.27;14.87
Tue;30;8;2016;10:00;24.0;6.21;14.86
Tue;30;8;2016;10:15;23.0;6.24;14.86
Tue;30;8;2016;10:30;23.0;6.24;14.86
Tue;30;8;2016;10:45;23.0;6.26;14.85
Tue;30;8;2016;11:00;23.0;6.31;14.85
Tue;30;8;2016;11:15;23.0;5.68;14.85
Tue;30;8;2016;11:30;21.0;4.2;14.9
Tue;30;8;2016;11:45;23.0;6.47;14.92
Tue;30;8;2016;12:00;24.0;6.41;14.9
Tue;30;8;2016;12:15;23.0;6.44;14.9
Tue;30;8;2016;12:30;24.0;6.48;14.89
Tue;30;8;2016;12:45;23.0;6.52;14.9
Tue;30;8;2016;13:00;21.0;4.11;14.9
Tue;30;8;2016;13:15;25.0;7.16;14.9
Tue;30;8;2016;13:30;24.0;7.01;14.89
Tue;30;8;2016;13:45;24.0;5.95;14.89
Tue;30;8;2016;14:00;25.4;6.7;15.03
Tue;30;8;2016;14:15;25.4;6.7;15.03
Tue;30;8;2016;14:30;25.4;6.7;15.03
Tue;30;8;2016;14:45;25.4;6.7;15.03
Tue;30;8;2016;15:00;25.4;6.7;15.03
Tue;30;8;2016;15:15;26.0;6.82;14.87
Tue;30;8;2016;15:30;25.0;6.78;14.89
Tue;30;8;2016;15:45;26.0;6.79;14.87
Tue;30;8;2016;16:00;26.0;6.75;14.87
Tue;30;8;2016;16:15;25.0;6.73;14.86
Tue;30;8;2016;16:30;25.0;6.72;14.86
Tue;30;8;2016;16:45;25.0;6.72;14.87
Tue;30;8;2016;17:00;26.0;6.72;14.86
Tue;30;8;2016;17:15;25.0;6.71;14.86
Tue;30;8;2016;17:30;26.0;6.7;14.86
Tue;30;8;2016;17:45;25.0;6.68;14.85
Tue;30;8;2016;18:00;25.0;6.7;14.87
Tue;30;8;2016;18:15;25.0;6.68;14.85
Tue;30;8;2016;18:30;24.0;6.65;14.86
Tue;30;8;2016;18:45;24.0;6.61;14.85
Tue;30;8;2016;19:00;21.0;5.77;14.85
Tue;30;8;2016;19:15;20.0;3.81;14.89
Tue;30;8;2016;19:30;22.0;6.24;14.91
Tue;30;8;2016;19:45;22.0;6.15;14.89
Tue;30;8;2016;20:00;22.0;6.12;14.85
Tue;30;8;2016;20:15;19.0;3.74;14.86
Tue;30;8;2016;20:30;22.0;5.87;14.91
Tue;30;8;2016;20:45;21.0;5.82;14.91
Tue;30;8;2016;21:00;20.0;3.86;14.92
Tue;30;8;2016;21:15;22.0;6.33;14.91
Tue;30;8;2016;21:30;21.0;5.4;14.9
Tue;30;8;2016;21:45;20.0;4.4;14.91
Tue;30;8;2016;22:00;22.0;6.28;14.92
Tue;30;8;2016;22:15;21.0;5.05;14.89
Tue;30;8;2016;22:30;21.0;4.74;14.92
Tue;30;8;2016;22:45;22.0;6.14;14.9
Tue;30;8;2016;23:00;21.0;6.09;14.89
Tue;30;8;2016;23:15;22.0;6.06;14.9
Tue;30;8;2016;23:30;21.0;5.14;14.86
Tue;30;8;2016;23:45;20.0;4.34;14.9
Wed;31;8;2016;00:00;22.0;6.24;14.89
Wed;31;8;2016;00:15;20.0;4.43;14.88
Wed;31;8;2016;00:30;21.0;5.36;14.91
Wed;31;8;2016;00:45;22.0;6.17;14.88
Wed;31;8;2016;01:00;20.0;3.98;14.87
Wed;31;8;2016;01:15;21.0;5.7;14.89
Wed;31;8;2016;01:30;22.0;6.07;14.86
Wed;31;8;2016;01:45;22.0;6.06;14.87
Wed;31;8;2016;02:00;22.0;6.04;14.82
Wed;31;8;2016;02:15;20.0;3.45;14.83
Wed;31;8;2016;02:30;21.0;6.04;14.86
Wed;31;8;2016;02:45;22.0;5.75;14.84
Wed;31;8;2016;03:00;19.0;3.86;14.87
Wed;31;8;2016;03:15;22.0;6.27;14.85
Wed;31;8;2016;03:30;21.0;5.22;14.84
Wed;31;8;2016;03:45;20.0;4.43;14.86
Wed;31;8;2016;04:00;22.0;6.08;14.85
Wed;31;8;2016;04:15;22.0;6.05;14.85
Wed;31;8;2016;04:30;22.0;6.03;14.82
Wed;31;8;2016;04:45;20.0;4.12;14.81
Wed;31;8;2016;05:00;21.0;5.36;14.85
Wed;31;8;2016;05:15;21.0;6.14;14.83
Wed;31;8;2016;05:30;20.0;3.54;14.86
Wed;31;8;2016;05:45;22.0;6.19;14.85
Wed;31;8;2016;06:00;21.0;6.02;14.83
Wed;31;8;2016;06:15;20.0;3.51;14.85
Wed;31;8;2016;06:30;21.0;6.14;14.85
Wed;31;8;2016;06:45;22.0;6.03;14.85
Wed;31;8;2016;07:00;22.0;6.03;14.83
Wed;31;8;2016;07:15;20.0;4.29;14.82
Wed;31;8;2016;07:30;21.0;5.22;14.86
Wed;31;8;2016;07:45;22.0;6.15;14.84
Wed;31;8;2016;08:00;19.0;3.68;14.87
Wed;31;8;2016;08:15;22.0;5.96;14.87
Wed;31;8;2016;08:30;22.0;6.17;14.86
Wed;31;8;2016;08:45;21.0;3.87;14.87
Wed;31;8;2016;09:00;23.0;5.98;15.01
Wed;31;8;2016;09:15;23.0;6.2;14.88
Wed;31;8;2016;09:30;24.0;6.17;14.88
Wed;31;8;2016;09:45;23.0;6.18;14.88
Wed;31;8;2016;10:00;22.0;4.56;14.89
Wed;31;8;2016;10:15;22.0;5.34;14.92
Wed;31;8;2016;10:30;24.0;6.37;14.91
Wed;31;8;2016;10:45;23.0;5.37;14.88
Wed;31;8;2016;11:00;23.0;5.09;14.92
Wed;31;8;2016;11:15;25.0;6.53;14.9
Wed;31;8;2016;11:30;23.0;6.38;14.9
Wed;31;8;2016;11:45;22.0;3.98;14.92
Wed;31;8;2016;12:00;23.0;6.11;14.91
Wed;31;8;2016;12:15;24.0;6.3;14.87
Wed;31;8;2016;12:30;23.0;6.28;14.86
Wed;31;8;2016;12:45;23.0;6.31;14.86
Wed;31;8;2016;13:00;23.0;6.34;14.86
Wed;31;8;2016;13:15;23.0;6.34;14.85
Wed;31;8;2016;13:30;24.0;6.39;14.84
Wed;31;8;2016;13:45;23.0;6.41;14.85
Wed;31;8;2016;14:00;23.0;6.41;14.85
Wed;31;8;2016;14:15;24.0;6.43;14.86
Wed;31;8;2016;14:30;23.0;6.57;14.86
Wed;31;8;2016;14:45;24.0;6.76;14.85
Wed;31;8;2016;15:00;23.0;6.75;14.84
Wed;31;8;2016;15:15;24.0;6.75;14.83
Wed;31;8;2016;15:30;22.0;5.69;14.85
Wed;31;8;2016;15:45;23.0;5.17;14.89
Wed;31;8;2016;16:00;23.0;6.86;14.89
Wed;31;8;2016;16:15;25.0;6.81;14.89
Wed;31;8;2016;16:30;24.0;6.78;14.89
