weekday;day;month;year;time;EA+ GERAL PTM (KWh);EA+ AVAC IT PTM (KWh);EA+ IT PTM (KWh)
Mon;12;9;2016;03:15;7.0;3.19;2.29
Mon;12;9;2016;03:30;7.0;3.08;2.28
Mon;12;9;2016;03:45;7.0;3.73;2.28
Mon;12;9;2016;04:00;7.0;3.39;2.29
Mon;12;9;2016;04:15;7.0;2.82;2.29
Mon;12;9;2016;04:30;7.0;3.23;2.28
Mon;12;9;2016;04:45;7.0;3.28;2.29
Mon;12;9;2016;05:00;7.0;3.58;2.28
Mon;12;9;2016;05:15;7.0;2.72;2.28
Mon;12;9;2016;05:30;7.0;3.19;2.29
Mon;12;9;2016;05:45;6.0;3.06;2.27
Mon;12;9;2016;06:00;8.0;3.67;2.29
Mon;12;9;2016;06:15;6.0;2.51;2.29
Mon;12;9;2016;06:30;7.0;3.27;2.28
Mon;12;9;2016;06:45;6.0;2.8;2.27
Mon;12;9;2016;07:00;7.0;3.13;2.28
Mon;12;9;2016;07:15;6.0;3.01;2.28
Mon;12;9;2016;07:30;7.0;2.58;2.28
Mon;12;9;2016;07:45;7.0;3.37;2.28
Mon;12;9;2016;08:00;6.0;2.84;2.28
Mon;12;9;2016;08:15;6.0;2.7;2.29
Mon;12;9;2016;08:30;7.0;3.38;2.29
Mon;12;9;2016;08:45;8.0;2.66;2.39
Mon;12;9;2016;09:00;8.0;3.17;2.47
Mon;12;9;2016;09:15;9.0;3.51;2.48
Mon;12;9;2016;09:30;10.0;3.71;2.33
Mon;12;9;2016;09:45;8.0;3.13;2.33
Mon;12;9;2016;10:00;8.0;3.03;2.32
Mon;12;9;2016;10:15;7.0;2.96;2.32
Mon;12;9;2016;10:30;8.0;3.42;2.32
Mon;12;9;2016;10:45;8.0;2.94;2.32
Mon;12;9;2016;11:00;9.0;3.52;2.48
Mon;12;9;2016;11:15;8.0;3.05;2.49
Mon;12;9;2016;11:30;10.0;3.4;2.44
Mon;12;9;2016;11:45;9.0;3.69;2.34
Mon;12;9;2016;12:00;9.0;3.77;2.33
Mon;12;9;2016;12:15;9.0;3.32;2.4
Mon;12;9;2016;12:30;8.0;2.88;2.49
Mon;12;9;2016;12:45;9.0;3.31;2.43
Mon;12;9;2016;13:00;9.0;4.12;2.68
Mon;12;9;2016;13:15;8.0;3.26;2.59
Mon;12;9;2016;13:30;8.0;3.59;2.46
Mon;12;9;2016;13:45;8.0;3.83;2.36
Mon;12;9;2016;14:00;8.0;4.04;2.36
Mon;12;9;2016;14:15;8.0;2.77;2.37
Mon;12;9;2016;14:30;9.0;3.8;2.37
Mon;12;9;2016;14:45;8.0;3.63;2.38
Mon;12;9;2016;15:00;11.0;4.47;2.54
Mon;12;9;2016;15:15;10.0;3.86;2.53
Mon;12;9;2016;15:30;11.0;3.86;2.5
Mon;12;9;2016;15:45;11.0;4.66;2.51
Mon;12;9;2016;16:00;9.0;4.26;2.53
Mon;12;9;2016;16:15;9.0;4.49;2.5
Mon;12;9;2016;16:30;9.0;4.17;2.37
Mon;12;9;2016;16:45;9.0;4.46;2.38
Mon;12;9;2016;17:00;9.0;4.26;2.39
Mon;12;9;2016;17:15;10.0;4.48;2.33
Mon;12;9;2016;17:30;10.0;4.42;2.33
Mon;12;9;2016;17:45;9.0;4.49;2.38
Mon;12;9;2016;18:00;10.0;4.54;2.36
Mon;12;9;2016;18:15;9.0;4.41;2.35
Mon;12;9;2016;18:30;9.0;4.28;2.33
Mon;12;9;2016;18:45;8.0;4.41;2.34
Mon;12;9;2016;19:00;8.0;4.47;2.34
Mon;12;9;2016;19:15;8.0;4.25;2.35
Mon;12;9;2016;19:30;8.0;4.48;2.33
Mon;12;9;2016;19:45;8.0;4.18;2.33
Mon;12;9;2016;20:00;7.0;3.83;2.34
Mon;12;9;2016;20:15;8.0;4.11;2.34
Mon;12;9;2016;20:30;7.0;4.23;2.34
Mon;12;9;2016;20:45;8.0;4.31;2.33
Mon;12;9;2016;21:00;8.0;4.12;2.34
Mon;12;9;2016;21:15;8.0;4.29;2.34
Mon;12;9;2016;21:30;8.0;4.21;2.33
Mon;12;9;2016;21:45;8.0;4.25;2.29
Mon;12;9;2016;22:00;8.0;4.32;2.28
Mon;12;9;2016;22:15;8.0;3.75;2.3
Mon;12;9;2016;22:30;7.0;3.85;2.28
Mon;12;9;2016;22:45;8.0;3.91;2.29
Mon;12;9;2016;23:00;8.0;4.18;2.29
Mon;12;9;2016;23:15;8.0;3.95;2.29
Mon;12;9;2016;23:30;7.0;4.03;2.29
Mon;12;9;2016;23:45;7.0;3.39;2.29
Tue;13;9;2016;00:00;8.0;4.08;2.28
Tue;13;9;2016;00:15;8.0;4.18;2.29
Tue;13;9;2016;00:30;7.0;3.28;2.29
Tue;13;9;2016;00:45;7.0;3.37;2.29
Tue;13;9;2016;01:00;8.0;3.9;2.3
Tue;13;9;2016;01:15;8.0;4.11;2.29
Tue;13;9;2016;01:30;7.0;3.62;2.28
Tue;13;9;2016;01:45;7.0;3.4;2.3
Tue;13;9;2016;02:00;7.0;3.17;2.28
Tue;13;9;2016;02:15;8.0;4.45;2.29
Tue;13;9;2016;02:30;8.0;3.37;2.28
Tue;13;9;2016;02:45;7.0;3.75;2.29
Tue;13;9;2016;03:00;7.0;3.67;2.28
Tue;13;9;2016;03:15;7.0;2.97;2.29
Tue;13;9;2016;03:30;8.0;3.92;2.29
Tue;13;9;2016;03:45;7.0;3.76;2.29
Tue;13;9;2016;04:00;8.0;3.76;2.28
Tue;13;9;2016;04:15;7.0;3.86;2.29
Tue;13;9;2016;04:30;7.0;2.95;2.29
Tue;13;9;2016;04:45;7.0;3.19;2.28
Tue;13;9;2016;05:00;7.0;3.67;2.29
Tue;13;9;2016;05:15;8.0;4.15;2.29
Tue;13;9;2016;05:30;7.0;3.0;2.29
Tue;13;9;2016;05:45;8.0;3.74;2.29
Tue;13;9;2016;06:00;6.0;2.95;2.28
Tue;13;9;2016;06:15;7.0;3.47;2.29
Tue;13;9;2016;06:30;8.0;3.74;2.29
Tue;13;9;2016;06:45;7.0;3.7;2.29
Tue;13;9;2016;07:00;7.0;3.23;2.29
Tue;13;9;2016;07:15;6.0;3.21;2.28
Tue;13;9;2016;07:30;7.0;3.0;2.3
Tue;13;9;2016;07:45;7.0;3.15;2.29
Tue;13;9;2016;08:00;5.0;1.63;2.29
Tue;13;9;2016;08:15;4.0;0.18;2.3
Tue;13;9;2016;08:30;4.0;0.18;2.3
Tue;13;9;2016;08:45;3.0;0.18;2.31
Tue;13;9;2016;09:00;7.0;2.76;2.31
Tue;13;9;2016;09:15;7.0;2.63;2.3
Tue;13;9;2016;09:30;4.0;0.17;2.31
Tue;13;9;2016;09:45;6.0;1.76;2.31
Tue;13;9;2016;10:00;8.0;3.61;2.36
Tue;13;9;2016;10:15;4.0;0.19;2.37
Tue;13;9;2016;10:30;5.0;0.96;2.43
Tue;13;9;2016;10:45;9.0;4.62;2.36
Tue;13;9;2016;11:00;5.0;0.18;2.35
Tue;13;9;2016;11:15;5.0;0.44;2.37
Tue;13;9;2016;11:30;9.0;5.22;2.36
Tue;13;9;2016;11:45;5.0;0.18;2.37
Tue;13;9;2016;12:00;5.0;1.13;2.36
Tue;13;9;2016;12:15;9.0;4.81;2.35
Tue;13;9;2016;12:30;4.0;0.18;2.36
Tue;13;9;2016;12:45;6.0;2.45;2.37
Tue;13;9;2016;13:00;8.0;3.75;2.49
Tue;13;9;2016;13:15;4.0;0.16;2.5
Tue;13;9;2016;13:30;8.0;4.76;2.45
Tue;13;9;2016;13:45;9.0;4.59;2.34
Tue;13;9;2016;14:00;7.0;3.45;2.35
Tue;13;9;2016;14:15;8.0;3.83;2.35
Tue;13;9;2016;14:30;8.0;3.61;2.36
Tue;13;9;2016;14:45;8.0;4.05;2.43
Tue;13;9;2016;15:00;8.0;3.95;2.36
Tue;13;9;2016;15:15;7.0;3.59;2.36
Tue;13;9;2016;15:30;8.0;3.34;2.38
Tue;13;9;2016;15:45;10.0;4.54;2.35
Tue;13;9;2016;16:00;10.0;4.34;2.32
Tue;13;9;2016;16:15;10.0;3.84;2.33
Tue;13;9;2016;16:30;9.0;3.93;2.36
Tue;13;9;2016;16:45;9.0;4.33;2.52
Tue;13;9;2016;17:00;10.0;4.64;2.54
Tue;13;9;2016;17:15;10.0;3.83;2.44
Tue;13;9;2016;17:30;9.0;3.9;2.38
Tue;13;9;2016;17:45;10.0;4.59;2.37
Tue;13;9;2016;18:00;8.0;4.34;2.4
Tue;13;9;2016;18:15;8.0;4.19;2.49
Tue;13;9;2016;18:30;8.0;4.2;2.49
Tue;13;9;2016;18:45;8.0;3.66;2.4
Tue;13;9;2016;19:00;7.0;4.16;2.33
Tue;13;9;2016;19:15;8.0;4.01;2.34
Tue;13;9;2016;19:30;7.0;3.84;2.34
Tue;13;9;2016;19:45;8.0;3.97;2.34
Tue;13;9;2016;20:00;8.0;4.12;2.34
Tue;13;9;2016;20:15;7.0;3.75;2.35
Tue;13;9;2016;20:30;7.0;3.69;2.34
Tue;13;9;2016;20:45;8.0;4.11;2.34
Tue;13;9;2016;21:00;7.0;3.54;2.34
Tue;13;9;2016;21:15;8.0;3.71;2.34
Tue;13;9;2016;21:30;8.0;4.13;2.34
Tue;13;9;2016;21:45;7.0;3.23;2.3
Tue;13;9;2016;22:00;7.0;3.73;2.29
Tue;13;9;2016;22:15;8.0;4.14;2.3
Tue;13;9;2016;22:30;7.0;3.18;2.29
Tue;13;9;2016;22:45;7.0;3.18;2.29
Tue;13;9;2016;23:00;8.0;3.92;2.29
Tue;13;9;2016;23:15;7.0;3.51;2.3
Tue;13;9;2016;23:30;7.0;3.31;2.29
Tue;13;9;2016;23:45;7.0;2.89;2.29
Wed;14;9;2016;00:00;7.0;4.0;2.3
Wed;14;9;2016;00:15;8.0;3.72;2.29
Wed;14;9;2016;00:30;7.0;3.05;2.3
Wed;14;9;2016;00:45;7.0;3.25;2.29
Wed;14;9;2016;01:00;7.0;3.17;2.29
Wed;14;9;2016;01:15;7.0;3.75;2.28
Wed;14;9;2016;01:30;7.0;2.89;2.3
Wed;14;9;2016;01:45;7.0;3.36;2.29
Wed;14;9;2016;02:00;6.0;2.6;2.29
Wed;14;9;2016;02:15;8.0;3.7;2.29
Wed;14;9;2016;02:30;6.0;2.91;2.29
Wed;14;9;2016;02:45;7.0;3.29;2.29
Wed;14;9;2016;03:00;6.8;2.96;2.29
Wed;14;9;2016;03:15;6.8;2.96;2.29
Wed;14;9;2016;03:30;6.8;2.96;2.29
Wed;14;9;2016;03:45;6.8;2.96;2.29
Wed;14;9;2016;04:00;6.8;2.96;2.29
Wed;14;9;2016;04:15;7.0;2.89;2.28
Wed;14;9;2016;04:30;6.0;2.94;2.29
Wed;14;9;2016;04:45;7.0;2.58;2.3
Wed;14;9;2016;05:00;7.0;3.11;2.28
Wed;14;9;2016;05:15;6.0;2.53;2.3
Wed;14;9;2016;05:30;7.0;2.93;2.28
Wed;14;9;2016;05:45;6.0;2.51;2.29
Wed;14;9;2016;06:00;7.0;3.31;2.28
Wed;14;9;2016;06:15;6.0;2.51;2.29
Wed;14;9;2016;06:30;6.0;2.48;2.29
Wed;14;9;2016;06:45;7.0;2.9;2.29
Wed;14;9;2016;07:00;6.0;2.48;2.29
Wed;14;9;2016;07:15;6.0;2.78;2.29
Wed;14;9;2016;07:30;7.0;2.84;2.29
Wed;14;9;2016;07:45;6.0;2.48;2.29
Wed;14;9;2016;08:00;6.0;2.51;2.28
Wed;14;9;2016;08:15;6.0;2.83;2.29
Wed;14;9;2016;08:30;6.0;2.47;2.29
Wed;14;9;2016;08:45;6.0;2.5;2.29
Wed;14;9;2016;09:00;7.0;2.95;2.32
Wed;14;9;2016;09:15;7.0;2.51;2.45
Wed;14;9;2016;09:30;6.0;2.5;2.55
Wed;14;9;2016;09:45;7.0;2.8;2.53
Wed;14;9;2016;10:00;7.0;2.44;2.42
Wed;14;9;2016;10:15;9.0;2.66;2.62
Wed;14;9;2016;10:30;9.0;2.93;2.52
Wed;14;9;2016;10:45;9.0;2.91;2.47
Wed;14;9;2016;11:00;9.0;2.93;2.38
Wed;14;9;2016;11:15;6.0;2.75;1.59
Wed;14;9;2016;11:30;10.0;3.07;2.91
Wed;14;9;2016;11:45;8.0;2.72;2.71
Wed;14;9;2016;12:00;10.0;3.5;2.63
Wed;14;9;2016;12:15;7.0;2.45;2.6
Wed;14;9;2016;12:30;7.0;3.04;2.57
Wed;14;9;2016;12:45;6.0;2.69;2.5
Wed;14;9;2016;13:00;8.2;3.14;2.5
Wed;14;9;2016;13:15;8.2;3.14;2.5
Wed;14;9;2016;13:30;8.2;3.14;2.5
Wed;14;9;2016;13:45;8.2;3.14;2.5
Wed;14;9;2016;14:00;8.2;3.14;2.5
Wed;14;9;2016;14:15;8.0;3.63;2.38
Wed;14;9;2016;14:30;7.0;2.87;2.37
Wed;14;9;2016;14:45;8.0;3.64;2.38
Wed;14;9;2016;15:00;6.0;2.88;2.37
Wed;14;9;2016;15:15;8.0;3.42;2.38
Wed;14;9;2016;15:30;7.0;3.63;2.36
Wed;14;9;2016;15:45;8.0;3.66;2.37
Wed;14;9;2016;16:00;7.2;3.43;2.37
Wed;14;9;2016;16:15;7.2;3.43;2.37
Wed;14;9;2016;16:30;7.2;3.43;2.37
Wed;14;9;2016;16:45;7.2;3.43;2.37
Wed;14;9;2016;17:00;7.2;3.43;2.37
Wed;14;9;2016;17:15;8.0;3.93;2.37
Wed;14;9;2016;17:30;7.5;3.58;2.37
Wed;14;9;2016;17:45;7.5;3.58;2.37
Wed;14;9;2016;18:00;7.0;3.43;2.35
Wed;14;9;2016;18:15;8.0;4.04;2.28
Wed;14;9;2016;18:30;7.0;3.65;2.27
Wed;14;9;2016;18:45;7.0;3.29;2.27
Wed;14;9;2016;19:00;7.0;3.6;2.27
Wed;14;9;2016;19:15;7.0;3.48;2.27
Wed;14;9;2016;19:30;7.0;3.59;2.27
Wed;14;9;2016;19:45;7.0;3.7;2.27
Wed;14;9;2016;20:00;7.0;3.21;2.27
Wed;14;9;2016;20:15;7.0;3.31;2.28
Wed;14;9;2016;20:30;7.0;3.43;2.26
Wed;14;9;2016;20:45;7.0;3.69;2.28
Wed;14;9;2016;21:00;7.0;3.17;2.27
Wed;14;9;2016;21:15;8.0;3.7;2.27
Wed;14;9;2016;21:30;6.0;3.21;2.27
Wed;14;9;2016;21:45;8.0;3.66;2.27
Wed;14;9;2016;22:00;7.0;3.46;2.27
Wed;14;9;2016;22:15;7.0;3.05;2.27
Wed;14;9;2016;22:30;7.0;3.41;2.27
Wed;14;9;2016;22:45;7.0;3.06;2.26
Wed;14;9;2016;23:00;7.0;3.12;2.27
Wed;14;9;2016;23:15;7.0;3.15;2.27
Wed;14;9;2016;23:30;7.0;3.48;2.27
Wed;14;9;2016;23:45;6.0;2.64;2.27
Thu;15;9;2016;00:00;5.0;1.56;2.27
Thu;15;9;2016;00:15;4.0;0.12;2.28
Thu;15;9;2016;00:30;4.0;0.15;2.28
Thu;15;9;2016;00:45;4.0;0.14;2.28
Thu;15;9;2016;01:00;6.0;1.9;2.29
Thu;15;9;2016;01:15;7.0;3.13;2.26
Thu;15;9;2016;01:30;4.0;0.14;2.27
Thu;15;9;2016;01:45;4.0;0.12;2.28
Thu;15;9;2016;02:00;4.0;0.11;2.29
Thu;15;9;2016;02:15;8.0;4.08;2.27
Thu;15;9;2016;02:30;4.0;0.87;2.28
Thu;15;9;2016;02:45;4.0;0.12;2.27
Thu;15;9;2016;03:00;4.0;0.13;2.28
Thu;15;9;2016;03:15;4.0;0.11;2.28
Thu;15;9;2016;03:30;4.0;0.12;2.28
Thu;15;9;2016;03:45;6.0;2.15;2.29
Thu;15;9;2016;04:00;7.0;2.8;2.27
Thu;15;9;2016;04:15;4.0;0.12;2.27
Thu;15;9;2016;04:30;4.0;0.14;2.28
Thu;15;9;2016;04:45;3.0;0.09;2.28
Thu;15;9;2016;05:00;4.0;0.11;2.28
Thu;15;9;2016;05:15;4.0;0.11;2.28
Thu;15;9;2016;05:30;4.0;0.08;2.29
Thu;15;9;2016;05:45;4.0;0.11;2.27
Thu;15;9;2016;06:00;4.0;0.11;2.28
Thu;15;9;2016;06:15;3.67;0.09;2.28
Thu;15;9;2016;06:30;3.67;0.09;2.28
Thu;15;9;2016;06:45;3.67;0.09;2.28
Thu;15;9;2016;07:00;4.0;0.14;2.28
Thu;15;9;2016;07:15;4.0;0.08;2.29
Thu;15;9;2016;07:30;4.0;0.08;2.29
Thu;15;9;2016;07:45;3.0;0.11;2.27
Thu;15;9;2016;08:00;4.0;0.11;2.29
Thu;15;9;2016;08:15;4.0;0.11;2.29
Thu;15;9;2016;08:30;4.0;0.08;2.29
Thu;15;9;2016;08:45;3.0;0.08;2.29
Thu;15;9;2016;09:00;4.0;0.08;2.29
Thu;15;9;2016;09:15;4.0;0.08;2.4
Thu;15;9;2016;09:30;4.0;0.08;2.45
Thu;15;9;2016;09:45;5.0;0.08;2.46
Thu;15;9;2016;10:00;5.0;0.08;2.45
Thu;15;9;2016;10:15;5.0;0.08;2.47
Thu;15;9;2016;10:30;5.0;0.08;2.45
Thu;15;9;2016;10:45;5.0;1.11;2.31
Thu;15;9;2016;11:00;9.0;4.49;2.31
Thu;15;9;2016;11:15;5.0;0.11;2.4
Thu;15;9;2016;11:30;6.0;0.08;2.53
Thu;15;9;2016;11:45;7.0;2.28;2.54
Thu;15;9;2016;12:00;8.0;3.01;2.43
Thu;15;9;2016;12:15;6.0;0.11;2.36
Thu;15;9;2016;12:30;8.0;2.75;2.36
Thu;15;9;2016;12:45;8.0;3.37;2.34
Thu;15;9;2016;13:00;6.0;0.08;2.35
Thu;15;9;2016;13:15;9.0;4.6;2.36
Thu;15;9;2016;13:30;8.0;4.28;2.33
Thu;15;9;2016;13:45;8.0;3.62;2.34
Thu;15;9;2016;14:00;8.0;3.88;2.34
Thu;15;9;2016;14:15;8.0;3.49;2.34
Thu;15;9;2016;14:30;8.0;3.95;2.34
Thu;15;9;2016;14:45;8.0;3.38;2.21
Thu;15;9;2016;15:00;0.0;0.05;0.02
Thu;15;9;2016;15:15;0.0;0.05;0.02
Thu;15;9;2016;15:30;0.0;0.04;0.02
Thu;15;9;2016;15:45;0.0;0.05;0.02
Thu;15;9;2016;16:00;0.0;0.04;0.02
Thu;15;9;2016;16:15;0.0;0.05;0.02
Thu;15;9;2016;16:30;61.0;26.69;16.73
Thu;15;9;2016;16:45;9.0;4.07;2.48
Thu;15;9;2016;17:00;10.0;3.76;2.45
Thu;15;9;2016;17:15;10.0;4.16;2.5
Thu;15;9;2016;17:30;9.0;3.87;2.49
Thu;15;9;2016;17:45;8.0;4.05;2.33
Thu;15;9;2016;18:00;8.0;4.34;2.33
Thu;15;9;2016;18:15;7.0;3.34;2.32
Thu;15;9;2016;18:30;8.0;4.2;2.37
Thu;15;9;2016;18:45;8.0;3.97;2.46
Thu;15;9;2016;19:00;7.0;3.43;2.42
Thu;15;9;2016;19:15;8.0;4.2;2.33
Thu;15;9;2016;19:30;7.0;3.53;2.28
Thu;15;9;2016;19:45;8.0;3.77;2.27
Thu;15;9;2016;20:00;7.0;3.63;2.26
Thu;15;9;2016;20:15;7.0;3.82;2.27
Thu;15;9;2016;20:30;8.0;3.75;2.27
Thu;15;9;2016;20:45;7.0;3.83;2.26
Thu;15;9;2016;21:00;7.0;3.32;2.27
Thu;15;9;2016;21:15;8.0;3.66;2.28
Thu;15;9;2016;21:30;7.0;3.44;2.26
Thu;15;9;2016;21:45;8.0;4.14;2.27
Thu;15;9;2016;22:00;7.0;4.04;2.27
Thu;15;9;2016;22:15;7.0;3.08;2.27
Thu;15;9;2016;22:30;8.0;3.6;2.27
Thu;15;9;2016;22:45;7.0;3.41;2.27
Thu;15;9;2016;23:00;7.0;3.32;2.27
Thu;15;9;2016;23:15;7.0;3.74;2.27
Thu;15;9;2016;23:30;7.0;3.41;2.27
Thu;15;9;2016;23:45;8.0;3.45;2.26
Fri;16;9;2016;00:00;7.0;3.41;2.27
Fri;16;9;2016;00:15;7.0;3.73;2.26
Fri;16;9;2016;00:30;7.0;2.98;2.27
Fri;16;9;2016;00:45;7.0;3.09;2.27
Fri;16;9;2016;01:00;7.0;3.8;2.27
Fri;16;9;2016;01:15;7.0;2.84;2.27
Fri;16;9;2016;01:30;7.0;3.39;2.26
Fri;16;9;2016;01:45;7.0;3.59;2.27
Fri;16;9;2016;02:00;7.0;3.3;2.27
Fri;16;9;2016;02:15;7.0;2.93;2.26
Fri;16;9;2016;02:30;7.0;2.86;2.26
Fri;16;9;2016;02:45;7.0;3.67;2.27
Fri;16;9;2016;03:00;7.0;2.75;2.27
Fri;16;9;2016;03:15;6.0;2.98;2.26
Fri;16;9;2016;03:30;8.0;3.62;2.26
Fri;16;9;2016;03:45;6.0;2.86;2.26
Fri;16;9;2016;04:00;7.0;3.07;2.26
Fri;16;9;2016;04:15;7.0;3.26;2.27
Fri;16;9;2016;04:30;7.0;2.69;2.26
Fri;16;9;2016;04:45;7.0;3.16;2.26
Fri;16;9;2016;05:00;6.0;3.08;2.27
Fri;16;9;2016;05:15;7.0;2.77;2.26
Fri;16;9;2016;05:30;7.0;2.94;2.26
Fri;16;9;2016;05:45;7.0;3.12;2.27
Fri;16;9;2016;06:00;6.0;2.72;2.26
Fri;16;9;2016;06:15;6.0;2.79;2.26
Fri;16;9;2016;06:30;7.0;3.02;2.26
Fri;16;9;2016;06:45;6.0;2.74;2.27
Fri;16;9;2016;07:00;6.0;2.53;2.26
Fri;16;9;2016;07:15;7.0;3.0;2.27
Fri;16;9;2016;07:30;6.0;2.48;2.27
Fri;16;9;2016;07:45;7.0;3.13;2.27
Fri;16;9;2016;08:00;6.0;2.8;2.27
Fri;16;9;2016;08:15;6.0;2.51;2.27
Fri;16;9;2016;08:30;7.0;2.74;2.26
Fri;16;9;2016;08:45;6.0;2.73;2.27
Fri;16;9;2016;09:00;6.0;2.48;2.29
Fri;16;9;2016;09:15;9.0;3.25;2.45
Fri;16;9;2016;09:30;7.0;2.64;2.43
Fri;16;9;2016;09:45;7.0;2.71;2.4
Fri;16;9;2016;10:00;7.0;2.71;2.53
Fri;16;9;2016;10:15;8.0;3.01;2.6
Fri;16;9;2016;10:30;8.0;2.84;2.57
Fri;16;9;2016;10:45;7.0;2.9;2.37
Fri;16;9;2016;11:00;7.0;2.41;2.3
Fri;16;9;2016;11:15;8.0;3.55;2.31
Fri;16;9;2016;11:30;7.0;2.51;2.32
Fri;16;9;2016;11:45;7.0;2.91;2.3
Fri;16;9;2016;12:00;6.0;2.79;2.31
Fri;16;9;2016;12:15;8.0;3.49;2.32
Fri;16;9;2016;12:30;6.0;2.46;2.3
Fri;16;9;2016;12:45;7.0;3.2;2.38
Fri;16;9;2016;13:00;7.0;3.08;2.51
Fri;16;9;2016;13:15;7.0;3.57;2.43
Fri;16;9;2016;13:30;7.0;2.79;2.35
Fri;16;9;2016;13:45;7.0;3.17;2.36
Fri;16;9;2016;14:00;7.0;3.7;2.36
Fri;16;9;2016;14:15;8.0;2.99;2.36
Fri;16;9;2016;14:30;8.0;3.44;2.36
Fri;16;9;2016;14:45;8.0;3.44;2.36
Fri;16;9;2016;15:00;7.0;3.27;2.35
Fri;16;9;2016;15:15;8.0;3.55;2.35
Fri;16;9;2016;15:30;8.0;3.87;2.35
Fri;16;9;2016;15:45;7.0;3.86;2.37
Fri;16;9;2016;16:00;8.0;3.7;2.36
Fri;16;9;2016;16:15;8.0;3.76;2.37
Fri;16;9;2016;16:30;8.0;3.5;2.37
Fri;16;9;2016;16:45;8.0;4.18;2.33
Fri;16;9;2016;17:00;8.0;3.6;2.5
Fri;16;9;2016;17:15;8.0;4.24;2.5
Fri;16;9;2016;17:30;8.0;4.28;2.49
Fri;16;9;2016;17:45;8.0;3.59;2.35
Fri;16;9;2016;18:00;8.0;4.57;2.39
Fri;16;9;2016;18:15;8.0;4.33;2.48
Fri;16;9;2016;18:30;8.0;3.81;2.48
Fri;16;9;2016;18:45;8.0;3.91;2.39
Fri;16;9;2016;19:00;7.0;4.25;2.33
Fri;16;9;2016;19:15;8.0;3.83;2.34
Fri;16;9;2016;19:30;7.0;3.73;2.34
Fri;16;9;2016;19:45;8.0;4.29;2.33
Fri;16;9;2016;20:00;8.0;4.05;2.34
Fri;16;9;2016;20:15;7.0;4.12;2.33
Fri;16;9;2016;20:30;8.0;3.58;2.33
Fri;16;9;2016;20:45;7.0;4.24;2.33
Fri;16;9;2016;21:00;8.0;3.96;2.3
Fri;16;9;2016;21:15;8.0;3.67;2.28
Fri;16;9;2016;21:30;7.0;3.78;2.29
Fri;16;9;2016;21:45;8.0;4.14;2.28
Fri;16;9;2016;22:00;8.0;3.96;2.28
Fri;16;9;2016;22:15;7.0;3.59;2.28
Fri;16;9;2016;22:30;7.0;3.35;2.28
Fri;16;9;2016;22:45;8.0;4.08;2.28
Fri;16;9;2016;23:00;7.0;3.45;2.29
Fri;16;9;2016;23:15;7.0;3.6;2.28
Fri;16;9;2016;23:30;8.0;3.79;2.28
Fri;16;9;2016;23:45;7.0;2.97;2.28
Sat;17;9;2016;00:00;5.0;1.71;2.28
Sat;17;9;2016;00:15;8.0;3.5;2.29
Sat;17;9;2016;00:30;7.0;3.64;2.28
Sat;17;9;2016;00:45;7.0;3.62;2.28
Sat;17;9;2016;01:00;8.0;3.71;2.29
Sat;17;9;2016;01:15;4.0;0.25;2.29
Sat;17;9;2016;01:30;7.0;3.76;2.29
Sat;17;9;2016;01:45;7.0;3.31;2.28
Sat;17;9;2016;02:00;5.0;1.05;2.28
Sat;17;9;2016;02:15;6.0;2.1;2.29
Sat;17;9;2016;02:30;8.0;4.21;2.28
Sat;17;9;2016;02:45;4.0;0.24;2.28
Sat;17;9;2016;03:00;7.0;2.64;2.29
Sat;17;9;2016;03:15;6.0;3.04;2.28
Sat;17;9;2016;03:30;4.0;0.15;2.29
Sat;17;9;2016;03:45;7.0;3.19;2.29
Sat;17;9;2016;04:00;7.0;2.43;2.28
Sat;17;9;2016;04:15;4.0;0.15;2.29
Sat;17;9;2016;04:30;6.0;2.83;2.29
Sat;17;9;2016;04:45;6.0;2.46;2.28
Sat;17;9;2016;05:00;4.0;0.08;2.3
Sat;17;9;2016;05:15;6.0;1.65;2.29
Sat;17;9;2016;05:30;7.0;3.62;2.28
Sat;17;9;2016;05:45;4.0;0.12;2.28
Sat;17;9;2016;06:00;4.0;0.12;2.3
Sat;17;9;2016;06:15;8.0;3.87;2.29
Sat;17;9;2016;06:30;4.0;1.2;2.28
Sat;17;9;2016;06:45;4.0;0.08;2.29
Sat;17;9;2016;07:00;4.0;0.12;2.3
Sat;17;9;2016;07:15;7.0;3.64;2.29
Sat;17;9;2016;07:30;5.0;1.34;2.28
Sat;17;9;2016;07:45;4.0;0.12;2.29
Sat;17;9;2016;08:00;4.0;0.08;2.29
Sat;17;9;2016;08:15;4.0;0.73;2.3
Sat;17;9;2016;08:30;8.0;4.26;2.29
Sat;17;9;2016;08:45;4.0;0.11;2.29
Sat;17;9;2016;09:00;3.0;0.09;2.29
Sat;17;9;2016;09:15;4.0;0.11;2.3
Sat;17;9;2016;09:30;8.0;4.0;2.3
Sat;17;9;2016;09:45;4.0;1.18;2.28
Sat;17;9;2016;10:00;4.0;0.14;2.29
Sat;17;9;2016;10:15;4.0;0.17;2.29
Sat;17;9;2016;10:30;8.0;4.59;2.29
Sat;17;9;2016;10:45;5.0;0.89;2.28
Sat;17;9;2016;11:00;4.0;0.16;2.3
Sat;17;9;2016;11:15;6.0;3.09;2.29
Sat;17;9;2016;11:30;6.0;2.59;2.29
Sat;17;9;2016;11:45;4.0;0.19;2.3
Sat;17;9;2016;12:00;7.0;3.63;2.3
