weekday;day;month;year;time;EA+ Geral ALF2A7+A8 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ IT ALF2A7+A8 (KWh)
Sun;4;9;2016;18:30;141.76;55.41;73.51
Sun;4;9;2016;18:45;131.18;45.83;73.61
Sun;4;9;2016;19:00;134.25;49.51;73.69
Sun;4;9;2016;19:15;134.26;49.51;73.58
Sun;4;9;2016;19:30;133.35;48.92;73.41
Sun;4;9;2016;19:45;132.79;47.33;73.63
Sun;4;9;2016;20:00;135.2;49.25;73.74
Sun;4;9;2016;20:15;134.32;48.49;73.37
Sun;4;9;2016;20:30;132.96;47.58;73.57
Sun;4;9;2016;20:45;134.06;48.94;73.5
Sun;4;9;2016;21:00;132.88;47.74;73.67
Sun;4;9;2016;21:15;133.69;48.4;73.47
Sun;4;9;2016;21:30;133.13;47.43;73.6
Sun;4;9;2016;21:45;134.6;49.23;73.55
Sun;4;9;2016;22:00;133.3;47.6;73.4
Sun;4;9;2016;22:15;133.49;48.08;74.15
Sun;4;9;2016;22:30;133.88;48.49;73.4
Sun;4;9;2016;22:45;134.4;48.25;73.42
Sun;4;9;2016;23:00;133.06;47.24;73.76
Sun;4;9;2016;23:15;134.01;48.59;73.38
Sun;4;9;2016;23:30;132.86;48.16;73.46
Sun;4;9;2016;23:45;132.26;47.29;73.51
Mon;5;9;2016;00:00;132.72;46.79;73.97
Mon;5;9;2016;00:15;134.73;48.24;73.52
Mon;5;9;2016;00:30;133.25;46.88;73.31
Mon;5;9;2016;00:45;132.54;46.43;73.34
Mon;5;9;2016;01:00;133.14;47.54;73.42
Mon;5;9;2016;01:15;132.31;47.52;73.63
Mon;5;9;2016;01:30;131.6;46.8;73.37
Mon;5;9;2016;01:45;127.18;41.64;73.15
Mon;5;9;2016;02:00;128.7;42.41;73.49
Mon;5;9;2016;02:15;130.04;43.91;73.11
Mon;5;9;2016;02:30;130.69;45.22;73.46
Mon;5;9;2016;02:45;132.24;46.96;73.15
Mon;5;9;2016;03:00;131.61;46.07;73.31
Mon;5;9;2016;03:15;128.04;42.03;73.37
Mon;5;9;2016;03:30;128.09;42.07;73.43
Mon;5;9;2016;03:45;130.86;44.86;73.36
Mon;5;9;2016;04:00;129.79;44.71;73.29
Mon;5;9;2016;04:15;129.88;45.38;73.5
Mon;5;9;2016;04:30;126.56;41.57;73.39
Mon;5;9;2016;04:45;127.87;42.22;73.13
Mon;5;9;2016;05:00;131.38;45.46;73.54
Mon;5;9;2016;05:15;132.05;46.62;73.13
Mon;5;9;2016;05:30;130.19;45.34;73.26
Mon;5;9;2016;05:45;126.91;42.1;73.27
Mon;5;9;2016;06:00;127.76;41.93;73.46
Mon;5;9;2016;06:15;129.35;43.69;72.94
Mon;5;9;2016;06:30;132.81;46.92;73.09
Mon;5;9;2016;06:45;130.12;45.05;73.15
Mon;5;9;2016;07:00;130.87;46.07;73.3
Mon;5;9;2016;07:15;126.3;41.82;73.42
Mon;5;9;2016;07:30;125.87;40.48;73.17
Mon;5;9;2016;07:45;129.39;44.42;73.35
Mon;5;9;2016;08:00;132.0;46.23;73.69
Mon;5;9;2016;08:15;132.78;47.52;73.13
Mon;5;9;2016;08:30;131.56;46.0;73.37
Mon;5;9;2016;08:45;132.66;47.18;73.35
Mon;5;9;2016;09:00;134.5;48.3;73.65
Mon;5;9;2016;09:15;133.55;47.13;73.36
Mon;5;9;2016;09:30;134.51;48.03;73.93
Mon;5;9;2016;09:45;135.4;49.18;73.3
Mon;5;9;2016;10:00;135.8;49.23;74.14
Mon;5;9;2016;10:15;135.32;48.22;73.76
Mon;5;9;2016;10:30;137.66;50.11;74.19
Mon;5;9;2016;10:45;139.34;50.89;74.0
Mon;5;9;2016;11:00;138.6;50.21;74.0
Mon;5;9;2016;11:15;138.69;51.06;74.11
Mon;5;9;2016;11:30;137.56;50.49;73.9
Mon;5;9;2016;11:45;139.01;51.69;74.24
Mon;5;9;2016;12:00;146.36;59.07;74.08
Mon;5;9;2016;12:15;147.26;59.62;73.97
Mon;5;9;2016;12:30;145.56;57.68;74.18
Mon;5;9;2016;12:45;147.73;59.65;73.85
Mon;5;9;2016;13:00;148.37;60.14;74.07
Mon;5;9;2016;13:15;147.74;60.22;74.09
Mon;5;9;2016;13:30;145.06;58.35;73.85
Mon;5;9;2016;13:45;147.9;61.03;74.29
Mon;5;9;2016;14:00;147.82;60.81;73.9
Mon;5;9;2016;14:15;148.03;61.2;74.14
Mon;5;9;2016;14:30;148.16;60.65;74.08
Mon;5;9;2016;14:45;148.91;61.24;74.03
Mon;5;9;2016;15:00;147.79;59.7;74.18
Mon;5;9;2016;15:15;142.79;54.91;74.05
Mon;5;9;2016;15:30;141.76;53.22;74.46
Mon;5;9;2016;15:45;142.01;53.74;73.69
Mon;5;9;2016;16:00;148.64;60.34;74.21
Mon;5;9;2016;16:15;148.33;60.92;74.36
Mon;5;9;2016;16:30;146.61;59.16;74.32
Mon;5;9;2016;16:45;147.05;59.61;74.17
Mon;5;9;2016;17:00;147.77;60.18;74.14
Mon;5;9;2016;17:15;148.59;60.33;74.27
Mon;5;9;2016;17:30;148.01;59.45;73.93
Mon;5;9;2016;17:45;145.64;57.13;74.38
Mon;5;9;2016;18:00;141.48;52.42;74.05
Mon;5;9;2016;18:15;138.96;50.9;74.43
Mon;5;9;2016;18:30;137.96;50.99;73.88
Mon;5;9;2016;18:45;136.01;49.89;74.09
Mon;5;9;2016;19:00;136.21;50.16;73.9
Mon;5;9;2016;19:15;137.52;50.76;74.06
Mon;5;9;2016;19:30;138.58;52.02;73.78
Mon;5;9;2016;19:45;141.86;54.99;74.24
Mon;5;9;2016;20:00;144.0;56.85;73.94
Mon;5;9;2016;20:15;136.77;50.09;73.77
Mon;5;9;2016;20:30;134.02;48.35;73.94
Mon;5;9;2016;20:45;134.2;48.99;73.53
Mon;5;9;2016;21:00;133.84;48.67;74.04
Mon;5;9;2016;21:15;134.94;49.21;73.67
Mon;5;9;2016;21:30;134.53;47.88;73.69
Mon;5;9;2016;21:45;136.9;50.15;73.66
Mon;5;9;2016;22:00;134.67;48.7;74.03
Mon;5;9;2016;22:15;134.12;48.26;73.9
Mon;5;9;2016;22:30;134.46;49.09;73.96
Mon;5;9;2016;22:45;133.78;48.56;73.92
Mon;5;9;2016;23:00;134.02;48.06;73.84
Mon;5;9;2016;23:15;134.48;47.94;73.55
Mon;5;9;2016;23:30;135.26;49.42;73.89
Mon;5;9;2016;23:45;132.72;47.14;73.71
Tue;6;9;2016;00:00;134.23;48.32;73.76
Tue;6;9;2016;00:15;135.0;49.02;73.49
Tue;6;9;2016;00:30;134.07;47.93;73.87
Tue;6;9;2016;00:45;134.07;48.04;73.7
Tue;6;9;2016;01:00;132.98;47.37;73.54
Tue;6;9;2016;01:15;134.33;48.6;73.41
Tue;6;9;2016;01:30;133.68;48.15;73.75
Tue;6;9;2016;01:45;132.7;46.94;73.37
Tue;6;9;2016;02:00;134.71;48.23;73.38
Tue;6;9;2016;02:15;134.18;48.1;73.69
Tue;6;9;2016;02:30;131.63;46.1;73.31
Tue;6;9;2016;02:45;132.56;47.58;73.19
Tue;6;9;2016;03:00;132.89;47.46;73.51
Tue;6;9;2016;03:15;130.17;44.63;73.61
Tue;6;9;2016;03:30;132.2;46.02;73.49
Tue;6;9;2016;03:45;129.48;43.56;73.28
Tue;6;9;2016;04:00;126.81;41.58;73.45
Tue;6;9;2016;04:15;129.76;45.04;73.51
Tue;6;9;2016;04:30;130.97;46.17;73.22
Tue;6;9;2016;04:45;132.07;46.27;73.48
Tue;6;9;2016;05:00;132.17;45.93;73.43
Tue;6;9;2016;05:15;128.3;42.5;73.25
Tue;6;9;2016;05:30;127.31;41.83;73.32
Tue;6;9;2016;05:45;131.51;46.33;73.51
Tue;6;9;2016;06:00;131.76;47.02;73.28
Tue;6;9;2016;06:15;128.96;43.91;73.41
Tue;6;9;2016;06:30;130.91;45.44;73.36
Tue;6;9;2016;06:45;126.78;40.9;73.34
Tue;6;9;2016;07:00;128.0;42.62;73.42
Tue;6;9;2016;07:15;132.31;47.34;73.59
Tue;6;9;2016;07:30;132.0;47.03;73.3
Tue;6;9;2016;07:45;131.97;45.9;73.49
Tue;6;9;2016;08:00;133.55;47.45;73.55
Tue;6;9;2016;08:15;130.04;44.24;73.48
Tue;6;9;2016;08:30;127.77;42.6;73.69
Tue;6;9;2016;08:45;133.49;47.44;73.16
Tue;6;9;2016;09:00;132.22;46.16;73.82
Tue;6;9;2016;09:15;126.63;39.53;73.66
Tue;6;9;2016;09:30;135.25;47.49;73.6
Tue;6;9;2016;09:45;136.56;49.12;74.04
Tue;6;9;2016;10:00;135.24;48.53;73.9
Tue;6;9;2016;10:15;135.74;48.42;74.22
Tue;6;9;2016;10:30;135.07;47.56;73.82
Tue;6;9;2016;10:45;135.28;46.99;73.83
Tue;6;9;2016;11:00;136.65;47.5;74.17
Tue;6;9;2016;11:15;137.81;48.71;74.02
Tue;6;9;2016;11:30;136.74;48.17;74.03
Tue;6;9;2016;11:45;136.19;48.74;74.01
Tue;6;9;2016;12:00;130.89;43.39;73.89
Tue;6;9;2016;12:15;141.02;53.33;74.12
Tue;6;9;2016;12:30;143.42;56.03;74.17
Tue;6;9;2016;12:45;144.52;56.26;74.1
Tue;6;9;2016;13:00;145.96;56.95;73.98
Tue;6;9;2016;13:15;144.17;56.34;74.21
Tue;6;9;2016;13:30;142.52;55.58;73.78
Tue;6;9;2016;13:45;138.13;50.99;74.04
Tue;6;9;2016;14:00;137.19;49.41;74.02
Tue;6;9;2016;14:15;137.38;49.55;74.02
Tue;6;9;2016;14:30;137.87;49.62;73.91
Tue;6;9;2016;14:45;138.75;49.33;74.09
Tue;6;9;2016;15:00;145.38;55.9;74.17
Tue;6;9;2016;15:15;146.22;57.96;74.3
Tue;6;9;2016;15:30;144.81;56.91;74.05
Tue;6;9;2016;15:45;146.05;57.77;74.2
Tue;6;9;2016;16:00;144.53;56.97;74.14
Tue;6;9;2016;16:15;137.54;50.08;74.24
Tue;6;9;2016;16:30;137.58;50.48;74.13
Tue;6;9;2016;16:45;138.41;50.74;74.1
Tue;6;9;2016;17:00;137.7;48.68;74.26
Tue;6;9;2016;17:15;142.58;53.67;73.94
Tue;6;9;2016;17:30;144.96;56.64;74.14
Tue;6;9;2016;17:45;143.16;56.02;74.3
Tue;6;9;2016;18:00;139.12;52.61;74.09
Tue;6;9;2016;18:15;136.6;50.13;74.13
Tue;6;9;2016;18:30;135.89;49.41;73.95
Tue;6;9;2016;18:45;135.32;48.2;74.21
Tue;6;9;2016;19:00;133.55;46.53;73.91
Tue;6;9;2016;19:15;134.3;47.12;74.1
Tue;6;9;2016;19:30;132.81;46.54;73.8
Tue;6;9;2016;19:45;132.35;46.99;73.72
Tue;6;9;2016;20:00;133.66;48.79;74.01
Tue;6;9;2016;20:15;132.95;47.39;73.46
Tue;6;9;2016;20:30;134.22;47.56;74.06
Tue;6;9;2016;20:45;135.19;48.47;73.71
Tue;6;9;2016;21:00;134.14;47.64;73.56
Tue;6;9;2016;21:15;132.2;46.54;74.04
Tue;6;9;2016;21:30;131.99;46.12;73.67
Tue;6;9;2016;21:45;133.15;47.35;73.65
Tue;6;9;2016;22:00;132.94;46.46;74.18
Tue;6;9;2016;22:15;133.15;46.7;73.94
Tue;6;9;2016;22:30;132.34;46.26;73.91
Tue;6;9;2016;22:45;130.79;45.09;73.64
Tue;6;9;2016;23:00;121.77;35.85;74.07
Tue;6;9;2016;23:15;133.3;46.74;73.83
Tue;6;9;2016;23:30;133.92;47.33;73.69
Tue;6;9;2016;23:45;130.6;44.95;73.54
Wed;7;9;2016;00:00;126.97;41.67;74.08
Wed;7;9;2016;00:15;127.87;42.19;73.72
Wed;7;9;2016;00:30;131.68;45.6;73.8
Wed;7;9;2016;00:45;132.69;45.99;74.03
Wed;7;9;2016;01:00;132.2;45.49;73.43
Wed;7;9;2016;01:15;132.56;46.09;73.62
Wed;7;9;2016;01:30;127.97;42.18;73.68
Wed;7;9;2016;01:45;125.14;40.22;73.8
Wed;7;9;2016;02:00;128.46;43.01;73.69
Wed;7;9;2016;02:15;131.41;44.97;73.47
Wed;7;9;2016;02:30;132.18;45.75;73.51
Wed;7;9;2016;02:45;127.61;41.71;73.52
Wed;7;9;2016;03:00;124.57;39.28;73.63
Wed;7;9;2016;03:15;124.72;39.4;73.71
Wed;7;9;2016;03:30;130.82;44.63;73.61
Wed;7;9;2016;03:45;126.63;40.49;73.47
Wed;7;9;2016;04:00;128.32;42.19;73.86
Wed;7;9;2016;04:15;127.34;41.15;73.52
Wed;7;9;2016;04:30;128.05;42.75;73.41
Wed;7;9;2016;04:45;124.41;39.31;73.6
Wed;7;9;2016;05:00;125.96;40.27;73.59
Wed;7;9;2016;05:15;125.32;39.27;73.42
Wed;7;9;2016;05:30;130.69;44.74;73.39
Wed;7;9;2016;05:45;128.85;43.23;73.52
Wed;7;9;2016;06:00;127.35;42.74;73.38
Wed;7;9;2016;06:15;124.77;40.49;73.31
Wed;7;9;2016;06:30;125.2;39.83;73.6
Wed;7;9;2016;06:45;126.53;40.89;73.46
Wed;7;9;2016;07:00;127.05;41.22;73.24
Wed;7;9;2016;07:15;123.55;38.04;73.47
Wed;7;9;2016;07:30;129.04;43.27;73.31
Wed;7;9;2016;07:45;127.63;42.73;73.41
Wed;7;9;2016;08:00;125.9;40.41;73.54
Wed;7;9;2016;08:15;126.11;39.82;73.56
Wed;7;9;2016;08:30;128.69;42.18;73.33
Wed;7;9;2016;08:45;125.84;39.58;73.63
Wed;7;9;2016;09:00;125.2;38.42;73.73
Wed;7;9;2016;09:15;130.52;43.57;73.67
Wed;7;9;2016;09:30;131.65;44.49;73.79
Wed;7;9;2016;09:45;130.52;43.38;73.75
Wed;7;9;2016;10:00;130.29;42.07;73.91
Wed;7;9;2016;10:15;127.36;39.15;73.87
Wed;7;9;2016;10:30;131.98;43.57;73.97
Wed;7;9;2016;10:45;134.32;45.71;73.95
Wed;7;9;2016;11:00;131.69;43.26;73.89
Wed;7;9;2016;11:15;129.48;41.7;74.04
Wed;7;9;2016;11:30;132.95;44.99;74.05
Wed;7;9;2016;11:45;132.6;45.11;74.17
Wed;7;9;2016;12:00;134.69;46.64;74.14
Wed;7;9;2016;12:15;134.65;46.45;74.1
Wed;7;9;2016;12:30;133.16;45.35;74.15
Wed;7;9;2016;12:45;134.59;47.39;74.01
Wed;7;9;2016;13:00;132.63;46.29;74.17
Wed;7;9;2016;13:15;133.02;46.19;73.94
Wed;7;9;2016;13:30;129.8;42.06;74.28
Wed;7;9;2016;13:45;130.93;42.71;73.79
Wed;7;9;2016;14:00;135.09;46.49;74.4
Wed;7;9;2016;14:15;132.9;44.62;74.08
Wed;7;9;2016;14:30;134.7;46.74;74.32
Wed;7;9;2016;14:45;133.68;45.61;74.01
Wed;7;9;2016;15:00;135.86;46.91;74.42
Wed;7;9;2016;15:15;134.85;45.52;73.94
Wed;7;9;2016;15:30;129.5;41.29;74.44
Wed;7;9;2016;15:45;131.67;43.37;74.06
Wed;7;9;2016;16:00;133.49;46.17;74.66
Wed;7;9;2016;16:15;133.02;45.97;74.38
Wed;7;9;2016;16:30;132.41;44.69;74.06
Wed;7;9;2016;16:45;133.88;45.38;74.14
Wed;7;9;2016;17:00;131.97;43.94;74.01
Wed;7;9;2016;17:15;130.06;41.67;74.31
Wed;7;9;2016;17:30;130.43;42.81;74.19
Wed;7;9;2016;17:45;131.02;43.99;74.38
Wed;7;9;2016;18:00;132.06;44.89;74.14
Wed;7;9;2016;18:15;132.43;44.97;74.25
Wed;7;9;2016;18:30;127.34;40.15;73.9
Wed;7;9;2016;18:45;127.96;41.34;74.0
Wed;7;9;2016;19:00;132.45;45.55;74.07
Wed;7;9;2016;19:15;130.6;44.58;74.03
Wed;7;9;2016;19:30;126.62;40.86;73.88
Wed;7;9;2016;19:45;124.37;38.32;73.88
Wed;7;9;2016;20:00;129.1;42.21;73.98
Wed;7;9;2016;20:15;132.51;45.7;73.86
Wed;7;9;2016;20:30;132.65;45.69;74.06
Wed;7;9;2016;20:45;128.73;42.09;73.71
Wed;7;9;2016;21:00;126.69;40.78;74.02
Wed;7;9;2016;21:15;127.12;41.17;73.7
Wed;7;9;2016;21:30;131.44;45.0;73.93
Wed;7;9;2016;21:45;130.26;43.7;73.79
Wed;7;9;2016;22:00;130.97;44.46;74.19
Wed;7;9;2016;22:15;128.0;41.49;73.93
Wed;7;9;2016;22:30;127.9;41.5;74.13
Wed;7;9;2016;22:45;128.31;42.5;74.01
Wed;7;9;2016;23:00;129.68;43.86;73.73
Wed;7;9;2016;23:15;129.39;43.67;74.09
Wed;7;9;2016;23:30;127.54;41.2;73.81
Wed;7;9;2016;23:45;127.58;41.36;73.6
Thu;8;9;2016;00:00;130.91;44.12;74.25
Thu;8;9;2016;00:15;131.49;44.78;73.72
Thu;8;9;2016;00:30;130.79;44.7;74.18
Thu;8;9;2016;00:45;128.89;43.17;73.56
Thu;8;9;2016;01:00;126.93;40.5;73.88
Thu;8;9;2016;01:15;128.32;41.65;74.06
Thu;8;9;2016;01:30;130.74;43.94;73.52
Thu;8;9;2016;01:45;128.97;42.74;73.67
Thu;8;9;2016;02:00;126.81;41.09;73.62
Thu;8;9;2016;02:15;126.53;41.59;73.86
Thu;8;9;2016;02:30;130.13;44.52;73.59
Thu;8;9;2016;02:45;129.65;43.38;73.34
Thu;8;9;2016;03:00;125.37;39.46;73.7
Thu;8;9;2016;03:15;129.08;42.71;73.49
Thu;8;9;2016;03:30;129.46;43.32;73.65
Thu;8;9;2016;03:45;126.6;40.58;73.62
Thu;8;9;2016;04:00;129.74;44.45;73.65
Thu;8;9;2016;04:15;126.99;41.54;73.7
Thu;8;9;2016;04:30;128.77;42.81;73.46
Thu;8;9;2016;04:45;124.08;38.25;73.71
Thu;8;9;2016;05:00;125.45;39.32;73.4
Thu;8;9;2016;05:15;130.32;44.22;73.5
Thu;8;9;2016;05:30;128.6;42.75;73.76
Thu;8;9;2016;05:45;127.16;41.26;73.29
Thu;8;9;2016;06:00;126.2;40.86;73.58
Thu;8;9;2016;06:15;126.89;41.85;73.63
Thu;8;9;2016;06:30;124.31;38.77;73.43
Thu;8;9;2016;06:45;124.54;38.94;73.25
Thu;8;9;2016;07:00;128.78;43.01;73.66
Thu;8;9;2016;07:15;129.36;43.53;73.33
Thu;8;9;2016;07:30;125.39;39.66;73.32
Thu;8;9;2016;07:45;126.75;41.07;73.94
Thu;8;9;2016;08:00;123.88;37.99;73.32
Thu;8;9;2016;08:15;125.58;40.21;73.59
Thu;8;9;2016;08:30;130.95;45.04;73.67
Thu;8;9;2016;08:45;130.15;43.78;73.65
Thu;8;9;2016;09:00;124.85;38.58;73.62
Thu;8;9;2016;09:15;130.89;43.83;73.89
Thu;8;9;2016;09:30;131.36;44.33;73.65
Thu;8;9;2016;09:45;126.26;39.58;73.68
Thu;8;9;2016;10:00;129.73;43.14;74.11
Thu;8;9;2016;10:15;132.2;45.65;74.21
Thu;8;9;2016;10:30;128.17;40.93;73.88
Thu;8;9;2016;10:45;133.95;45.86;74.07
Thu;8;9;2016;11:00;132.03;45.14;73.82
Thu;8;9;2016;11:15;129.9;43.02;74.13
Thu;8;9;2016;11:30;129.7;42.34;74.07
Thu;8;9;2016;11:45;134.2;46.81;73.93
Thu;8;9;2016;12:00;131.53;44.29;74.19
Thu;8;9;2016;12:15;132.83;44.85;73.94
Thu;8;9;2016;12:30;134.25;46.27;74.15
Thu;8;9;2016;12:45;133.11;45.54;74.13
Thu;8;9;2016;13:00;131.85;44.84;74.45
Thu;8;9;2016;13:15;130.31;44.4;74.06
Thu;8;9;2016;13:30;131.75;45.96;73.94
Thu;8;9;2016;13:45;131.8;45.07;74.31
Thu;8;9;2016;14:00;131.32;43.71;74.19
Thu;8;9;2016;14:15;131.41;43.69;74.27
Thu;8;9;2016;14:30;132.37;44.65;74.1
Thu;8;9;2016;14:45;132.27;45.43;74.41
Thu;8;9;2016;15:00;125.78;38.87;74.21
Thu;8;9;2016;15:15;132.9;46.06;74.16
Thu;8;9;2016;15:30;132.43;46.08;74.23
Thu;8;9;2016;15:45;131.37;44.88;74.41
Thu;8;9;2016;16:00;132.64;45.52;74.08
Thu;8;9;2016;16:15;131.79;44.29;74.4
Thu;8;9;2016;16:30;129.51;42.79;74.5
Thu;8;9;2016;16:45;131.41;45.07;73.81
Thu;8;9;2016;17:00;130.47;43.47;74.55
Thu;8;9;2016;17:15;128.95;41.8;74.29
Thu;8;9;2016;17:30;127.96;40.35;74.08
Thu;8;9;2016;17:45;132.29;45.12;74.39
Thu;8;9;2016;18:00;132.24;45.35;74.11
Thu;8;9;2016;18:15;129.83;43.79;74.11
Thu;8;9;2016;18:30;126.19;40.43;74.26
Thu;8;9;2016;18:45;125.73;39.41;73.97
Thu;8;9;2016;19:00;128.8;42.45;74.07
Thu;8;9;2016;19:15;124.08;37.7;73.97
Thu;8;9;2016;19:30;130.34;43.84;73.99
Thu;8;9;2016;19:45;130.35;44.03;73.86
Thu;8;9;2016;20:00;130.36;44.53;73.99
Thu;8;9;2016;20:15;128.86;43.38;74.02
Thu;8;9;2016;20:30;126.24;40.44;73.86
Thu;8;9;2016;20:45;128.91;42.52;73.77
Thu;8;9;2016;21:00;129.61;43.45;73.89
Thu;8;9;2016;21:15;124.25;37.84;73.56
Thu;8;9;2016;21:30;128.15;41.87;73.69
Thu;8;9;2016;21:45;128.75;42.46;73.78
Thu;8;9;2016;22:00;127.69;41.86;73.97
Thu;8;9;2016;22:15;126.95;41.21;74.06
Thu;8;9;2016;22:30;126.86;40.73;73.83
Thu;8;9;2016;22:45;129.28;43.05;73.54
Thu;8;9;2016;23:00;129.08;42.81;73.92
Thu;8;9;2016;23:15;125.64;39.63;73.57
Thu;8;9;2016;23:30;126.0;40.0;73.56
Thu;8;9;2016;23:45;125.8;39.8;73.81
Fri;9;9;2016;00:00;127.67;41.35;73.68
Fri;9;9;2016;00:15;127.97;42.44;73.94
Fri;9;9;2016;00:30;127.29;41.41;73.69
Fri;9;9;2016;00:45;127.14;40.6;73.71
Fri;9;9;2016;01:00;126.48;40.14;73.61
Fri;9;9;2016;01:15;126.14;39.72;73.8
Fri;9;9;2016;01:30;126.84;40.54;73.41
Fri;9;9;2016;01:45;123.86;37.49;73.86
Fri;9;9;2016;02:00;127.51;41.04;73.66
Fri;9;9;2016;02:15;128.45;42.19;73.44
Fri;9;9;2016;02:30;124.83;39.06;73.77
Fri;9;9;2016;02:45;128.21;42.81;73.38
Fri;9;9;2016;03:00;123.3;37.34;73.71
Fri;9;9;2016;03:15;126.99;40.74;73.72
Fri;9;9;2016;03:30;126.96;40.85;73.56
Fri;9;9;2016;03:45;123.99;37.68;73.69
Fri;9;9;2016;04:00;129.23;42.99;73.63
Fri;9;9;2016;04:15;128.61;42.5;73.49
Fri;9;9;2016;04:30;125.77;39.56;73.75
Fri;9;9;2016;04:45;125.6;40.54;73.64
Fri;9;9;2016;05:00;126.04;40.69;73.32
Fri;9;9;2016;05:15;125.53;39.6;73.72
Fri;9;9;2016;05:30;127.74;41.67;73.43
Fri;9;9;2016;05:45;125.39;39.49;73.48
Fri;9;9;2016;06:00;127.16;41.14;73.6
Fri;9;9;2016;06:15;127.19;41.34;73.22
Fri;9;9;2016;06:30;124.28;38.27;73.5
Fri;9;9;2016;06:45;127.42;41.63;73.46
Fri;9;9;2016;07:00;126.15;41.01;73.61
Fri;9;9;2016;07:15;124.97;40.08;73.45
Fri;9;9;2016;07:30;125.64;40.06;73.4
Fri;9;9;2016;07:45;126.44;40.69;73.56
Fri;9;9;2016;08:00;127.35;40.94;73.37
Fri;9;9;2016;08:15;125.23;39.42;73.84
Fri;9;9;2016;08:30;123.97;37.64;73.65
Fri;9;9;2016;08:45;125.06;38.45;73.4
Fri;9;9;2016;09:00;128.12;42.21;73.9
Fri;9;9;2016;09:15;129.89;44.32;73.64
Fri;9;9;2016;09:30;128.65;42.36;73.81
Fri;9;9;2016;09:45;128.67;41.83;73.97
Fri;9;9;2016;10:00;125.48;38.4;73.97
Fri;9;9;2016;10:15;131.39;43.85;74.01
Fri;9;9;2016;10:30;133.18;45.37;73.92
Fri;9;9;2016;10:45;131.4;44.71;74.24
Fri;9;9;2016;11:00;124.83;38.8;73.78
Fri;9;9;2016;11:15;128.49;42.05;74.19
Fri;9;9;2016;11:30;133.07;45.67;73.9
Fri;9;9;2016;11:45;133.61;45.37;74.28
Fri;9;9;2016;12:00;132.38;44.09;74.33
Fri;9;9;2016;12:15;131.4;43.47;73.91
Fri;9;9;2016;12:30;129.65;43.2;74.23
Fri;9;9;2016;12:45;130.81;44.14;73.94
Fri;9;9;2016;13:00;131.82;45.28;74.1
Fri;9;9;2016;13:15;131.57;44.99;74.12
Fri;9;9;2016;13:30;131.19;44.56;74.15
Fri;9;9;2016;13:45;131.25;44.36;73.81
Fri;9;9;2016;14:00;126.99;40.45;74.24
Fri;9;9;2016;14:15;129.21;42.6;74.35
Fri;9;9;2016;14:30;131.82;44.52;73.91
Fri;9;9;2016;14:45;133.96;46.08;74.44
Fri;9;9;2016;15:00;131.6;43.88;73.89
Fri;9;9;2016;15:15;128.9;41.15;74.24
Fri;9;9;2016;15:30;131.91;45.15;74.26
Fri;9;9;2016;15:45;131.21;44.87;74.1
Fri;9;9;2016;16:00;133.06;46.13;74.57
Fri;9;9;2016;16:15;130.79;43.26;74.43
Fri;9;9;2016;16:30;128.99;41.28;74.2
Fri;9;9;2016;16:45;130.96;43.01;74.03
Fri;9;9;2016;17:00;131.86;45.27;74.35
Fri;9;9;2016;17:15;133.34;46.31;74.27
Fri;9;9;2016;17:30;133.32;45.78;74.05
Fri;9;9;2016;17:45;131.74;44.47;74.4
Fri;9;9;2016;18:00;131.23;44.75;73.89
Fri;9;9;2016;18:15;125.82;39.38;74.47
Fri;9;9;2016;18:30;125.82;39.4;74.23
Fri;9;9;2016;18:45;129.99;44.29;74.31
Fri;9;9;2016;19:00;128.92;43.08;73.78
Fri;9;9;2016;19:15;131.74;45.34;74.43
Fri;9;9;2016;19:30;128.26;42.01;74.01
Fri;9;9;2016;19:45;126.44;40.09;73.65
Fri;9;9;2016;20:00;129.31;42.91;74.4
Fri;9;9;2016;20:15;128.74;42.79;74.11
Fri;9;9;2016;20:30;126.58;40.99;74.19
Fri;9;9;2016;20:45;129.26;43.02;73.88
Fri;9;9;2016;21:00;128.77;42.36;74.2
Fri;9;9;2016;21:15;126.55;40.32;74.04
Fri;9;9;2016;21:30;128.84;42.3;73.55
Fri;9;9;2016;21:45;129.82;43.32;74.05
Fri;9;9;2016;22:00;128.55;42.68;74.32
Fri;9;9;2016;22:15;124.62;39.19;74.02
Fri;9;9;2016;22:30;127.11;41.16;74.06
Fri;9;9;2016;22:45;131.59;45.34;73.97
Fri;9;9;2016;23:00;128.36;41.8;74.18
Fri;9;9;2016;23:15;126.72;40.35;73.91
Fri;9;9;2016;23:30;124.55;39.01;73.99
Fri;9;9;2016;23:45;130.45;44.67;73.87
Sat;10;9;2016;00:00;130.46;44.17;73.98
Sat;10;9;2016;00:15;128.93;42.62;73.86
Sat;10;9;2016;00:30;126.25;39.8;74.1
Sat;10;9;2016;00:45;128.59;42.19;73.76
Sat;10;9;2016;01:00;128.11;42.5;73.99
Sat;10;9;2016;01:15;128.32;42.76;73.81
Sat;10;9;2016;01:30;127.69;41.73;73.8
Sat;10;9;2016;01:45;126.66;40.45;73.91
Sat;10;9;2016;02:00;129.79;43.39;73.6
Sat;10;9;2016;02:15;128.93;42.57;73.7
Sat;10;9;2016;02:30;125.75;39.99;73.83
Sat;10;9;2016;02:45;126.13;40.85;73.47
Sat;10;9;2016;03:00;128.8;43.5;73.66
