WiseMetering realtime, exported on November 19, 2016 17:38, by Pedro Castanheira of Vodafone.;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;
;;;;;;;;;;;
weekday;day;month;year;time;EA+ DTCs (KWh);EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ Geral ALF2A7+A8 (KWh)
Thu;07;07;2016;01:00;238,01;41,59;22,75;1,58;25,3;16;130,78
Thu;07;07;2016;01:15;230,98;43,11;21,57;1,58;25;11;128,73
Thu;07;07;2016;01:30;236,14;39,96;22,26;1,58;25;16;131,34
Thu;07;07;2016;01:45;229,79;40,48;23,28;1,58;25;12;127,45
Thu;07;07;2016;02:00;237,6;43,28;22,04;1,58;25,2;14;131,51
Thu;07;07;2016;02:15;231,36;40,48;22,43;1,58;25;13;128,87
Thu;07;07;2016;02:30;239,88;43,14;22;1,58;25;16;132,17
Thu;07;07;2016;02:45;237,28;44,68;23,23;1,58;25;12;130,79
Thu;07;07;2016;03:00;235,67;42,24;21,09;1,58;25;16;129,76
Thu;07;07;2016;03:15;234,12;39,86;23,64;1,58;25;13;131,03
Thu;07;07;2016;03:30;237,42;43,28;21,78;1,58;24,8;15;130,98
Thu;07;07;2016;03:45;233,08;40,82;22,72;1,58;25;14;128,96
Thu;07;07;2016;04:00;235,03;40,4;22,38;1,58;25;15;130,67
Thu;07;07;2016;04:15;237,21;42,79;23,37;1,58;24,7;13;131,76
Thu;07;07;2016;04:30;230,71;41,08;21,14;1,58;25;14;127,92
Thu;07;07;2016;04:45;233;39,74;22,74;1,58;25;13;130,94
Thu;07;07;2016;05:00;237,62;43,7;23,11;1,58;24,8;15;129,44
Thu;07;07;2016;05:15;230,61;42,43;20,62;1,58;25;12;128,99
Thu;07;07;2016;05:30;236,86;42,56;23,94;1,58;25;15;128,78
Thu;07;07;2016;05:45;230,59;44,13;22,15;1,58;24,7;11;127,04
Thu;07;07;2016;06:00;232,87;39,93;21,75;1,58;25;14;130,61
Thu;07;07;2016;06:15;231,63;41,34;21,27;1,58;25;12;130,45
Thu;07;07;2016;06:30;237,18;42,38;23,32;1,58;24,8;16;129,11
Thu;07;07;2016;06:45;223,78;40,86;22,65;1,58;25;10;123,69
Thu;07;07;2016;07:00;235,72;43,07;21,31;1,58;24,7;15;130,06
Thu;07;07;2016;07:15;236,38;44,42;22,73;1,58;25;12;130,65
Thu;07;07;2016;07:30;232,93;41;22,13;1,59;25;13;130,22
Thu;07;07;2016;07:45;229,79;42,94;21,69;1,58;24,8;13;125,78
Thu;07;07;2016;08:00;238,25;46,63;22,51;1,58;25;15;127,54
Thu;07;07;2016;08:15;237,75;44,3;23,26;1,58;25;13;130,61
Thu;07;07;2016;08:30;238,74;46,84;21,25;1,58;25;13;131,07
Thu;07;07;2016;08:45;242,54;46,19;22,27;1,58;25;15;132,49
Thu;07;07;2016;09:00;241,5;44,57;22,77;1,58;25;15;132,57
Thu;07;07;2016;09:15;243,84;47,88;22,52;1,58;25;13;133,85
Thu;07;07;2016;09:30;245,44;45,07;23,08;1,58;25,5;16;134,2
Thu;07;07;2016;09:45;242,02;46,3;21,58;1,58;25;14;133,56
Thu;07;07;2016;10:00;243,77;48,23;23,46;1,58;25;15;130,5
Thu;07;07;2016;10:15;237,53;45,89;22,1;1,58;25,5;13;129,47
Thu;07;07;2016;10:30;245,88;47,68;22,34;1,58;25;15;134,28
Thu;07;07;2016;10:45;248,94;50,1;23,28;1,58;25,2;14;134,78
Thu;07;07;2016;11:00;247,43;47,66;22,72;1,58;25,3;15;135,18
Thu;07;07;2016;11:15;251,92;50,54;22,33;1,58;25,5;16;135,97
Thu;07;07;2016;11:30;251,2;50,25;23,85;1,58;25,2;15;135,32
Thu;07;07;2016;11:45;249,46;48,65;22,79;1,58;25,3;17;134,14
Thu;07;07;2016;12:00;239,82;47,52;22,68;1,58;25,5;12;130,54
Thu;07;07;2016;12:15;244,96;49,86;21,79;1,58;25;16;130,74
Thu;07;07;2016;12:30;247,94;46,57;23,07;1,58;25,2;14;137,52
Thu;07;07;2016;12:45;248,11;48,3;22,91;1,58;25,3;14;136,02
Thu;07;07;2016;13:00;247,96;48,34;24,17;1,58;25;14;134,87
Thu;07;07;2016;13:15;246,7;45,76;23,83;1,58;25,2;16;134,32
Thu;07;07;2016;13:30;246,94;48,4;21,33;1,58;25,3;15;135,32
Thu;07;07;2016;13:45;251,06;48,38;24,97;1,58;25,2;15;135,93
Thu;07;07;2016;14:00;245,68;45,53;23,9;1,58;25,3;13;136,37
Thu;07;07;2016;14:15;252,4;49,33;24,17;1,58;25;16;136,33
Thu;07;07;2016;14:30;252,86;46,93;23,26;1,58;25,2;15;140,89
Thu;07;07;2016;14:45;249,22;47,92;23,18;1,58;25,3;14;137,24
Thu;07;07;2016;15:00;253,39;50,08;23,23;1,58;25;16;137,5
Thu;07;07;2016;15:15;248,36;48,08;24,84;1,58;25,5;11;137,35
Thu;07;07;2016;15:30;251,26;47,37;22,82;1,58;25,2;16;138,3
Thu;07;07;2016;15:45;252,49;50,57;24,1;1,58;25,3;13;137,94
Thu;07;07;2016;16:00;250,65;46,1;25,17;1,58;25;15;137,8
Thu;07;07;2016;16:15;254,15;48,83;23,29;1,58;25,2;18;137,25
Thu;07;07;2016;16:30;244,38;47,3;21,96;1,58;25,3;11;137,24
Thu;07;07;2016;16:45;253,19;45,76;25,34;1,58;25;18;137,51
Thu;07;07;2016;17:00;248,53;47,74;24,1;1,58;25,5;12;137,61
Thu;07;07;2016;17:15;249,48;45,91;23,33;1,58;25;16;137,66
Thu;07;07;2016;17:30;246,33;46,88;24,52;1,58;25,5;11;136,86
Thu;07;07;2016;17:45;250,99;47,86;22,87;1,58;25;17;136,68
Thu;07;07;2016;18:00;242,7;43,94;24,1;1,58;25,5;12;135,57
Thu;07;07;2016;18:15;245,57;44,56;23,22;1,58;25;16;135,2
Thu;07;07;2016;18:30;242,19;45,01;23,89;1,58;25,2;11;135,51
Thu;07;07;2016;18:45;243,14;43,73;23,71;1,58;25;16;133,11
Thu;07;07;2016;19:00;239,49;45,33;24,08;1,58;25,3;12;131,2
Thu;07;07;2016;19:15;243,09;44,45;22,82;1,58;25;16;133,24
Thu;07;07;2016;19:30;238,49;42,32;23,48;1,58;25,2;11;134,9
Thu;07;07;2016;19:45;244,36;44,46;23,22;1,58;25,3;15;134,79
Thu;07;07;2016;20:00;240,89;42,09;24,76;1,58;25;12;135,47
Thu;07;07;2016;20:15;240,42;42,07;23,17;1,58;25;16;132,6
Thu;07;07;2016;20:30;233,39;43,73;21,3;1,58;25,5;11;130,27
Thu;07;07;2016;20:45;235,89;40,73;24,71;1,58;25;14;129,88
Thu;07;07;2016;21:00;237,38;41,96;23,86;1,58;25;12;132,97
Thu;07;07;2016;21:15;241,74;43,87;22,01;1,58;25,2;15;134,07
Thu;07;07;2016;21:30;233,42;41,02;21,92;1,58;24,8;12;132,1
Thu;07;07;2016;21:45;238,33;41,79;24,7;1,58;25,5;15;129,75
Thu;07;07;2016;22:00;236,75;42,52;23,66;1,58;25;11;132,99
Thu;07;07;2016;22:15;238,33;40,59;21,65;1,58;25;16;133,5
Thu;07;07;2016;22:30;233,7;41,82;22,39;1,58;25,2;11;131,71
Thu;07;07;2016;22:45;238,21;43,27;24,54;1,58;25;14;129,81
Thu;07;07;2016;23:00;229,04;40,09;22,34;1,58;25,3;11;128,73
Thu;07;07;2016;23:15;232,9;42,45;21,57;1,58;25;14;128,29
Thu;07;07;2016;23:30;234,51;42,73;24,24;1,58;25;11;129,97
Thu;07;07;2016;23:45;234,74;41,09;22,6;1,58;25,2;12;132,28
Fri;08;07;2016;00:00;233,7;42,4;21,73;1,58;25,3;13;129,69
Fri;08;07;2016;00:15;236,53;41,74;24,33;1,58;25;12;131,89
Fri;08;07;2016;00:30;230,55;39,81;22,04;1,58;25;13;129,12
Fri;08;07;2016;00:45;234,85;42,24;22,55;1,58;25,5;10;132,99
Fri;08;07;2016;01:00;233,88;41,46;22,89;1,58;25;14;128,96
Fri;08;07;2016;01:15;229,5;39,62;23,87;1,58;25;11;128,43
Fri;08;07;2016;01:30;232,12;43,25;21,09;1,58;25;12;129,2
Fri;08;07;2016;01:45;228,43;40,81;23,2;1,58;25,2;10;127,65
Fri;08;07;2016;02:00;228,06;40,26;23,82;1,58;24,8;11;126,6
Fri;08;07;2016;02:15;230,79;42,86;20,83;1,58;25;13;127,53
Fri;08;07;2016;02:30;232,05;40,5;24,43;1,58;25;10;130,54
Fri;08;07;2016;02:45;234,13;40,9;21,65;1,58;25;13;132,01
Fri;08;07;2016;03:00;233,14;43,07;21,63;1,58;25;10;131,87
Fri;08;07;2016;03:15;231,96;39,82;23,77;1,58;25,2;11;130,6
Fri;08;07;2016;03:30;228,47;41,42;22,22;1,58;24,8;12;126,46
Fri;08;07;2016;03:45;229,51;42,69;22,12;1,58;25;11;127,12
Fri;08;07;2016;04:00;230,99;39,82;22,96;1,58;25;13;128,63
Fri;08;07;2016;04:15;230,05;41,07;23,24;1,58;25;9;130,16
Fri;08;07;2016;04:30;230,4;43;21,75;1,58;25;12;127,07
Fri;08;07;2016;04:45;227,24;39,81;22,25;1,58;25;11;127,59
Fri;08;07;2016;05:00;233,67;40,83;23,78;1,58;24,7;12;130,77
Fri;08;07;2016;05:15;236,17;42,93;22,46;1,58;25;13;131,21
Fri;08;07;2016;05:30;224,06;39,71;21,76;1,58;25;10;126,01
Fri;08;07;2016;05:45;232,79;40,59;23,51;1,58;24,8;13;129,31
Fri;08;07;2016;06:00;231,36;42,75;22,02;1,58;25;10;130,01
Fri;08;07;2016;06:15;228,35;40,54;21,72;1,58;25;14;125,51
Fri;08;07;2016;06:30;230,13;41,64;23,99;1,58;24,7;12;126,22
Fri;08;07;2016;06:45;233,6;42,71;21,91;1,58;25;11;131,4
Fri;08;07;2016;07:00;229,95;40,52;21,97;1,58;25;12;128,88
Fri;08;07;2016;07:15;229,7;43,56;23,05;1,58;25;11;125,51
Fri;08;07;2016;07:30;240,19;44,75;22,61;1,58;25;14;132,25
Fri;08;07;2016;07:45;232,05;42,29;21,32;1,58;24,8;11;131,06
Fri;08;07;2016;08:00;240,86;46,27;24,1;1,58;25;14;129,92
Fri;08;07;2016;08:15;232,79;44,24;22,52;1,58;25,2;11;128,25
Fri;08;07;2016;08:30;237,83;44,64;22,04;1,58;24,8;14;130,77
Fri;08;07;2016;08:45;237,65;45,07;22,51;1,58;25;12;131,49
Fri;08;07;2016;09:00;243,38;46,58;23,31;1,59;25;15;131,91
Fri;08;07;2016;09:15;238,63;44,38;22,79;1,59;25,5;11;133,37
Fri;08;07;2016;09:30;243,77;47,3;22,01;1,58;25;15;132,88
Fri;08;07;2016;09:45;243,39;48,55;22,82;1,58;25;13;132,43
Fri;08;07;2016;10:00;248,74;47,25;23,4;1,58;25,2;16;135,31
Fri;08;07;2016;10:15;241,93;44,65;23,73;1,58;25,3;11;135,66
Fri;08;07;2016;10:30;243,99;46,12;21,95;1,58;25;16;133,35
Fri;08;07;2016;10:45;246,58;48,63;23,9;1,58;25,2;12;135,27
Fri;08;07;2016;11:00;248,62;48,34;23,89;1,58;25,3;15;134,51
Fri;08;07;2016;11:15;243,79;48,14;22,16;1,58;25;13;133,9
Fri;08;07;2016;11:30;245,15;46,09;22,74;1,58;25,5;14;135,24
Fri;08;07;2016;11:45;250,77;46,68;24,03;1,59;25,2;16;137,27
Fri;08;07;2016;12:00;248,47;48,21;24,44;1,58;25,3;12;136,94
Fri;08;07;2016;12:15;247,06;46;22,91;1,59;25;17;134,56
Fri;08;07;2016;12:30;249,48;48,65;24,05;1,58;25,5;14;135,71
Fri;08;07;2016;12:45;251,16;48,26;24,43;1,59;25;16;135,88
Fri;08;07;2016;13:00;243,95;45,98;22,35;1,58;25,2;13;135,83
Fri;08;07;2016;13:15;251,38;45,57;23,43;1,58;25,3;19;136,51
Fri;08;07;2016;13:30;250,42;47,86;24,87;1,58;25;14;137,11
Fri;08;07;2016;13:45;254,59;45,45;23,94;1,58;25;17;141,62
Fri;08;07;2016;14:00;255,74;47,3;24,86;1,58;25,2;15;141,79
Fri;08;07;2016;14:15;250,37;49,23;22,62;1,58;25,3;14;137,65
Fri;08;07;2016;14:30;249,88;48,55;23,66;1,58;25,5;19;131,59
Fri;08;07;2016;14:45;250,75;45,87;25,03;1,58;25;13;140,27
Fri;08;07;2016;15:00;258,27;48,81;23,59;1,58;25,2;18;141,09
Fri;08;07;2016;15:15;251,76;47,56;24,35;1,58;25,3;13;139,96
Fri;08;07;2016;15:30;251,83;45,59;24,38;1,81;25;18;137,06
Fri;08;07;2016;15:45;252,58;48,47;23,52;1,59;25,2;16;137,8
Fri;08;07;2016;16:00;250,13;47,12;24,06;1,59;25,3;13;139,06
Fri;08;07;2016;16:15;251,8;46,08;24,28;1,78;25;16;138,66
Fri;08;07;2016;16:30;256,77;48,92;24,41;1,59;25,5;17;139,36
Fri;08;07;2016;16:45;251,26;48,24;24,41;1,8;25;13;138,82
Fri;08;07;2016;17:00;251,55;45,44;23,23;1,59;25,2;17;139,09
Fri;08;07;2016;17:15;252,66;48,51;23,45;1,8;25,3;16;137,6
Fri;08;07;2016;17:30;248,72;48,01;24,64;1,59;25;12;137,47
Fri;08;07;2016;17:45;252,05;46,78;23,25;1,8;25,5;18;136,73
Fri;08;07;2016;18:00;242,53;42,99;23,82;1,59;25;13;136,14
Fri;08;07;2016;18:15;246,92;46,11;22,86;1,83;25,2;16;134,92
Fri;08;07;2016;18:30;243,45;44,49;24,42;1,59;25,3;13;134,65
Fri;08;07;2016;18:45;244,49;43,17;23,58;1,84;25;17;133,89
Fri;08;07;2016;19:00;236,3;43,08;23,57;1,59;25;12;131,06
Fri;08;07;2016;19:15;240,44;42,68;22,53;1,79;25,2;14;134,23
Fri;08;07;2016;19:30;242,57;44,88;23,14;1,59;25,3;15;132,65
Fri;08;07;2016;19:45;241,42;44,52;24,29;1,79;25;14;131,82
Fri;08;07;2016;20:00;236,84;41,06;22,43;1,59;25,5;14;132,26
Fri;08;07;2016;20:15;236,35;43,12;23,27;1,79;25;13;130,18
Fri;08;07;2016;20:30;237,73;42,69;23,39;1,59;25;16;129,06
Fri;08;07;2016;20:45;232,84;41,12;22,5;1,8;25,2;11;131,23
Fri;08;07;2016;21:00;236,15;43,12;23,41;1,65;25,3;14;128,67
Fri;08;07;2016;21:15;235,74;41,88;22,38;1,73;25;12;132,76
Fri;08;07;2016;21:30;235,53;41,27;22,91;1,7;25;15;129,66
Fri;08;07;2016;21:45;234,8;44,14;22,86;1,68;25;11;130,12
Fri;08;07;2016;22:00;236,96;42,12;23,12;1,78;25,2;14;130,73
Fri;08;07;2016;22:15;231,52;39,79;23,69;1,6;25,3;13;128,13
Fri;08;07;2016;22:30;236,47;42,82;21,67;1,78;25;14;131,2
Fri;08;07;2016;22:45;232,23;40,9;23,96;1,59;25;11;129,78
Fri;08;07;2016;23:00;234,78;40,78;23,14;1,78;25;14;130,08
Fri;08;07;2016;23:15;232,16;43,1;21,21;1,59;25,2;12;129,06
Fri;08;07;2016;23:30;233,1;40,29;23,86;1,78;25,3;13;128,86
Fri;08;07;2016;23:45;232;41,05;22,84;1,7;25;12;129,42
Sat;09;07;2016;00:00;236,11;43,15;21,5;1,68;25;15;129,78
Sat;09;07;2016;00:15;229,97;39,8;23,92;1,77;25,5;10;128,97
Sat;09;07;2016;00:30;233,73;41,41;21,48;1,59;25;13;131,25
Sat;09;07;2016;00:45;230,88;42,97;22,69;1,78;25;12;126,44
Sat;09;07;2016;01:00;235,34;40,01;23,56;1,62;25,2;14;130,95
Sat;09;07;2016;01:15;229,49;41,65;21,93;1,79;25;11;128,13
Sat;09;07;2016;01:30;231,73;42,39;22,14;1,72;25,3;11;129,18
Sat;09;07;2016;01:45;233,65;39,96;23,33;1,65;25;14;129,71
Sat;09;07;2016;02:00;230,22;41,38;21,84;1,79;25;10;130,21
Sat;09;07;2016;02:15;232,61;42,99;21,34;1,59;25;14;127,68
Sat;09;07;2016;02:30;228,92;39,92;24,22;1,79;25;11;126,99
Sat;09;07;2016;02:45;235,68;41,26;22,84;1,6;25;14;130,99
Sat;09;07;2016;03:00;229,27;42,38;22,12;1,78;25;10;127,99
Sat;09;07;2016;03:15;232,98;39,31;22,52;1,68;25;13;131,47
Sat;09;07;2016;03:30;230,36;41,62;22,7;1,7;25;11;128,34
Sat;09;07;2016;03:45;233,22;41,58;21,6;1,78;25;12;131,26
Sat;09;07;2016;04:00;226;39,53;23,35;1,59;25;12;124,53
Sat;09;07;2016;04:15;230,76;42,07;21,46;1,78;25;10;130,45
Sat;09;07;2016;04:30;231,14;41,21;23,5;1,58;25;13;126,84
Sat;09;07;2016;04:45;228,37;39,42;22,87;1,78;25;11;128,3
Sat;09;07;2016;05:00;230,77;41,63;21,31;1,66;24,5;14;127,67
Sat;09;07;2016;05:15;227;41,49;22,55;1,71;25;10;126,25
Sat;09;07;2016;05:30;230,79;39,42;21,97;1,74;25;13;129,67
Sat;09;07;2016;05:45;233,85;41,87;22,9;1,62;25;12;130,46
Sat;09;07;2016;06:00;232,24;41;22,54;1,77;25;12;129,92
Sat;09;07;2016;06:15;225,69;39,26;22,28;1,59;25;13;124,57
Sat;09;07;2016;06:30;227,24;40,94;21,44;1,78;25;10;128,08
Sat;09;07;2016;06:45;231,28;40,82;23,77;1,59;25;12;128,1
Sat;09;07;2016;07:00;230,78;39,94;22,6;1,77;25;12;129,47
Sat;09;07;2016;07:15;227,45;42,16;21,6;1,73;25;13;123,96
Sat;09;07;2016;07:30;230,81;40,26;22,02;1,65;25;11;130,88
Sat;09;07;2016;07:45;231,37;39,91;23,2;1,75;24,5;12;130,01
Sat;09;07;2016;08:00;233,19;42,54;22,98;1,59;25;14;127,09
Sat;09;07;2016;08:15;232,08;40,35;21,82;1,76;25,2;12;130,95
Sat;09;07;2016;08:30;233,2;39,93;23,82;1,59;25;13;129,86
Sat;09;07;2016;08:45;233,42;42,96;22,69;1,76;24,8;11;130,22
Sat;09;07;2016;09:00;233,99;40,88;21,69;1,67;25,2;15;129,55
Sat;09;07;2016;09:15;233,28;39,78;24,17;1,68;25;12;130,65
Sat;09;07;2016;09:30;237,43;42,45;21,96;1,76;25;14;132,25
Sat;09;07;2016;09:45;235,62;41,43;23,75;1,59;25;12;131,84
Sat;09;07;2016;10:00;241,89;40,64;24,02;1,78;25,3;17;133,15
Sat;09;07;2016;10:15;234,19;42,8;23,08;1,59;25;11;130,73
Sat;09;07;2016;10:30;238,16;41,45;22,36;1,78;25;15;132,57
Sat;09;07;2016;10:45;235,88;40,62;24;1,73;25;12;132,53
Sat;09;07;2016;11:00;241,67;43,63;23,78;1,63;25,2;15;132,43
Sat;09;07;2016;11:15;239,41;41,83;24,1;1,78;25,3;14;132,39
Sat;09;07;2016;11:30;236,09;40,31;23,22;1,59;25;13;132,97
Sat;09;07;2016;11:45;243,85;43,22;23,82;1,77;25,5;17;132,55
Sat;09;07;2016;12:00;238,01;42,02;23,37;1,62;24,7;13;133,3
Sat;09;07;2016;12:15;249,22;40,81;25,07;1,75;25,3;16;140,3
Sat;09;07;2016;12:30;247,57;42,98;21,93;1,78;25;15;140,88
Sat;09;07;2016;12:45;246,93;42,59;24,64;1,6;25;14;139,1
Sat;09;07;2016;13:00;242,01;41,05;25,21;1,8;25;15;133,95
Sat;09;07;2016;13:15;243,19;42,97;24,39;1,59;25,5;14;134,75
Sat;09;07;2016;13:30;242,08;42,8;23,47;1,78;25;15;134,02
Sat;09;07;2016;13:45;236,71;40,34;23,58;1,68;25;12;134,11
Sat;09;07;2016;14:00;247,3;42,55;24,99;1,69;25,2;17;135,87
Sat;09;07;2016;14:15;240,83;42,82;23,65;1,8;25,3;13;134,26
Sat;09;07;2016;14:30;239,82;41,02;24,59;1,59;25;14;133,62
Sat;09;07;2016;14:45;241,49;42,75;22,36;1,8;25;16;133,59
Sat;09;07;2016;15:00;243,53;42,79;25,09;1,59;25;14;135,06
Sat;09;07;2016;15:15;243,45;40,66;25,34;1,81;25,2;16;134,45
Sat;09;07;2016;15:30;243,11;42,88;23,17;1,71;25,3;14;136,05
Sat;09;07;2016;15:45;244,64;42,92;24,56;1,67;25;15;135,5
Sat;09;07;2016;16:00;244,57;40,27;24,06;1,8;25;18;135,44
Sat;09;07;2016;16:15;240,67;42,92;25,02;1,59;25;12;134,14
Sat;09;07;2016;16:30;249,37;43,6;25,4;1,79;25;19;134,59
Sat;09;07;2016;16:45;238,29;40,71;23,05;1,62;25,2;13;134,71
Sat;09;07;2016;17:00;243,45;40,86;23,36;1,75;25;18;134,49
Sat;09;07;2016;17:15;241,11;42,73;23,06;1,8;25,3;13;135,21
Sat;09;07;2016;17:30;241,42;39,88;24,77;1,59;25;16;134,18
Sat;09;07;2016;17:45;238,94;42,22;24,83;1,81;25;13;132,09
Sat;09;07;2016;18:00;240,54;42,92;23,39;1,59;25;15;132,64
Sat;09;07;2016;18:15;238,32;40,11;23,71;1,78;25,2;14;133,52
Sat;09;07;2016;18:30;240,82;41,69;23,68;1,73;25,3;15;133,43
Sat;09;07;2016;18:45;244,49;43,1;23,38;1,65;25;17;134,36
Sat;09;07;2016;19:00;235,34;40,34;23,24;1,81;25;11;133,94
Sat;09;07;2016;19:15;240,8;40,41;24,29;1,59;25;16;133,51
Sat;09;07;2016;19:30;241,28;42,61;24,08;1,79;25,5;15;132,3
Sat;09;07;2016;19:45;235,85;40,05;22,92;1,74;25;14;132,13
Sat;09;07;2016;20:00;238,74;40,89;21,82;1,64;25;16;133,39
Sat;09;07;2016;20:15;240,31;42,8;24,65;1,79;25;13;133,08
Sat;09;07;2016;20:30;238,88;39,97;24,12;1,59;25,2;15;133
Sat;09;07;2016;20:45;234,62;40,68;21,21;1,78;25;15;130,95
Sat;09;07;2016;21:00;237,76;42,75;23,79;1,76;24,8;12;132,66
Sat;09;07;2016;21:15;234,54;40,01;24,02;1,61;25,5;16;127,4
Sat;09;07;2016;21:30;229,28;40,95;21,36;1,78;25;12;128,19
Sat;09;07;2016;21:45;239,05;42,75;23,48;1,59;25;16;130,23
Sat;09;07;2016;22:00;232,73;39,59;23,44;1,77;25;12;130,92
Sat;09;07;2016;22:15;235,95;41,57;22,01;1,75;25,2;14;131,43
Sat;09;07;2016;22:30;234,53;42,97;23,04;1,63;25,3;15;126,59
Sat;09;07;2016;22:45;229,99;39,77;22,59;1,79;25;12;128,84
Sat;09;07;2016;23:00;236,02;41,16;23,38;1,59;25;14;130,89
Sat;09;07;2016;23:15;235,38;43,08;22,49;1,79;25;12;131,03
Sat;09;07;2016;23:30;234,95;40,25;22,36;1,63;25;16;129,71
Sat;09;07;2016;23:45;232,6;40,73;23,44;1,76;25;11;130,67
Sun;10;07;2016;00:00;232,84;42,99;22,32;1,75;25,2;14;126,58
Sun;10;07;2016;00:15;230,76;40,13;22,6;1,62;25,3;12;129,11
Sun;10;07;2016;00:30;233,86;39,87;22,88;1,78;25;15;129,33
Sun;10;07;2016;00:45;232,45;42,44;22,93;1,59;25;10;130,5
Sun;10;07;2016;01:00;233,53;40,27;23,75;1,78;25;14;128,74
Sun;10;07;2016;01:15;229,77;39,76;21,78;1,65;25;12;129,58
Sun;10;07;2016;01:30;235,33;42,5;22,38;1,73;25;15;128,72
Sun;10;07;2016;01:45;228,88;40,47;23,43;1,74;25;10;128,23
Sun;10;07;2016;02:00;233,32;39,64;22,54;1,62;25;15;129,52
Sun;10;07;2016;02:15;230,99;42,07;22,55;1,78;25,2;12;127,39
Sun;10;07;2016;02:30;235,77;42,01;23,52;1,59;25;13;130,65
Sun;10;07;2016;02:45;227,74;39,02;21,75;1,78;24,8;11;129,39
Sun;10;07;2016;03:00;229,46;40,73;22,44;1,61;25;13;126,68
Sun;10;07;2016;03:15;234,9;42,9;23,7;1,75;25;13;128,55
Sun;10;07;2016;03:30;227,97;39,16;21,55;1,73;25;12;128,54
Sun;10;07;2016;03:45;230,72;40,77;23,03;1,64;25;12;128,29
Sun;10;07;2016;04:00;232,05;41,94;23,51;1,77;25;10;129,83
Sun;10;07;2016;04:15;229,1;39,02;22,05;1,59;25;15;126,45
Sun;10;07;2016;04:30;229,77;41,94;21,67;1,77;25;11;128,38
Sun;10;07;2016;04:45;229,77;40,94;22,96;1,66;24,5;13;126,7
Sun;10;07;2016;05:00;229,31;39,36;23,72;1,7;25;11;128,54
Sun;10;07;2016;05:15;232,73;41,97;21,49;1,77;25;13;129,51
Sun;10;07;2016;05:30;228,43;40,84;22,06;1,59;25;12;126,94
Sun;10;07;2016;05:45;230,21;39,5;23,53;1,78;25;11;129,41
Sun;10;07;2016;06:00;230,03;42,35;21,38;1,59;25;12;127,71
Sun;10;07;2016;06:15;227,66;40,28;23,29;1,78;24,5;11;126,81
Sun;10;07;2016;06:30;230,8;39,31;23,09;1,68;25;14;127,72
Sun;10;07;2016;06:45;227,77;42,03;21,37;1,68;25;10;127,68
Sun;10;07;2016;07:00;231,53;40,16;23,49;1,79;25;12;129,09
Sun;10;07;2016;07:15;231,13;40,88;23,29;1,59;25;12;128,36
Sun;10;07;2016;07:30;229,9;42,67;21,27;1,76;25;11;128,2
Sun;10;07;2016;07:45;232,42;39,76;23,69;1,59;24,5;14;128,88
Sun;10;07;2016;08:00;225,86;40,15;23,48;1,75;25;10;125,48
Sun;10;07;2016;08:15;231,54;42,56;21,95;1,64;25;13;127,4
Sun;10;07;2016;08:30;229,49;40,38;21,85;1,71;25;11;129,55
Sun;10;07;2016;08:45;231,06;39,73;22,57;1,75;25;14;128,02
Sun;10;07;2016;09:00;234,54;42,84;23,69;1,6;25;11;130,41
Sun;10;07;2016;09:15;231,25;41,01;22,69;1,78;25;13;127,77
Sun;10;07;2016;09:30;230,32;39,7;21,82;1,59;25;12;130,22
Sun;10;07;2016;09:45;235,64;42,76;23,48;1,77;25;12;130,63
Sun;10;07;2016;10:00;235,66;40,82;23,19;1,66;25;14;130,99
Sun;10;07;2016;10:15;232,76;40,07;23,24;1,69;25;11;131,76
Sun;10;07;2016;10:30;236,15;42,88;21,89;1,77;25;15;129,61
Sun;10;07;2016;10:45;234,87;40,92;24,38;1,59;25;12;130,99
Sun;10;07;2016;11:00;235,91;40,15;22,99;1,77;25;15;130,99
Sun;10;07;2016;11:15;236,94;42,5;23,9;1,62;25;12;131,92
Sun;10;07;2016;11:30;240,36;41,83;23,29;1,76;25;16;132,49
Sun;10;07;2016;11:45;231,12;40,01;21,03;1,75;25;12;131,33
Sun;10;07;2016;12:00;241,41;42,68;24,79;1,61;25,5;15;131,83
Sun;10;07;2016;12:15;235,7;41,67;23,97;1,77;25;12;131,28
Sun;10;07;2016;12:30;237,25;40,1;23,77;1,59;25;16;130,78
Sun;10;07;2016;12:45;237,9;41,99;21,43;1,79;25;15;132,7
Sun;10;07;2016;13:00;237,61;42;24,67;1,73;25;12;132,22
Sun;10;07;2016;13:15;240,48;40,5;23,97;1,65;25;17;132,35
Sun;10;07;2016;13:30;238,84;42,15;24,18;1,81;25,5;13;132,2
Sun;10;07;2016;13:45;237,05;41,67;22,65;1,59;25;15;131,15
Sun;10;07;2016;14:00;236,88;39,8;24,37;1,81;25;13;132,9
Sun;10;07;2016;14:15;247,89;42,89;24,64;1,64;25,2;17;136,52
Sun;10;07;2016;14:30;244,19;41,97;21,27;1,75;25,3;14;139,9
Sun;10;07;2016;14:45;245,7;39,72;24,1;1,79;25;15;140,1
Sun;10;07;2016;15:00;242,74;42,96;24,35;1,59;25;16;132,84
