WiseMetering realtime, exported on November 19, 2016 17:48, by Pedro Castanheira of Vodafone.;;;;;;;;;;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ GERAL FAR (KWh);EA+ GERAL 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ GERAL MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ GERAL PTM (KWh);EA+ GERAL 2 SNT (KWh);EA+ GERAL FMC (KWh)
Thu;25;02;2016;20:45;387,06;20;66,61;29;21;6;14;16,22;45;46;8,43;27,68;43;6;16,11;22
Thu;25;02;2016;21:00;379,36;19;65,59;30;19;6;14;15,64;44;46;8,13;28,96;42;5;16,04;20
Thu;25;02;2016;21:15;385,19;20;66,57;30;20;6;16;15,61;43;46;8,42;27,51;43;5;16,08;22
Thu;25;02;2016;21:30;381,99;19;63,78;30;20;6;14,5;16,16;44;45;8,66;28,82;42;5;16,08;23
Thu;25;02;2016;21:45;363,46;20;47,48;29;21;6;14;15,75;44;46;8,52;27,62;43;5;16,08;20
Thu;25;02;2016;22:00;401,23;19;82,62;30;20;7;15;15,53;44;46;8,43;28,6;42;5;16,06;22
Thu;25;02;2016;22:15;382,66;19,5;65,33;29,5;20;6;15,5;15,46;43;45;8,33;27,95;43;5;16,09;23
Thu;25;02;2016;22:30;383,22;19,5;66,65;29,5;19;6;13,5;15,29;44;46;8,37;28,4;43;6;16,01;22
Thu;25;02;2016;22:45;385,6;19;65,65;30;21;6;14;14,98;44;46;8,77;28,12;44;5;16,08;23
Thu;25;02;2016;23:00;381,59;20;64,56;29;20;6;17;15,14;44;45;8,62;28,17;42;4;16,1;22
Thu;25;02;2016;23:15;382,71;19;65,21;30;20;6;14,5;15,47;44;46;8,17;28,28;42;6;16,08;22
Thu;25;02;2016;23:30;380,56;19;65,48;30;20;6;13,5;14,97;44;46;8,66;27,96;43;5;16;21
Thu;25;02;2016;23:45;378,73;20;64,81;29;19;6;14;15,01;45;45;8,48;28,37;43;4;16,05;21
Fri;26;02;2016;00:00;381,01;17;66,05;30;20;6;16;15,52;44;46;8,48;27,91;42;5;16,05;21
Fri;26;02;2016;00:15;374,66;17;63,21;30;20;6;14;15,01;44;45;8,21;28,14;42;5;16,09;21
Fri;26;02;2016;00:30;382,2;19;66,84;30;20;6;14;14,94;44;46;8,32;28,04;42;5;16,06;22
Fri;26;02;2016;00:45;383,29;20;63,2;29;20;7;15;15,38;44;48;8,73;27,99;42;5;15,99;22
Fri;26;02;2016;01:00;374,42;19;64,44;30;20;5;16;15,17;43;43;8,56;28,2;41;5;16,06;20
Fri;26;02;2016;01:15;379,47;19;65,51;30;21;6;13;14,92;44;46;8,15;27,88;41;5;16,02;22
Fri;26;02;2016;01:30;380,46;19;64,47;30;20;7;15;15,24;44;45;8,56;28,12;41;5;16,07;22
Fri;26;02;2016;01:45;378,75;19;65,2;30;20;5;15,5;15,36;43;46;8,7;27,91;42;5;16,08;20
Fri;26;02;2016;02:00;378,46;19;66,56;28;20;7;14,5;14,93;44;45;8,16;28,26;41;5;16,05;21
Fri;26;02;2016;02:15;377,57;19;64,43;30;21;6;14;15,05;43;46;8,42;27,7;41;4;15,98;22
Fri;26;02;2016;02:30;381,77;20;64,41;30;23;6;14;15,52;44;45;8,38;28,41;42;5;16,05;20
Fri;26;02;2016;02:45;375,41;18;63,3;29;20;6;16;14,93;44;45;8,49;27,63;41;5;16,06;21
Fri;26;02;2016;03:00;350,49;21;31,37;29;21;6;14;14,91;45;46;8,54;28,64;42;5;16,03;22
Fri;26;02;2016;03:15;414,35;18;97,71;30;23,18;7;14;15,49;44;47;8,42;27,5;40;5;16,04;21
Fri;26;02;2016;03:30;383,33;20;65,3;30;22,08;4;15;15,06;44;49;8,12;28,7;41;4;16,07;21
Fri;26;02;2016;03:45;384,76;19;63,66;29;22,08;8;16;14,91;44;48;8,55;27,53;41;5;16,03;22
Fri;26;02;2016;04:00;378,52;19;64,06;29;22,08;5;14;15,35;43;48;8,57;28,48;41;5;15,97;20
Fri;26;02;2016;04:15;380,71;18;65,21;29;22,08;6;13;15,2;44;48;8,52;27,59;42;5;16,11;21
Fri;26;02;2016;04:30;384,8;20;62,96;30;22,08;7;16;14,88;44;47;8,38;28,51;41;5;15,99;22
Fri;26;02;2016;04:45;379,74;19;64,6;30;23,18;5;15;15,22;43;47;8,14;27,54;41;4;16,06;21
Fri;26;02;2016;05:00;379,78;19;62,7;29;22,08;7;14;15,29;44;47;8,31;28,4;41;5;16;21
Fri;26;02;2016;05:15;381,03;19;65,56;29;22,08;5;14;14,91;44;47;8,71;27,76;42;5;16,01;21
Fri;26;02;2016;05:30;376,83;18,5;62,98;30;22,08;6;14,5;15,13;43;46;8,47;28,15;40;4;16,03;22
Fri;26;02;2016;05:45;380,24;18,5;64,31;30;22,08;7;15,5;15,46;44;45;8,41;27,95;41;5;16,03;20
Fri;26;02;2016;06:00;380,86;20;64,26;30;23,18;5;14;14,93;43;47;8,51;27,91;41;4;16,06;22
Fri;26;02;2016;06:15;378,57;19;63,5;28;22,08;7;14;15,07;45;44;8,52;28,32;41;5;16,08;22
Fri;26;02;2016;06:30;379,85;19;65,27;30;23,18;5;15;15,5;44;45;8,31;27,6;40;5;16;21
Fri;26;02;2016;06:45;378,95;19;62,95;30;22,08;7;15;14,95;44;45;8,33;28,63;41;5;16,01;20
Fri;26;02;2016;07:00;382,17;19;65,43;30;22,08;6;14;15,48;44;46;8,54;28,57;41;4;16,07;22
Fri;26;02;2016;07:15;379,3;19;62,14;29;22,08;6;14,5;15,93;44;45;8,11;29,5;41;5;16,05;22
Fri;26;02;2016;07:30;378,17;19;64,11;30;23,18;6;14,5;15,04;44;45;8,44;28,89;40;4;16;20
Fri;26;02;2016;07:45;380,15;19;63,24;31;23,18;6;14;14,99;43;46;8,32;29,38;41;4;16,04;21
Fri;26;02;2016;08:00;383,1;19;63,24;29;23,18;6;16;17,12;44;45;8,34;29,14;40;5;16,07;22
Fri;26;02;2016;08:15;380,14;20;61,92;30;22,08;6;14,5;16,51;44;46;8,5;29,58;41;4;16,06;20
Fri;26;02;2016;08:30;381,51;19;63,61;30;23,18;6;14;16,6;43;45;8,78;29,31;41;5;16,03;21
Fri;26;02;2016;08:45;382,87;18;62,09;31;22,08;6;15;17,33;44;46;8,64;29,67;41;4;16,07;22
Fri;26;02;2016;09:00;385;19;63,76;30;23,18;5;17,5;16,74;45;45;8,7;29,08;40;5;16,04;21
Fri;26;02;2016;09:15;389,1;19;65,71;31;23,18;7;15;16,75;43;45;8,45;28,91;41;6;16,1;23
Fri;26;02;2016;09:30;391,48;20;66,05;30;22,08;6;16;18;44;46;9,47;29,58;41;5;16,31;22
Fri;26;02;2016;09:45;398,31;19;68,67;31;23,18;7;18;17,86;45;46;8,56;29,66;41;6;16,39;21
Fri;26;02;2016;10:00;395,37;19;68,95;30;22,08;6;16;17,84;44;46;9,21;29,85;40;6;16,43;24
Fri;26;02;2016;10:15;358,27;18;33,03;31;22,08;7;17;18,61;45;46;8,21;28,94;39;6;16,39;22
Fri;26;02;2016;10:30;429,69;19;104,59;30;23,18;6;16;17,83;45;46;9,48;29,43;39;5;16,19;23
Fri;26;02;2016;10:45;396,41;20;66,89;31;22,08;6;17;17,84;45;46;8,55;29,99;40;6;16,08;24
Fri;26;02;2016;11:00;393,23;18;66,86;30;23,18;7;17;18,38;45;46;9,52;30,26;39;6;16,04;21
Fri;26;02;2016;11:15;392,76;19;66,87;32;23,18;6;16,5;18,02;44;47;9,17;29,96;39;6;16,08;20
Fri;26;02;2016;11:30;387,4;19;66,75;30;22,08;7;16;17,66;45;44;8,76;30,1;39;5;16,06;21
Fri;26;02;2016;11:45;389,92;19,33;66,31;30;22,08;6;17,5;17,93;45;45;8,65;29,99;40;6;16,13;20
Fri;26;02;2016;12:00;386,55;19,33;66,9;30,33;22,08;7;15;17,19;44;44;9,28;29,87;40;5;16,57;20
Fri;26;02;2016;12:15;392,84;19,33;66,87;30,33;23,18;6;18;17,54;45;44;8,63;29,59;42;5;17,36;20
Fri;26;02;2016;12:30;390,38;19,33;67,69;30,33;22,08;7;15,5;18,34;45;44;8,87;30,05;40;5;17,2;20
Fri;26;02;2016;12:45;387,16;19,33;65,51;30,5;23,18;6;15,5;17,72;45;43;9,44;29,7;39;6;17,27;20
Fri;26;02;2016;13:00;383,85;19,33;64,38;30,5;22,08;7;15;17,27;45;44;8,89;29,61;38;5;16,79;21
Fri;26;02;2016;13:15;386,84;19;64,52;30;22,74;6;17;17,43;46;44;8,23;29,87;40;6;16,06;20
Fri;26;02;2016;13:30;386,62;19;64,4;31;22,74;6;16;16,76;45;44;9,07;29,58;42;5;16,08;20
Fri;26;02;2016;13:45;387,47;19;65,54;30;22,74;6;15,5;16,36;45;44;8,07;30,22;42;6;16,05;21
Fri;26;02;2016;14:00;390,88;19,5;65,66;30,5;22,74;6;16;16,89;46;44;9,2;30,38;43;5;16,01;20
Fri;26;02;2016;14:15;389,19;19,5;65,69;30,5;22,74;6;14,5;16,66;45;47;9,6;28,75;41;5;16,25;21
Fri;26;02;2016;14:30;395,21;19;66,51;31;23,18;6;17;16,13;45;48;8,82;30,16;42;6;16,41;20
Fri;26;02;2016;14:45;395,81;20;66,83;30;22,08;7;16;16,8;45;48;9,71;30;42;5;16,4;21
Fri;26;02;2016;15:00;398,91;20,5;66,6;31,5;23,18;6;17;17,14;45;48;9,04;30,55;42;6;16,4;20
Fri;26;02;2016;15:15;390,7;20,5;65,86;31,5;22,08;7;15;17,08;44;46;9,33;29,85;41;5;16,5;20
Fri;26;02;2016;15:30;396,16;20;65,55;32;23,18;7;16;18,12;45;47;8,73;29,27;41;7;16,31;20
Fri;26;02;2016;15:45;399,14;20;65,4;31;23,18;6;15,5;17,74;45;46;9,43;33,47;42;8;16,43;20
Fri;26;02;2016;16:00;392,25;20;65,34;30;22,08;6;16;17,23;44;45;10,14;30,14;43;7;16,33;20
Fri;26;02;2016;16:15;395,54;20;64,36;31;23,18;7;14,5;17,38;46;46;9,04;29,66;43;8;16,42;20
Fri;26;02;2016;16:30;390,84;20;65,4;30;22,08;6;16,5;16,98;45;46;8,32;28,18;44;5;16,38;21
Fri;26;02;2016;16:45;378,06;20;67,83;31;23,18;6;15,5;16,16;46;42;8,13;17,85;42;6;16,41;20
Fri;26;02;2016;17:00;385,75;20;63,98;30;22,08;6;16;17,25;45;44;8,17;30,86;41;6;16,41;19
Fri;26;02;2016;17:15;388,12;20;65,07;31;22,08;6;16;16,98;45;44;8,4;30,17;41;5;16,43;21
Fri;26;02;2016;17:30;387,9;19;65,38;31;23,18;6;15;16,42;46;44;8,19;30,33;42;6;16,4;19
Fri;26;02;2016;17:45;387,86;20;65,64;31;22,08;6;16;17,1;45;44;8,03;29,7;41;6;16,32;20
Fri;26;02;2016;18:00;385,65;19;64,28;30;23,18;6;14,5;16,66;45;44;7,66;30,3;41;5;16,08;23
Fri;26;02;2016;18:15;385,49;20;63,25;31;22,08;7;15,5;14,95;44;45;8,04;30,58;40;5;16,09;23
Fri;26;02;2016;18:30;384,73;19;64,38;30;23,18;6;14;14,92;45;44;7,95;30,19;41;6;16,12;23
Fri;26;02;2016;18:45;378,42;20;62,49;30;22,08;6;15;14,89;45;44;7,6;29,3;40;5;16,07;21
Fri;26;02;2016;19:00;379,45;20;61,91;31;22,08;7;15;15,01;44;44;8,15;28,18;40;5;16,13;22
Fri;26;02;2016;19:15;376,87;19;61,17;30;22,08;6;15;15,53;44;44;7,64;28,39;41;5;16,06;22
Fri;26;02;2016;19:30;374,57;19;61,09;30;23,18;5;15;14,92;44;44;8,14;28,16;40;5;16,09;21
Fri;26;02;2016;19:45;374,64;20;60,19;30;22,08;6;14;14,9;45;44;7,85;28,5;40;4;16,12;22
Fri;26;02;2016;20:00;377,56;19;61,91;30;23,18;6;16;15,33;44;44;7,9;28,19;40;5;16,06;21
Fri;26;02;2016;20:15;372,33;19;61,09;30;22,08;6;13;14,75;45;44;7,97;28,37;40;4;16,07;21
Fri;26;02;2016;20:30;374,66;18;61,11;30;22,08;6;15;14,78;44;44;8,02;28,59;40;5;16,08;22
Fri;26;02;2016;20:45;376,19;19;60,11;30;23,18;6;15;15,18;45;44;7,78;27,88;41;5;16,05;21
Fri;26;02;2016;21:00;374;19;61,1;30;22,08;7;14;14,22;45;44;7,79;28,83;40;4;15,99;21
Fri;26;02;2016;21:15;372,54;18;61,12;29,5;22,08;6;15;14,17;45;44;7,64;28,13;40;5;15,9;21
Fri;26;02;2016;21:30;367,84;18;60,1;29,5;22,08;6;14;14,93;43;44;7,78;28,44;40;4;16,02;20
Fri;26;02;2016;21:45;378,87;19;61,11;30;23,18;6;16;14,74;44;46;8,24;28,58;40;5;16,02;21
Fri;26;02;2016;22:00;366,12;18;61,08;29;22,08;6;13,5;14,74;44;42;7,68;28,09;40;4;15,96;20
Fri;26;02;2016;22:15;374,56;18;60,03;29,5;23,18;6;15,5;14,9;45;44;7,65;28,79;40;5;16,01;21
Fri;26;02;2016;22:30;369,63;18;61,03;29,5;22,08;6;14;14,15;44;44;8,04;27,84;40;4;16;21
Fri;26;02;2016;22:45;369,05;17;60,04;30;22,08;6;15;14,19;44;43;7,75;28,96;40;5;16,04;20
Fri;26;02;2016;23:00;368,45;18;61,02;28;22,08;6;14;14,72;44;44;7,79;27,78;40;4;16,06;21
Fri;26;02;2016;23:15;373,98;18;61,01;30;23,18;6;15;14,77;43;44;7,96;28,95;40;5;16,11;21
Fri;26;02;2016;23:30;369,72;18;60;29;22,08;6;15;14,75;45;44;7,85;27,99;40;4;16,06;20
Fri;26;02;2016;23:45;372,68;17;60,96;30;22,63;6;14,5;14,73;45;44;7,88;28,96;40;4;16,04;21
Sat;27;02;2016;00:00;371,5;19;60,99;30;22,63;6;14,5;14,2;44;44;7,88;27,39;40;5;15,92;20
Sat;27;02;2016;00:15;371,27;19;59,95;30;22,08;6;14,5;14,19;44;44;8,1;28,53;41;4;15,92;20
Sat;27;02;2016;00:30;370,99;18;60,93;29;22,08;6;15,5;14,69;44;44;8,54;27,38;40;4;15,87;21
Sat;27;02;2016;00:45;371,94;19;60,94;30;22,08;6;13,5;14,15;45;44;7,87;28,49;40;5;15,91;20
Sat;27;02;2016;01:00;369,82;18;60,93;30;22,08;6;15,5;14,24;44;44;7,64;27,48;40;4;15,95;20
Sat;27;02;2016;01:15;372,11;19;59,92;29;23,18;6;14;14,83;44;44;8,05;28,24;40;5;15,89;21
Sat;27;02;2016;01:30;370,55;18;60,89;30;22,08;7;14,5;14,48;44;43;7,97;27,71;40;4;15,92;21
Sat;27;02;2016;01:45;370,82;18;59,9;30;22,08;6;15;14,57;44;44;8,17;28,21;41;4;15,9;20
Sat;27;02;2016;02:00;365,91;18;60,88;28;22,08;5;14;14,67;44;44;7,75;27,61;39;5;15,92;20
Sat;27;02;2016;02:15;368,6;18;59,87;29;22,08;7;15,5;14,09;43;44;7,86;28,34;40;4;15,87;20
Sat;27;02;2016;02:30;366,68;18;60,86;30;22,08;5;13,5;14,16;44;43;7,66;27,51;40;5;15,91;20
Sat;27;02;2016;02:45;369,03;18;59,83;28;22,08;7;14,5;14,52;44;44;7,79;28,44;40;4;15,87;21
Sat;27;02;2016;03:00;372,47;18;60,89;30;23,18;6;15;14,1;44;46;7,87;27,52;40;4;15,92;20
Sat;27;02;2016;03:15;367,04;18;59,87;30;22,08;6;15;14,19;44;41;7,74;28,28;40;5;15,89;20
Sat;27;02;2016;03:30;365,63;18;60,86;28;22,08;5;14;14,54;44;44;7,87;27,38;40;4;15,9;20
Sat;27;02;2016;03:45;367,86;17;59,87;30;20,97;7;14;14,08;45;43;7,71;28,32;40;5;15,91;20
Sat;27;02;2016;04:00;370,33;19;60,88;30;23,18;6;15;14,19;44;44;7,67;27,5;40;4;15,92;19
Sat;27;02;2016;04:15;363,46;18;59,82;28;22,08;6;14;14,6;44;43;7,8;28,3;38;4;15,87;20
Sat;27;02;2016;04:30;372,92;17;60,86;30;23,18;6;16;14,05;44;44;7,68;27,26;40;5;15,89;22
Sat;27;02;2016;04:45;370,53;19;59,82;29;22,08;7;14;14,18;45;44;8,06;28,54;40;4;15,85;20
Sat;27;02;2016;05:00;362,53;17;60,83;28;22,08;5;14;14,6;43;43;7,83;27,33;40;5;15,86;19
Sat;27;02;2016;05:15;368,36;19;59,82;30;20,97;6;14;13,97;44;44;8,19;28,44;40;4;15,95;20
Sat;27;02;2016;05:30;369,85;18;59,79;29;23,18;7;15,5;14,15;44;44;8,02;27,34;40;4;15,87;20
Sat;27;02;2016;05:45;366,05;18;60,8;28;22,08;5;14,5;14,65;43;43;7,56;28,48;40;5;15,98;20
Sat;27;02;2016;06:00;369,02;18;59,8;30;23,18;7;14;13,95;44;44;7,85;27,36;40;4;15,88;20
Sat;27;02;2016;06:15;366,74;18;60,77;29,5;22,08;5;15;14,13;44;43;7,93;28,43;39;4;15,9;20
Sat;27;02;2016;06:30;367,11;18;59,79;29,5;22,08;7;14;14,62;44;43;7,67;27,55;39;5;15,91;20
Sat;27;02;2016;06:45;369,32;18;59,77;30;22,08;6;15,5;13,96;44;44;7,86;28,22;40;4;15,93;20
Sat;27;02;2016;07:00;364,53;17;60,79;29;22,08;5;13,5;13,88;43;44;7,83;27,56;40;5;15,9;20
Sat;27;02;2016;07:15;370,99;18;60,69;29,5;22,08;7;15,5;14,29;44;44;7,78;28,24;40;4;15,92;20
Sat;27;02;2016;07:30;367,21;18;60,46;29,5;23,18;5;14;13,75;45;43;7,69;27,73;40;4;15,91;20
Sat;27;02;2016;07:45;367,99;19;59,79;30;22,08;7;14,5;13,83;44;44;7,72;28,19;39;4;15,89;19
Sat;27;02;2016;08:00;368,05;17;60,83;30;22,08;6;15;14,27;45;43;7,87;28,12;39;4;15,89;20
Sat;27;02;2016;08:15;365,85;18;60,83;29;22,08;6;14;13,81;43;44;7,58;27,63;39;5;15,93;20
Sat;27;02;2016;08:30;365,75;17;59,79;29;22,08;6;15;13,88;44;44;7,74;28,04;39;4;15,9;20,33
Sat;27;02;2016;08:45;368,99;18;60,8;30;23,18;5;14;14,3;44;44;7,74;27,76;40;4;15,87;20,33
Sat;27;02;2016;09:00;369,1;18;59,82;30;22,08;7;15,5;13,82;44;43;7,49;28,15;40;4;15,91;20,33
Sat;27;02;2016;09:15;366,73;18;60,86;29;22,08;5;14;13,82;44;44;7,85;28,25;40;4;15,87;20
Sat;27;02;2016;09:30;372,86;18;60,83;31;22,08;7;15;14,31;44;45;8;27,61;39;5;16,02;20
Sat;27;02;2016;09:45;364,16;18;59,86;30;20,97;5;14,5;13,87;43;44;7,88;28,21;39;4;15,87;20
Sat;27;02;2016;10:00;340,29;18;29,15;29;23,18;7;14;13,87;45;44;7,64;28,49;40;4;15,96;21
Sat;27;02;2016;10:15;400,34;18;91,55;31;23,18;5;15;14,4;44;44;7,89;27,45;39;4;15,87;20
Sat;27;02;2016;10:30;372,23;18;60,88;30;22,08;8;15;13,8;44;44;7,94;28,53;40;4;16;20
Sat;27;02;2016;10:45;368,11;18;59,9;29;22,08;6;13,5;13,83;44;45;7,53;27,34;40;5;15,93;21
Sat;27;02;2016;11:00;370,58;18;60,89;30;20,97;5;15,5;15,01;44;44;7,68;28,5;40;4;16,04;21
Sat;27;02;2016;11:15;369,8;18;60,93;30;23,18;7;14;14,43;45;43;7,77;27,43;39;4;16,06;20
Sat;27;02;2016;11:30;368,22;18;59,93;29;23,18;5;15;14,35;44,5;44;7,69;28,51;39;4;16,07;20
Sat;27;02;2016;11:45;370,16;18;60,96;30;22,08;7;14;14,41;44,5;44;7,95;27,41;39;4;15,86;21
Sat;27;02;2016;12:00;369,92;20;61,01;29;22,08;5;15;13,95;44;44;7,57;28,43;40;4;15,89;20
Sat;27;02;2016;12:15;372,53;18;60,03;30;22,08;7;15;13,87;45;44;7,99;27,52;40;5;16,04;21
Sat;27;02;2016;12:30;372,51;19;61;29;23,18;6;14,5;14,92;44;44;7,52;28,36;40;4;16,03;21
Sat;27;02;2016;12:45;369,25;19;61,04;31;22,08;5;14,5;14,34;43;43;7,6;27,63;41;4;16,07;20
Sat;27;02;2016;13:00;369,65;18;60,04;29;22,08;7;14;14,6;44;44;7,71;28,12;40;4;16,1;21
Sat;27;02;2016;13:15;374,12;20;61,07;30;22,08;6;15;15,21;44;45;7,8;28,01;39;4;15,97;21
Sat;27;02;2016;13:30;371,36;19;61,05;29;23,18;6;14;14,71;44;45;7,65;27,72;39;5;16,05;20
Sat;27;02;2016;13:45;373,1;18;60,08;30;23,18;6;16;14,63;45;45;8,02;28,08;39;4;16,11;20
Sat;27;02;2016;14:00;371,36;19;61,07;29;22,08;6;14;15,15;44;44;8,01;28,04;40;4;16,03;21
Sat;27;02;2016;14:15;372,48;19;61,09;30;22,08;6;14,5;14,7;44;45;8,12;27,93;40;4;16,06;20
Sat;27;02;2016;14:30;370,89;18,5;60,03;29,5;22,08;6;14,5;14,49;44;44;7,98;28,71;40;4;16,1;21
Sat;27;02;2016;14:45;375,09;18,5;61,05;29,5;23,18;6;15;15,11;45;45;7,67;28,08;39;5;15,99;21
Sat;27;02;2016;15:00;373,23;19;61,07;30;22,08;7;15;14,73;44;44;7,73;28,55;40;4;16,06;20
Sat;27;02;2016;15:15;369,27;18;60,11;29;22,08;6;13,5;14,59;45;44;7,8;28,09;40;4;16,11;21
Sat;27;02;2016;15:30;374,68;19;61,1;30;22,08;6;15,5;15,18;44;44;8,19;28,58;40;4;16,06;21
Sat;27;02;2016;15:45;366,82;19;60,12;28;23,18;5;14;14,7;44;45;7,73;28;38;4;16,08;20
Sat;27;02;2016;16:00;377,31;18;61,13;30;23,18;7;15;14,58;45;45;7,68;28,65;40;5;16,08;21
Sat;27;02;2016;16:15;373,95;19;60,48;30;22,08;6;14;15,16;45;44;7,63;28,46;41;4;16,13;21
Sat;27;02;2016;16:30;370,03;18;60,13;29;22,08;6;15;14,72;44;45;7,9;28,16;40;4;16,05;20
Sat;27;02;2016;16:45;375,88;19;61,11;30;22,08;6;15;14,56;45;44;7,79;28,28;41;4;16,08;22
Sat;27;02;2016;17:00;370,86;18;60,12;29;23,18;6;14;15,2;44;43;7,86;28,41;41;5;16,08;20
Sat;27;02;2016;17:15;369,01;18;61,12;29;22,08;6;14;14,75;44;44;7,68;28,38;40;4;16,01;20
Sat;27;02;2016;17:30;372,4;19;60,09;30;22,08;6;15;14,6;44;44;7,69;28,87;40;4;16,08;21
Sat;27;02;2016;17:45;375,93;19;60,05;29;23,18;7;14;15,86;45;45;7,72;28,05;41;5;16,07;20
Sat;27;02;2016;18:00;373,46;19;61,1;30;23,18;6;14;14,66;44;45;7,73;28,72;40;4;16,07;20
Sat;27;02;2016;18:15;367,76;18;60,07;29;22,08;5;15;14,42;44;44;7,88;28,26;39;5;16,06;20
Sat;27;02;2016;18:30;373,27;18;60,06;30;22,08;6;16,5;15,04;44;44;7,93;28,57;39;4;16,1;22
Sat;27;02;2016;18:45;373,57;19;61,03;28;20,97;7;14,5;14,74;45;46;7,89;28,4;41;4;16,04;20
Sat;27;02;2016;19:00;369,06;19;60,04;30;22,52;6;14;14,27;44;42;7,72;28,56;40;5;15,96;20
Sat;27;02;2016;19:15;373,84;19;61,06;30;22,52;6;14;14,68;45;45;8,13;28,53;40;4;15,92;20
Sat;27;02;2016;19:30;371,7;18;61,05;29;22,52;6;13,5;14,29;44;45;8,03;28,39;40;5;15,92;21
Sat;27;02;2016;19:45;369,05;18;60,05;29;22,52;5;14;14,58;45;44;8,17;28,81;40;4;15,93;20
Sat;27;02;2016;20:00;374,01;19;60,98;30;22,52;7;14;15,28;44;44;8,93;28,17;40;4;16,13;20
Sat;27;02;2016;20:15;372,39;20;60,05;30;22,08;6;13,5;14,47;44;45;8,54;28,79;39;5;15,97;20
Sat;27;02;2016;20:30;367,7;19;61;29;22,08;6;14;14,22;43;44;8,34;28,11;39;4;15,95;20
Sat;27;02;2016;20:45;371,82;18;60,99;29;22,08;6;14;14,73;44;44;7,46;28,64;40;5;15,93;22
Sat;27;02;2016;21:00;368,01;18;60,03;29;22,08;6;14;14,25;45;44;7,46;28,23;40;4;15,97;20
Sat;27;02;2016;21:15;373,17;20;61,01;30;22,08;6;14;14,1;44;44;8,42;28,68;41;4;15,88;20
Sat;27;02;2016;21:30;369,9;19;60,02;29;22,08;6;13,5;14,52;44;45;7,72;28,17;40;5;15,9;20
Sat;27;02;2016;21:45;368,39;18;61,02;29,5;22,08;6;14;14,69;44;44;7,51;28,67;39;4;15,93;20
Sat;27;02;2016;22:00;369,76;18;61;29,5;22,08;6;14;14,68;44;44;8,63;28,54;39;4,4;15,94;20
Sat;27;02;2016;22:15;370,69;19;59,99;30;22,08;6;13,5;14,66;44;45;7,84;28,3;40;4,4;15,93;20
Sat;27;02;2016;22:30;372,34;19;61,04;29;22,08;6;14;14,15;45;44;7,83;28,87;40;4,4;15,97;21
Sat;27;02;2016;22:45;369,01;19;60,02;29;22,08;7;14;14,09;44;44;7,36;28,19;40;4,4;15,88;20
Sat;27;02;2016;23:00;370,16;18;60,99;30;20,97;5;14;14,69;44;45;8,48;28,71;40;4,4;15,92;20
Sat;27;02;2016;23:15;368,32;19;60,01;29;22,08;6;14;14,12;45;44;7,43;28,75;39;4;15,93;20
Sat;27;02;2016;23:30;370,75;19;61,03;30;22,08;6;13,5;14,09;44;44;7,99;28,15;40;5;15,91;20
Sat;27;02;2016;23:45;370,42;18;60,04;29;22,08;6;14;14,68;44;45;7,73;28,97;41;4;15,92;20
Sun;28;02;2016;00:00;371,8;18;61,04;30;20,97;7;14;14,2;44;46;7,73;27,95;40;5;15,92;20
Sun;28;02;2016;00:15;367,73;18;60,03;30;22,08;6;13,5;13,99;44;42;8,25;28,95;40;4;15,93;21
Sun;28;02;2016;00:30;364,44;17;61,03;29;21,53;5;14;14,69;44;44;7,33;27,94;39;4;15,93;20
Sun;28;02;2016;00:45;370,03;18;60;30;21,53;6;14;14,2;44;44;8,48;28,9;40;5;15,93;20
Sun;28;02;2016;01:00;369,07;18;61;30;20,97;7;14;14;44;45;7,26;27,94;40;4;15,9;20
Sun;28;02;2016;01:15;370,2;17;60,96;29;22,08;6;14;14,64;44;44;8,66;28,84;40;5;16,02;20
Sun;28;02;2016;01:30;363,27;18;59,96;28;20,97;5;13,5;14,13;43;44;7,6;28,04;41;4;16,07;20
Sun;28;02;2016;01:45;372,54;18;59,98;31;22,08;7;14;13,94;45;44;8,74;28,69;40;4;16,11;20
Sun;28;02;2016;02:00;366,04;17;60,93;28;20,97;6;14;14,52;44;44;7,49;28,13;39;5;16,01;21
Sun;28;02;2016;02:15;368,25;18;59,97;29;22,08;6;13,5;14,5;44;45;8,77;28,5;39;4;15,94;20
Sun;28;02;2016;02:30;368,55;17;59,96;30;22,08;6;14;14,76;45;43;7,7;28,03;40;5;16,03;20
Sun;28;02;2016;02:45;366,45;17;60,94;28;20,97;6;14;14,48;44;44;7,84;28,17;41;4;16,05;20
Sun;28;02;2016;03:00;365,17;18;59,93;29;22,08;6;14;14,18;44;44;7,36;27,59;39;4;16,03;20
Sun;28;02;2016;03:15;368,34;17;59,94;30;22,08;6;14;14,04;44;44;7,95;28,26;40;5;16,06;20
Sun;28;02;2016;03:30;366,32;17;60,92;29;20,97;6;13,5;14,38;44;44;8,01;27,46;41;4;16,07;20
