Vodafone - Realtime Data;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;
At: January 30, 2018 16:22 (Europe/Lisbon);;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;
;;;;;;;;;;;
weekday;day;month;year;time;EA+ DTCs (KWh);EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ QGBT PT ALF2A7+A8 (KWh)
Mon;13;11;2017;13:15;221,82;40,31;21,99;1,72;24,8;11;122
Mon;13;11;2017;13:30;221,14;41,03;21,41;1,54;24,5;12;120,67
Mon;13;11;2017;13:45;220,45;40,75;21,83;1,77;24,5;10;121,61
Mon;13;11;2017;14:00;221,94;40,43;21,2;1,54;24;11;123,78
Mon;13;11;2017;14:15;220,72;41,03;21,96;1,76;24,7;9;122,28
Mon;13;11;2017;14:30;224,72;41,98;22,29;1,54;24,5;14;120,41
Mon;13;11;2017;14:45;223,58;42,62;20,88;1,76;24,8;11;122,53
Mon;13;11;2017;15:00;222,4;41,46;22,45;1,54;24,5;12;120,46
Mon;13;11;2017;15:15;222,12;40,89;21,24;1,74;24,5;11;122,75
Mon;13;11;2017;15:30;221,66;40,79;22,39;1,54;24,5;11;121,45
Mon;13;11;2017;15:45;229,45;43,89;23,43;1,79;24,5;13;122,85
Mon;13;11;2017;16:00;219,91;40,71;21,31;1,54;24,7;9;122,66
Mon;13;11;2017;16:15;224,04;41,66;22,43;1,77;24,8;11;122,37
Mon;13;11;2017;16:30;224,04;41,44;22,22;1,54;24,5;12;122,35
Mon;13;11;2017;16:45;225,69;43,28;23,97;1,73;24,5;12;120,21
Mon;13;11;2017;17:00;224,13;40,77;25,42;1,54;24,5;11;120,9
Mon;13;11;2017;17:15;219,7;41,14;23,64;1,74;24,2;8;120,98
Mon;13;11;2017;17:30;225,11;41,16;23,44;1,57;24,5;14;120,44
Mon;13;11;2017;17:45;222,78;42,93;24,38;1,71;24,8;9;119,97
Mon;13;11;2017;18:00;223,88;39,94;23,91;1,56;24,5;13;120,97
Mon;13;11;2017;18:15;215,34;39,35;20,24;1,71;24,5;7;122,54
Mon;13;11;2017;18:30;221,05;39,11;22,53;1,53;24,5;14;119,38
Mon;13;11;2017;18:45;217,59;41,46;21,06;1,71;24,2;9;120,16
Mon;13;11;2017;19:00;218,59;38,61;21,68;1,55;24,8;11;120,95
Mon;13;11;2017;19:15;216,94;37,71;22,44;1,67;24,5;11;119,63
Mon;13;11;2017;19:30;214,19;36,49;21,22;1,67;24;11;119,8
Mon;13;11;2017;19:45;218,64;39;22,3;1,53;24,5;10;121,31
Mon;13;11;2017;20:00;214,5;38,01;20,92;1,67;24,7;9;120,21
Mon;13;11;2017;20:15;216,35;37,36;21,71;1,55;24,3;12;119,43
Mon;13;11;2017;20:30;210,39;35,02;21,15;1,66;24,5;12;116,06
Mon;13;11;2017;20:45;215,28;36,85;21,6;1,63;24;11;120,21
Mon;13;11;2017;21:00;213,36;36,79;20,86;1,58;24,7;8;121,44
Mon;13;11;2017;21:15;217,53;37,88;21,72;1,67;24,5;13;118,76
Mon;13;11;2017;21:30;211,28;35,38;22,26;1,54;24,3;9;118,8
Mon;13;11;2017;21:45;218,19;36,59;21,06;1,67;24,5;12;122,36
Mon;13;11;2017;22:00;210,56;35,85;22;1,54;24,2;7;119,98
Mon;13;11;2017;22:15;215,59;37,47;20,94;1,68;24,5;14;117
Mon;13;11;2017;22:30;216,39;37,07;22,08;1,62;24,3;10;121,32
Mon;13;11;2017;22:45;215;35,7;21,46;1,59;24,5;13;118,76
Mon;13;11;2017;23:00;207,04;35,2;21,47;1,67;24;7;117,7
Mon;13;11;2017;23:15;214,84;37,48;21,46;1,54;24,7;12;117,67
Mon;13;11;2017;23:30;216,26;39,05;21,05;1,67;24,3;10;120,19
Mon;13;11;2017;23:45;213,09;34,52;21,98;1,64;24,5;12;118,45
Tue;14;11;2017;00:00;210,71;37,19;20,47;1,66;24;9;118,39
Tue;14;11;2017;00:15;209,06;34,73;21,69;1,58;24,7;9;117,37
Tue;14;11;2017;00:30;217,32;38,25;21,11;1,54;24,3;13;119,13
Tue;14;11;2017;00:45;213,06;35,61;21,67;1,67;24,5;11;118,61
Tue;14;11;2017;01:00;209,26;34,69;20,78;1,67;24;11;117,11
Tue;14;11;2017;01:15;210,25;36,52;21,17;1,54;24,7;8;118,32
Tue;14;11;2017;01:30;215,15;37,08;22,01;1,67;24,3;12;118,1
Tue;14;11;2017;01:45;211,68;36,87;20,77;1,58;24;10;118,46
Tue;14;11;2017;02:00;211,86;34,8;21,61;1,62;24,5;12;117,34
Tue;14;11;2017;02:15;208,19;36,03;20,86;1,67;24,2;7;118,44
Tue;14;11;2017;02:30;212,83;36,31;21,02;1,54;24,3;12;117,67
Tue;14;11;2017;02:45;212,15;37,47;21,56;1,68;24;10;117,44
Tue;14;11;2017;03:00;212,91;34,78;20,93;1,54;24,7;13;117,96
Tue;14;11;2017;03:15;208,64;36,18;21,73;1,67;24,3;8;116,76
Tue;14;11;2017;03:30;210,19;35,25;20,66;1,61;24;11;117,67
Tue;14;11;2017;03:45;211,87;37,41;21,47;1,59;24,2;9;118,19
Tue;14;11;2017;04:00;210,95;35,77;20,9;1,67;24,3;11;117,32
Tue;14;11;2017;04:15;211,95;36,05;21,04;1,54;24;11;118,32
Tue;14;11;2017;04:30;206,93;34,31;21,17;1,66;24,2;9;116,58
Tue;14;11;2017;04:45;210,23;36,9;21,15;1,55;24,3;10;116,33
Tue;14;11;2017;05:00;211,36;37,02;21,55;1,67;24,5;9;117,63
Tue;14;11;2017;05:15;214,26;36,17;20,61;1,66;24;14;117,82
Tue;14;11;2017;05:30;207,97;34,2;21,62;1,54;24,2;9;117,41
Tue;14;11;2017;05:45;211,94;36,08;20,52;1,67;24,3;12;117,37
Tue;14;11;2017;06:00;210,15;37,99;21,43;1,54;24;8;117,19
Tue;14;11;2017;06:15;209,05;35,05;20,45;1,66;24,2;11;116,69
Tue;14;11;2017;06:30;209,02;34,61;21,5;1,67;24,3;11;115,93
Tue;14;11;2017;06:45;209,95;36,03;20,22;1,54;24;11;117,16
Tue;14;11;2017;07:00;213,99;39,8;21,34;1,66;24,2;10;117
Tue;14;11;2017;07:15;211,05;37,01;21,04;1,54;24,3;10;117,16
Tue;14;11;2017;07:30;213,9;35,98;20,94;1,66;24,5;13;117,82
Tue;14;11;2017;07:45;210,49;35,86;21,74;1,59;24,2;10;117,11
Tue;14;11;2017;08:00;217,59;39,75;20,49;1,61;24,3;13;118,43
Tue;14;11;2017;08:15;213,11;38,26;22,42;1,67;24;8;118,76
Tue;14;11;2017;08:30;213,38;36,27;20,17;1,54;24,2;13;118,21
Tue;14;11;2017;08:45;215,32;36,87;21,87;1,66;24,5;11;119,42
Tue;14;11;2017;09:00;216,03;38,9;21,28;1,54;24,3;13;117,01
Tue;14;11;2017;09:15;217,34;40,53;21,31;1,71;24,5;10;119,29
Tue;14;11;2017;09:30;219,32;38,96;21,8;1,54;24;13;120,03
Tue;14;11;2017;09:45;217,17;38,44;20,86;1,7;24,7;13;118,45
Tue;14;11;2017;10:00;219,79;39,32;21,2;1,54;24,3;12;121,42
Tue;14;11;2017;10:15;221,57;40,96;21,2;1,71;24,5;12;121,2
Tue;14;11;2017;10:30;215,24;40,78;21,06;1,54;24;9;118,86
Tue;14;11;2017;10:45;223,14;39,17;21,88;1,72;24,7;15;120,68
Tue;14;11;2017;11:00;216,55;39,48;21,2;1,59;24,5;9;120,78
Tue;14;11;2017;11:15;221,96;40,83;21,96;1,67;24,8;12;120,7
Tue;14;11;2017;11:30;218,18;41,3;20,9;1,65;24,5;9;120,82
Tue;14;11;2017;11:45;225,18;39,47;22,04;1,61;24,5;15;122,56
Tue;14;11;2017;12:00;215,67;38,86;21,44;1,73;24,2;11;118,44
Tue;14;11;2017;12:15;219,07;40,34;21,46;1,54;24,5;11;120,23
Tue;14;11;2017;12:30;220,33;41,67;21,48;1,74;24,8;10;120,64
Tue;14;11;2017;12:45;217,47;40,27;21,27;1,54;24,5;11;118,89
Tue;14;11;2017;13:00;217,3;38,54;22,01;1,74;24,5;12;118,51
Tue;14;11;2017;13:15;219,31;39,54;20,94;1,54;24;9;124,29
Tue;14;11;2017;13:30;222,79;41,21;22;1,72;24,7;12;121,16
Tue;14;11;2017;13:45;218,77;41,84;21,47;1,55;24,8;9;120,11
Tue;14;11;2017;14:00;223,41;38,57;21,38;1,72;24,5;14;123,25
Tue;14;11;2017;14:15;220,76;39,11;22,32;1,61;24;11;122,72
Tue;14;11;2017;14:30;219,08;40,49;20,93;1,67;24,5;11;120,5
Tue;14;11;2017;14:45;222,89;42,42;22,01;1,73;24,7;10;122,03
Tue;14;11;2017;15:00;217,28;39,26;21,42;1,54;24,5;11;119,55
Tue;14;11;2017;15:15;220,03;39,29;21,48;1,74;24,8;12;120,73
Tue;14;11;2017;15:30;218,8;40,67;22,05;1,54;24,5;9;121,05
Tue;14;11;2017;15:45;223,11;42,31;21,24;1,74;24,5;12;121,33
Tue;14;11;2017;16:00;222,34;41,69;21,98;1,54;24,2;11;121,94
Tue;14;11;2017;16:15;221,69;38,5;21,54;1,71;24,5;13;122,43
Tue;14;11;2017;16:30;216,63;38,55;21,63;1,64;24,8;10;120,02
Tue;14;11;2017;16:45;219,74;40,58;21,34;1,62;24,5;10;121,7
Tue;14;11;2017;17:00;223,24;42,52;21,91;1,71;24,5;11;121,61
Tue;14;11;2017;17:15;218,47;38,95;21,5;1,54;24;11;121,49
Tue;14;11;2017;17:30;219,1;37,5;21,46;1,54;24,7;13;120,9
Tue;14;11;2017;17:45;215,84;40,26;21,87;1,53;25;9;118,18
Tue;14;11;2017;18:00;218,87;39,8;21,24;1,53;24,5;11;120,8
Tue;14;11;2017;18:15;220,08;38,27;21,43;1,54;24,3;12;122,54
Tue;14;11;2017;18:30;215,65;39,49;20,73;1,54;24,5;10;119,4
Tue;14;11;2017;18:45;215,01;38,65;21,87;1,54;24,5;10;118,45
Tue;14;11;2017;19:00;216,72;39,7;21,27;1,53;24,7;10;119,52
Tue;14;11;2017;19:15;217,63;37,98;20,96;1,54;24,3;12;120,85
Tue;14;11;2017;19:30;214,87;37,22;22,06;1,54;24,5;10;119,56
Tue;14;11;2017;19:45;214,04;38,34;21,07;1,54;24,5;9;119,59
Tue;14;11;2017;20:00;218,57;37,58;21,51;1,53;24,5;13;120,45
Tue;14;11;2017;20:15;211,04;36,68;20,73;1,53;24,2;10;117,9
Tue;14;11;2017;20:30;212,25;36,83;21,57;1,53;24,8;11;116,51
Tue;14;11;2017;20:45;213,9;37,92;21,62;1,53;24,5;9;119,33
Tue;14;11;2017;21:00;214,71;37,62;21,62;1,53;24;10;119,94
Tue;14;11;2017;21:15;215,72;36,68;21,65;1,53;24,5;13;118,36
Tue;14;11;2017;21:30;211,35;37;21,08;1,53;24,5;9;118,24
Tue;14;11;2017;21:45;214,87;37,62;21,81;1,54;24,5;10;119,41
Tue;14;11;2017;22:00;212,57;36,74;21,34;1,53;24,5;9;119,45
Tue;14;11;2017;22:15;215,32;36,99;22,05;1,54;24;12;118,75
Tue;14;11;2017;22:30;215,94;36,34;20,98;1,54;24,7;12;120,39
Tue;14;11;2017;22:45;215,14;38,45;21,5;1,53;24,3;9;120,35
Tue;14;11;2017;23:00;211,61;36,16;20,99;1,53;24,5;10;118,42
Tue;14;11;2017;23:15;209,05;36,4;21,88;1,53;24;9;116,25
Tue;14;11;2017;23:30;215,29;37,63;21,48;1,53;24,7;12;117,95
Tue;14;11;2017;23:45;212,53;36,66;20,89;1,53;24,3;10;119,16
Wed;15;11;2017;00:00;215,03;38,68;21,48;1,63;24,5;9;119,74
Wed;15;11;2017;00:15;209,66;34,94;20,76;1,44;24;11;117,53
Wed;15;11;2017;00:30;212,74;36,83;21,62;1,54;24,5;11;117,26
Wed;15;11;2017;00:45;212,22;36,64;20,48;1,54;24,5;11;118,05
Wed;15;11;2017;01:00;211,43;36,25;21,82;1,54;24,5;9;118,32
Wed;15;11;2017;01:15;211,76;37,83;20,34;1,53;24;10;118,07
Wed;15;11;2017;01:30;209,16;36,08;21,62;1,54;24,2;9;116,73
Wed;15;11;2017;01:45;210,14;36;20,88;1,54;24,8;9;117,93
Wed;15;11;2017;02:00;214,01;36,58;21,19;1,54;24;13;117,7
Wed;15;11;2017;02:15;210,42;37,87;21,54;1,54;24;8;117,48
Wed;15;11;2017;02:30;211,04;36,12;20,92;1,54;24,7;10;117,76
Wed;15;11;2017;02:45;209,81;36,43;21,83;1,54;24,3;9;116,71
Wed;15;11;2017;03:00;211,69;37,48;20,79;1,53;24;11;116,89
Wed;15;11;2017;03:15;212,83;36,85;21,2;1,54;24,2;13;116,04
Wed;15;11;2017;03:30;208,64;36,28;21,33;1,54;24,8;8;116,7
Wed;15;11;2017;03:45;208,43;36,13;20,7;1,54;24;10;116,06
Wed;15;11;2017;04:00;211,54;38;21,33;1,54;24;9;117,68
Wed;15;11;2017;04:15;210,48;36,23;20,86;1,54;24,5;10;117,36
Wed;15;11;2017;04:30;211,36;36,45;21,74;1,54;24;11;116,64
Wed;15;11;2017;04:45;207,93;36,66;20,46;1,54;24,5;8;116,77
Wed;15;11;2017;05:00;211,13;37,65;21,54;1,54;24,2;10;116,21
Wed;15;11;2017;05:15;210,56;36,16;21,16;1,54;24,3;10;117,4
Wed;15;11;2017;05:30;211,24;36,08;20,72;1,54;24;11;117,9
Wed;15;11;2017;05:45;211,07;37,18;21,43;1,54;24,2;10;116,72
Wed;15;11;2017;06:00;208,63;36,71;20,66;1,54;24,3;9;116,42
Wed;15;11;2017;06:15;210,12;36,14;21;1,53;24,5;10;116,96
Wed;15;11;2017;06:30;209,17;35,9;20,7;1,54;24;9;118,03
Wed;15;11;2017;06:45;214,43;38,59;21,53;1,54;24,2;12;116,57
Wed;15;11;2017;07:00;206,28;37,56;20,64;1,54;24,3;8;114,24
Wed;15;11;2017;07:15;209,42;37,77;21,32;1,54;24;10;114,8
Wed;15;11;2017;07:30;214,65;38,22;20,68;1,54;24,2;11;119,01
Wed;15;11;2017;07:45;214,76;38,98;21,19;1,54;24,3;12;116,76
Wed;15;11;2017;08:00;213,29;37,22;21,52;1,54;24,5;11;117,51
Wed;15;11;2017;08:15;213,09;38,06;20,24;1,54;24,2;10;119,06
Wed;15;11;2017;08:30;216,09;39,21;21,7;1,54;24,3;12;117,35
Wed;15;11;2017;08:45;214,18;38,49;20,69;1,54;24,5;10;118,96
Wed;15;11;2017;09:00;217,29;38,94;21,04;1,54;24;13;118,78
Wed;15;11;2017;09:15;216,86;39,97;20,72;1,54;24,7;10;119,94
Wed;15;11;2017;09:30;217,78;42,04;21,36;1,54;24,3;12;116,55
Wed;15;11;2017;09:45;218,47;39,93;21,79;1,54;24,5;11;119,73
Wed;15;11;2017;10:00;220,05;40,44;20,34;1,54;24,5;13;120,24
Wed;15;11;2017;10:15;218,13;40,06;21,75;1,54;24,5;14;116,29
Wed;15;11;2017;10:30;218,44;41,08;20,86;1,54;24,5;10;120,46
Wed;15;11;2017;10:45;220,7;40;21,68;1,54;24,7;12;120,78
Wed;15;11;2017;11:00;218,75;39,89;21,47;1,54;24,8;11;120,06
Wed;15;11;2017;11:15;215,62;41,27;21,02;1,54;24,5;8;119,29
Wed;15;11;2017;11:30;218,21;40,52;21,58;1,54;24;12;118,56
Wed;15;11;2017;11:45;219,41;40,54;21,21;1,54;24,5;11;120,63
Wed;15;11;2017;12:00;221,11;40,55;21,56;1,54;24,2;11;122,26
Wed;15;11;2017;12:15;220,04;41,94;21,86;1,54;24,8;11;118,9
Wed;15;11;2017;12:30;217,29;40,59;21,01;1,54;24,5;11;118,66
Wed;15;11;2017;12:45;222,73;40,41;22,13;1,53;24;13;121,65
Wed;15;11;2017;13:00;220,97;40,58;21,15;1,54;24,7;11;122
Wed;15;11;2017;13:15;220,93;41,33;22,12;1,53;24,3;11;120,65
Wed;15;11;2017;13:30;219,52;40,6;21,52;1,53;24,5;10;121,37
Wed;15;11;2017;13:45;219,59;40,84;21,37;1,53;24,5;10;121,34
Wed;15;11;2017;14:00;220,48;40,72;22,14;1,53;24;12;120,09
Wed;15;11;2017;14:15;220,03;42,3;20,78;1,53;24,7;9;121,72
Wed;15;11;2017;14:30;222,34;40,24;22,29;1,53;24,8;12;121,48
Wed;15;11;2017;14:45;221,23;41,22;21,82;1,54;24,5;12;120,15
Wed;15;11;2017;15:00;218,02;40,65;21,31;1,53;24,5;12;118,03
Wed;15;11;2017;15:15;224,11;43,19;22,32;1,54;24,5;10;122,56
Wed;15;11;2017;15:30;219,57;40,46;20,72;1,53;24,2;10;122,65
Wed;15;11;2017;15:45;223,88;41,35;22,49;1,53;25;12;121,5
Wed;15;11;2017;16:00;222,1;40,67;21,59;1,53;24,5;12;121,81
Wed;15;11;2017;16:15;220,51;41,92;21,55;1,53;24,3;11;120,21
Wed;15;11;2017;16:30;217,47;40,01;21,96;1,53;24,5;9;120,47
Wed;15;11;2017;16:45;223,02;40,23;20,92;1,54;25;13;122,33
Wed;15;11;2017;17:00;224,16;41,94;22,09;1,53;24,5;12;122,11
Wed;15;11;2017;17:15;218,63;40,11;21,26;1,53;24,5;10;121,22
Wed;15;11;2017;17:30;216,14;39,94;21,87;1,53;24;8;120,8
Wed;15;11;2017;17:45;220,8;40,6;21,6;1,53;25;11;121,07
Wed;15;11;2017;18:00;219,83;39,99;20,8;1,54;24,5;13;120,01
Wed;15;11;2017;18:15;213,98;38,99;21,05;1,53;24,5;9;118,91
Wed;15;11;2017;18:30;214,86;38,81;21,46;1,53;24,5;10;118,57
Wed;15;11;2017;18:45;221,83;40,44;21,2;1,53;24,2;13;121,45
Wed;15;11;2017;19:00;218,18;38,29;21,36;1,53;24,8;11;121,19
Wed;15;11;2017;19:15;216,9;37,82;21,91;1,54;24,5;11;120,13
Wed;15;11;2017;19:30;212,87;39,27;21;1,53;24;9;118,06
Wed;15;11;2017;19:45;217,65;38,13;21,39;1,54;24,7;12;119,89
Wed;15;11;2017;20:00;214,66;38,1;20,6;1,53;24,3;11;119,12
Wed;15;11;2017;20:15;212,26;37,68;21,79;1,53;24;9;118,26
Wed;15;11;2017;20:30;214,83;38,82;21,43;1,53;24,5;11;117,56
Wed;15;11;2017;20:45;207,84;36,87;20,87;1,53;24,2;8;116,37
Wed;15;11;2017;21:00;220,54;37,07;21,97;1,52;24,8;14;121,18
Wed;15;11;2017;21:15;213,45;38,17;20,96;1,52;24;9;119,81
Wed;15;11;2017;21:30;215,79;37,6;21,9;1,53;24,5;12;118,26
Wed;15;11;2017;21:45;208,96;36,99;20,58;1,52;24,2;7;118,66
Wed;15;11;2017;22:00;216,18;36,89;21,9;1,53;24,8;13;118,05
Wed;15;11;2017;22:15;213,95;38,29;20,99;1,53;24;9;120,14
Wed;15;11;2017;22:30;215,06;36,15;21,5;1,53;24,5;12;119,38
Wed;15;11;2017;22:45;209,2;36,46;21,16;1,53;24,5;8;117,55
Wed;15;11;2017;23:00;214,35;38,16;21,33;1,53;24,5;12;116,83
Wed;15;11;2017;23:15;211,45;35,73;21,85;1,52;24,5;9;118,85
Wed;15;11;2017;23:30;212,94;36,37;20,57;1,52;24;12;118,48
Wed;15;11;2017;23:45;211,02;38,12;21,32;1,53;24,2;10;115,86
Thu;16;11;2017;00:00;214,27;38,68;20,78;1,63;24,5;10;118,68
Thu;16;11;2017;00:15;213,45;34,04;21,61;1,43;24,8;12;119,57
Thu;16;11;2017;00:30;211,53;36,64;20,96;1,53;24;11;117,41
Thu;16;11;2017;00:45;214,54;38,59;20,72;1,53;24,2;12;117,51
Thu;16;11;2017;01:00;210,54;36,79;21,84;1,54;24,5;7;118,87
Thu;16;11;2017;01:15;213,44;36,5;20,34;1,53;24,3;13;117,77
Thu;16;11;2017;01:30;210,07;37,92;21,96;1,53;24;10;114,66
Thu;16;11;2017;01:45;213,28;37,05;20,91;1,53;24,2;11;118,59
Thu;16;11;2017;02:00;211,39;36,52;21,88;1,52;24,8;8;118,66
Thu;16;11;2017;02:15;209,39;37,5;20,4;1,53;24;10;115,95
Thu;16;11;2017;02:30;212,19;37,32;21,67;1,53;24,2;9;118,47
Thu;16;11;2017;02:45;211,89;37,09;21,23;1,53;24,3;10;117,74
Thu;16;11;2017;03:00;210,79;36,7;21,14;1,53;24;12;115,42
Thu;16;11;2017;03:15;210,19;38,51;21,5;1,53;24,2;8;116,45
Thu;16;11;2017;03:30;213,73;36,6;20,87;1,53;24,3;11;119,43
Thu;16;11;2017;03:45;205,58;36,63;21,28;1,53;24;8;114,14
Thu;16;11;2017;04:00;212,78;36,76;20,83;1,53;23,7;12;117,95
Thu;16;11;2017;04:15;211,75;37,76;21,8;1,53;24,3;8;118,35
Thu;16;11;2017;04:30;207,9;35,64;20,75;1,54;24;10;115,97
Thu;16;11;2017;04:45;206,95;36,46;21,52;1,53;24,2;9;114,23
Thu;16;11;2017;05:00;211,51;37,57;20,6;1,54;23,8;9;119,01
Thu;16;11;2017;05:15;211,75;36,31;21,7;1,54;24,2;10;118
Thu;16;11;2017;05:30;205,73;35,81;20,79;1,54;24,3;8;115,3
Thu;16;11;2017;05:45;213,12;36,12;21,36;1,54;24;12;118,1
Thu;16;11;2017;06:00;209,06;37,8;21,06;1,54;24,2;9;115,46
Thu;16;11;2017;06:15;208,87;35,46;21,08;1,54;24,3;11;115,5
Thu;16;11;2017;06:30;208,27;36,13;21,63;1,54;23,5;7;118,49
Thu;16;11;2017;06:45;213,6;37,85;20,76;1,54;24,2;12;117,26
Thu;16;11;2017;07:00;208,78;37,69;21,18;1,54;24,3;10;114,08
Thu;16;11;2017;07:15;211,17;37,24;20,98;1,53;24;12;115,42
Thu;16;11;2017;07:30;214,82;37,49;21,27;1,54;24,2;11;119,33
Thu;16;11;2017;07:45;210,72;39,12;21,04;1,53;23,8;9;116,22
Thu;16;11;2017;08:00;215,81;37,22;21,75;1,54;24,2;13;118,11
Thu;16;11;2017;08:15;212,15;37,25;20,74;1,53;24,3;8;120,33
Thu;16;11;2017;08:30;217,05;37,85;21,68;1,53;24;13;118,99
Thu;16;11;2017;08:45;208,25;38,56;21,26;1,54;24,2;9;113,69
Thu;16;11;2017;09:00;218,8;38,37;21,22;1,53;24,3;13;120,37
Thu;16;11;2017;09:15;217,99;38,77;21,8;1,54;24;11;120,89
Thu;16;11;2017;09:30;217,61;40,76;20,06;1,54;24,2;11;120,05
Thu;16;11;2017;09:45;220,16;39,88;21,87;1,54;24,5;11;121,37
Thu;16;11;2017;10:00;216,04;39,84;21,11;1,54;24,3;10;119,25
Thu;16;11;2017;10:15;218,96;39,52;21,66;1,54;24;13;119,24
Thu;16;11;2017;10:30;218,56;41,33;21,5;1,54;24,7;12;117,5
Thu;16;11;2017;10:45;219,64;40,24;21,42;1,54;24,3;12;120,15
Thu;16;11;2017;11:00;219,86;40,36;22,12;1,54;24,5;10;121,36
Thu;16;11;2017;11:15;220,61;41,55;21,07;1,53;24,5;12;119,95
Thu;16;11;2017;11:30;218,4;40,21;21,98;1,54;24;11;119,66
Thu;16;11;2017;11:45;220,52;40,35;20,95;1,53;24,7;13;119,99
Thu;16;11;2017;12:00;219,14;40,97;21,67;1,54;24,8;10;120,16
Thu;16;11;2017;12:15;223,37;41,54;21,66;1,54;24,5;12;122,14
Thu;16;11;2017;12:30;224,75;40,97;21,12;1,53;24,5;15;121,63
Thu;16;11;2017;12:45;218,3;40,39;21,67;1,53;24,5;10;120,21
Thu;16;11;2017;13:00;222,54;40,2;21,7;1,53;24,5;14;120,6
Thu;16;11;2017;13:15;218,3;40,54;20,95;1,53;24,7;11;119,58
Thu;16;11;2017;13:30;221,56;41,44;22,19;1,53;24,5;12;119,9
Thu;16;11;2017;13:45;221,94;40,32;21,21;1,53;24,8;12;122,07
Thu;16;11;2017;14:00;217,84;39,2;21,46;1,53;24,5;11;120,15
Thu;16;11;2017;14:15;221,8;42,22;21,63;1,53;24;12;120,41
Thu;16;11;2017;14:30;220,38;40,1;21,84;1,53;24,7;9;123,21
Thu;16;11;2017;14:45;220,96;41,8;20,97;1,53;24,5;12;120,16
Thu;16;11;2017;15:00;217,57;39,4;21,61;1,53;24,8;10;120,23
Thu;16;11;2017;15:15;222,36;41,32;21,77;1,53;24,5;11;122,24
Thu;16;11;2017;15:30;219,84;40,22;21,51;1,53;24,5;10;122,08
Thu;16;11;2017;15:45;218,75;40,02;21,25;1,53;24,5;9;122,45
Thu;16;11;2017;16:00;219,6;39,7;21,77;1,53;24,5;10;122,1
Thu;16;11;2017;16:15;219,05;40,41;21,86;1,53;24,7;9;121,55
Thu;16;11;2017;16:30;220,31;40,3;21,08;1,53;24,5;12;120,91
Thu;16;11;2017;16:45;218,56;40,25;21,61;1,53;24,8;9;121,36
Thu;16;11;2017;17:00;220,66;40,02;21,93;1,53;24,5;10;122,68
Thu;16;11;2017;17:15;219,17;40,1;21,27;1,53;24,5;10;121,77
Thu;16;11;2017;17:30;218,65;41,06;21,68;1,53;24,5;9;120,87
Thu;16;11;2017;17:45;218,13;40,14;20,68;1,53;24,5;10;121,29
Thu;16;11;2017;18:00;213,52;38,77;21,82;1,53;24,7;8;118,7
Thu;16;11;2017;18:15;219,05;40,77;21,26;1,53;24,8;11;119,7
Thu;16;11;2017;18:30;215,82;38,26;21,2;1,53;24,5;10;120,34
Thu;16;11;2017;18:45;214,32;38,3;21,61;1,53;24,5;10;118,39
Thu;16;11;2017;19:00;214,87;37,22;21,23;1,53;24;11;119,9
Thu;16;11;2017;19:15;215,08;39,31;20,6;1,53;24,7;10;118,94
Thu;16;11;2017;19:30;215,36;36,49;21,97;1,53;24,5;11;119,87
Thu;16;11;2017;19:45;214,21;36,49;21,16;1,53;24,8;9;121,22
Thu;16;11;2017;20:00;208,98;35,62;21,09;1,53;24,5;10;116,24
Thu;16;11;2017;20:15;213,43;36,62;21,48;1,53;24,5;11;118,3
Thu;16;11;2017;20:30;212,63;35,67;21,37;1,53;24,5;11;118,56
Thu;16;11;2017;20:45;210,83;35,75;21,22;1,53;24,2;10;118,13
Thu;16;11;2017;21:00;210,61;35,84;20,91;1,52;24,8;10;117,53
Thu;16;11;2017;21:15;209,5;35,64;21,8;1,53;24,5;8;118,03
Thu;16;11;2017;21:30;211,62;35,77;20,9;1,53;24,5;11;117,92
Thu;16;11;2017;21:45;209,35;36,61;21,29;1,53;24;9;116,92
Thu;16;11;2017;22:00;212,74;36,14;21,32;1,53;24,7;10;119,05
Thu;16;11;2017;22:15;213,88;35,4;20,91;1,53;24,8;11;120,25
Thu;16;11;2017;22:30;210,19;36,16;20,85;1,53;24,5;8;119,15
Thu;16;11;2017;22:45;209,76;35,41;21,51;1,53;24,5;11;115,82
Thu;16;11;2017;23:00;211,82;37,15;21,09;1,53;24;8;120,05
Thu;16;11;2017;23:15;210,08;35,01;21,14;1,53;24,7;9;118,69
Thu;16;11;2017;23:30;208,6;35,84;21,12;1,53;24,5;10;115,61
Thu;16;11;2017;23:45;209,53;35,33;20,76;1,53;24,3;9;118,61
Fri;17;11;2017;00:00;215,63;38,09;21,56;1,63;24,5;11;118,85
Fri;17;11;2017;00:15;207,18;34,2;21,05;1,44;24,5;9;116,99
Fri;17;11;2017;00:30;209,36;35,73;20,92;1,53;24,5;8;118,69
Fri;17;11;2017;00:45;211,38;35,21;21,74;1,53;24,5;11;117,39
Fri;17;11;2017;01:00;204,94;35,31;21,62;1,53;24,5;7;114,98
Fri;17;11;2017;01:15;210,2;35,82;20,6;1,53;24;10;118,25
