Vodafone - Realtime Data;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;
At: January 30, 2018 17:18 (Europe/Lisbon);;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;
Rate: 15 minutes;;;;;;;;;
Exported by WiseMetering;;;;;;;;;
;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC IT DTCs (KWh);EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh)
Mon;16;10;2017;05:00;78,24;13,1;15,37;11,16;38,61
Mon;16;10;2017;05:15;76,35;10,3;13,58;11,36;41,12
Mon;16;10;2017;05:30;75,18;12,2;9,6;10,77;42,62
Mon;16;10;2017;05:45;78,29;14,5;13,08;10,8;39,91
Mon;16;10;2017;06:00;74,16;9,3;13,44;11,59;39,83
Mon;16;10;2017;06:15;77,94;14,9;12,55;11,15;39,34
Mon;16;10;2017;06:30;74,41;9,8;12,95;10,55;41,12
Mon;16;10;2017;06:45;75,73;13,9;9,85;11,41;40,57
Mon;16;10;2017;07:00;72,33;7,9;12,32;11,29;40,81
Mon;16;10;2017;07:15;83,17;15;15,37;10,32;42,48
Mon;16;10;2017;07:30;71,71;10,4;10,09;11,36;39,87
Mon;16;10;2017;07:45;72,09;11,4;10,04;11,29;39,37
Mon;16;10;2017;08:00;80,5;12,6;14,49;10,82;42,59
Mon;16;10;2017;08:15;75,94;11,9;11,96;10,8;41,28
Mon;16;10;2017;08:30;76,19;12,9;11,77;11,84;39,69
Mon;16;10;2017;08:45;71,11;8,3;11,91;11,06;39,85
Mon;16;10;2017;09:00;78,97;15,1;10,83;10,55;42,49
Mon;16;10;2017;09:15;75,1;9,8;13,25;11,32;40,73
Mon;16;10;2017;09:30;78,8;13,7;14,19;11,29;39,62
Mon;16;10;2017;09:45;70,75;8,8;8,99;10,16;42,8
Mon;16;10;2017;10:00;78,8;15,3;11,28;11,24;40,98
Mon;16;10;2017;10:15;78,96;10,8;14,98;11,59;41,59
Mon;16;10;2017;10:30;74,6;12,1;11,95;10,57;39,98
Mon;16;10;2017;10:45;76,27;11,6;10,43;11,14;43,09
Mon;16;10;2017;11:00;79,93;12,7;12,38;11,21;43,64
Mon;16;10;2017;11:15;77,56;13,6;11,82;10,92;41,22
Mon;16;10;2017;11:30;75,2;8,8;13,34;11,29;41,78
Mon;16;10;2017;11:45;82,48;15,3;12,92;11,25;43,01
Mon;16;10;2017;12:00;72,29;9,4;9,03;11,17;42,69
Mon;16;10;2017;12:15;78,13;13,4;13,75;10,43;40,55
Mon;16;10;2017;12:30;76,48;9,1;14,1;11,72;41,56
Mon;16;10;2017;12:45;79,39;14,9;10,59;11,21;42,7
Mon;16;10;2017;13:00;75,76;10,1;11,62;11,64;42,41
Mon;16;10;2017;13:15;76,89;12,3;13,34;10,47;40,78
Mon;16;10;2017;13:30;78,63;12,6;12,31;11,24;42,48
Mon;16;10;2017;13:45;81,22;12,2;12,84;12,1;44,08
Mon;16;10;2017;14:00;78,93;12,6;12,12;10,92;43,29
Mon;16;10;2017;14:15;72,62;9,3;10,29;11,17;41,86
Mon;16;10;2017;14:30;80,38;15,1;14,16;11,02;40,1
Mon;16;10;2017;14:45;79,65;9,7;15,01;12,11;42,83
Mon;16;10;2017;15:00;78,31;13,8;9,41;10,53;44,57
Mon;16;10;2017;15:15;73,78;9,8;11,56;11,47;40,96
Mon;16;10;2017;15:30;84,71;15,8;13,91;11,35;43,65
Mon;16;10;2017;15:45;77,66;10,7;12,35;11,79;42,82
Mon;16;10;2017;16:00;79,9;12,5;12,24;11,51;43,65
Mon;16;10;2017;16:15;74,97;11,5;11,22;10,69;41,56
Mon;16;10;2017;16:30;78,69;12,8;11,13;12,17;42,6
Mon;16;10;2017;16:45;83,51;14,1;14,21;12,19;43,02
Mon;16;10;2017;17:00;72,89;9;11,9;10,31;41,67
Mon;16;10;2017;17:15;80,06;15,8;8,79;11,78;43,69
Mon;16;10;2017;17:30;75,5;9,9;13,57;11,26;40,78
Mon;16;10;2017;17:45;81,6;14,6;12,55;12,2;42,25
Mon;16;10;2017;18:00;74,5;9,2;10,96;10,15;44,2
Mon;16;10;2017;18:15;81,6;15;13,76;11,51;41,34
Mon;16;10;2017;18:30;75,18;10,8;12,12;12,05;40,22
Mon;16;10;2017;18:45;75,21;11,7;11,62;11,22;40,67
Mon;16;10;2017;19:00;78,02;13;13,95;11,2;39,88
Mon;16;10;2017;19:15;75,47;10,9;10,71;11,42;42,44
Mon;16;10;2017;19:30;76,29;12,7;12,95;11,97;38,68
Mon;16;10;2017;19:45;73,77;9,2;13,82;10,36;40,39
Mon;16;10;2017;20:00;79,51;15,7;10,86;12,06;40,89
Mon;16;10;2017;20:15;71,86;7,4;12,98;11,16;40,31
Mon;16;10;2017;20:30;78,67;14,8;13,81;10,94;39,12
Mon;16;10;2017;20:45;74,72;10,7;11,05;11,51;41,47
Mon;16;10;2017;21:00;78,07;14;12,68;11,24;40,15
Mon;16;10;2017;21:15;76,4;10,4;14,04;11,33;40,63
Mon;16;10;2017;21:30;71,87;11,1;10,64;10,8;39,33
Mon;16;10;2017;21:45;78,97;14,5;12,6;11,45;40,42
Mon;16;10;2017;22:00;72,69;8,6;13,5;11,27;39,32
Mon;16;10;2017;22:15;76,67;13,7;11,04;10,47;41,45
Mon;16;10;2017;22:30;75,29;9,7;13,19;11,64;40,76
Mon;16;10;2017;22:45;78,59;14,8;13,49;11,61;38,69
Mon;16;10;2017;23:00;69,5;8,2;10,77;10,63;39,9
Mon;16;10;2017;23:15;77,5;12,7;13,27;11,24;40,3
Mon;16;10;2017;23:30;75,72;11,7;13,06;11,5;39,47
Mon;16;10;2017;23:45;70,11;10,1;11,23;10,98;37,81
Tue;17;10;2017;00:00;74,47;12,2;14,32;10,5;37,46
Tue;17;10;2017;00:15;71,99;10,4;12,01;11,23;38,36
Tue;17;10;2017;00:30;74,28;14,6;10,88;11,31;37,49
Tue;17;10;2017;00:45;66,93;6,9;12,67;10,2;37,17
Tue;17;10;2017;01:00;76,75;14;12,99;11,32;38,44
Tue;17;10;2017;01:15;70,24;9,7;10,52;11,46;38,55
Tue;17;10;2017;01:30;74,33;13,5;13,49;10,25;37,09
Tue;17;10;2017;01:45;69,8;8,7;12,2;11,21;37,69
Tue;17;10;2017;02:00;74,12;13,4;10,79;11,57;38,37
Tue;17;10;2017;02:15;73,18;11,8;13,16;10,57;37,65
Tue;17;10;2017;02:30;70,61;9,7;12,93;10,69;37,28
Tue;17;10;2017;02:45;71,43;12,6;10,79;11,15;36,89
Tue;17;10;2017;03:00;70,82;9,6;13,85;10,06;37,3
Tue;17;10;2017;03:15;72,63;12,7;12,44;10,81;36,68
Tue;17;10;2017;03:30;68,64;9,3;11,17;11,17;37
Tue;17;10;2017;03:45;77,29;15;13,89;10,38;38,02
Tue;17;10;2017;04:00;67,99;6,8;12,61;10,95;37,64
Tue;17;10;2017;04:15;72,99;13,3;10,95;11,28;37,47
Tue;17;10;2017;04:30;71,46;9,7;13,57;10,45;37,75
Tue;17;10;2017;04:45;73,24;12,5;12,6;10,76;37,38
Tue;17;10;2017;05:00;68,72;9,3;10,89;11,18;37,35
Tue;17;10;2017;05:15;72,92;12,7;12,81;9,98;37,43
Tue;17;10;2017;05:30;72,17;11,4;12,08;10,71;37,98
Tue;17;10;2017;05:45;68,67;9,2;12,12;11,09;36,26
Tue;17;10;2017;06:00;72,78;12,7;13,64;10,19;36,26
Tue;17;10;2017;06:15;70,15;9,7;11,27;11,12;38,06
Tue;17;10;2017;06:30;72,15;12,2;11,78;11,32;36,85
Tue;17;10;2017;06:45;67,86;7,7;13,89;10,28;35,99
Tue;17;10;2017;07:00;75,5;14,3;11,1;11,24;38,86
Tue;17;10;2017;07:15;69,67;8,6;12,77;10,64;37,66
Tue;17;10;2017;07:30;73,81;12,6;13,82;10,54;36,85
Tue;17;10;2017;07:45;66,44;7,1;11,08;11,29;36,97
Tue;17;10;2017;08:00;74,72;14,8;12,03;10,36;37,53
Tue;17;10;2017;08:15;69,66;7,4;13,7;10,67;37,89
Tue;17;10;2017;08:30;73,25;12,9;10,98;11,41;37,96
Tue;17;10;2017;08:45;69,03;10,2;12,24;10,1;36,49
Tue;17;10;2017;09:00;74,69;12,2;13,38;11,05;38,07
Tue;17;10;2017;09:15;69,25;9,1;11,28;11,37;37,5
Tue;17;10;2017;09:30;72,94;11,6;13,11;10,05;38,18
Tue;17;10;2017;09:45;74,14;11,6;13,18;11,09;38,27
Tue;17;10;2017;10:00;71,27;10,2;11,32;11,39;38,36
Tue;17;10;2017;10:15;72,3;11;12,98;10,07;38,26
Tue;17;10;2017;10:30;74,3;11,5;13,13;10,93;38,74
Tue;17;10;2017;10:45;72,52;11,9;11,27;11,39;37,95
Tue;17;10;2017;11:00;74,37;9,7;13,25;10,27;41,15
Tue;17;10;2017;11:15;77,79;13,6;13,73;11,28;39,19
Tue;17;10;2017;11:30;69,62;8,3;11,31;10,9;39,11
Tue;17;10;2017;11:45;76,23;12,8;13,03;10,26;40,15
Tue;17;10;2017;12:00;74,21;9,8;13,98;11,39;39,04
Tue;17;10;2017;12:15;76,68;13,7;11,58;11,36;40,05
Tue;17;10;2017;12:30;70,61;7,4;12,95;10,36;39,9
Tue;17;10;2017;12:45;80,91;14,1;14,37;11,37;41,08
Tue;17;10;2017;13:00;69,55;8,9;10,99;11,36;38,31
Tue;17;10;2017;13:15;75,11;12,7;12,45;10,89;39,07
Tue;17;10;2017;13:30;74,81;8,7;14,8;10,61;40,7
Tue;17;10;2017;13:45;78,79;15,2;11,73;11,45;40,42
Tue;17;10;2017;14:00;73,69;8,2;12,39;11,46;41,64
Tue;17;10;2017;14:15;77,26;12,8;13,96;10,18;40,32
Tue;17;10;2017;14:30;71,99;10,4;11,62;11,31;38,66
Tue;17;10;2017;14:45;75,28;11,9;12,6;11,33;39,45
Tue;17;10;2017;15:00;78,24;9,7;14,65;10,97;42,92
Tue;17;10;2017;15:15;73,71;13,1;11,59;10,56;38,46
Tue;17;10;2017;15:30;77,03;11,7;12,01;11,35;41,97
Tue;17;10;2017;15:45;77,28;9,6;14,9;12,08;40,69
Tue;17;10;2017;16:00;73,53;12,5;11,32;10,27;39,45
Tue;17;10;2017;16:15;74,57;10,3;11,98;11,25;41,04
Tue;17;10;2017;16:30;77,64;12,1;14,14;11,38;40,03
Tue;17;10;2017;16:45;71,68;8,1;11,63;11,3;40,65
Tue;17;10;2017;17:00;78,44;15,1;11,64;10,43;41,26
Tue;17;10;2017;17:15;72,59;8,1;14,31;11,41;38,77
Tue;17;10;2017;17:30;76,16;12,7;12,8;11,42;39,24
Tue;17;10;2017;17:45;68,48;9,4;10,91;10,35;37,82
Tue;17;10;2017;18:00;77,49;12,3;12,74;11,35;41,09
Tue;17;10;2017;18:15;74,08;10;13,37;11,4;39,32
Tue;17;10;2017;18:30;85,19;12,8;10,94;10,29;51,16
Tue;17;10;2017;18:45;87,65;11,6;13,43;11,46;51,16
Tue;17;10;2017;19:00;47,72;9,8;13,06;11,36;13,51
Tue;17;10;2017;19:15;72,1;11,6;11,1;10,53;38,88
Tue;17;10;2017;19:30;73,48;10,6;12,57;11,22;39,09
Tue;17;10;2017;19:45;76,81;12,6;13,71;11,42;39,09
Tue;17;10;2017;20:00;68,36;8,3;11,05;10,4;38,6
Tue;17;10;2017;20:15;77,84;15,1;12,08;11,16;39,5
Tue;17;10;2017;20:30;70,99;7,6;13,84;11,29;38,26
Tue;17;10;2017;20:45;72,48;12,4;10,86;10,58;38,63
Tue;17;10;2017;21:00;70,73;9,1;12,36;10,35;38,92
Tue;17;10;2017;21:15;75,66;13,6;14,25;10,98;36,83
Tue;17;10;2017;21:30;66,66;8,2;11,39;10,8;36,27
Tue;17;10;2017;21:45;72,85;12;11,57;10,19;39,1
Tue;17;10;2017;22:00;75,46;11,5;13,78;11;39,18
Tue;17;10;2017;22:15;73,03;11,5;11,83;10,27;39,43
Tue;17;10;2017;22:30;68,97;10;11,27;10,07;37,63
Tue;17;10;2017;22:45;76,06;11,7;14,48;11,03;38,85
Tue;17;10;2017;23:00;71,71;10,2;11,72;10,59;39,2
Tue;17;10;2017;23:15;70,23;10;11,28;9,86;39,09
Tue;17;10;2017;23:30;75,92;12,8;13,97;10,72;38,43
Tue;17;10;2017;23:45;68,55;9,2;11,33;10,75;37,28
Wed;18;10;2017;00:00;72,52;11,6;12,72;10,28;37,92
Wed;18;10;2017;00:15;72,33;9,3;13,03;10,87;39,13
Wed;18;10;2017;00:30;74,85;13,4;11,52;10,91;39,03
Wed;18;10;2017;00:45;68,38;7,5;11,5;10,95;38,43
Wed;18;10;2017;01:00;77,14;13,6;14,08;11,16;38,3
Wed;18;10;2017;01:15;68,76;9;10,9;10,2;38,66
Wed;18;10;2017;01:30;75,63;13,9;11,46;11,02;39,25
Wed;18;10;2017;01:45;70,42;6,8;14,34;10,99;38,3
Wed;18;10;2017;02:00;72,45;13,6;11,83;9,77;37,25
Wed;18;10;2017;02:15;69,08;9,7;11,14;10,54;37,7
Wed;18;10;2017;02:30;75,54;12,4;13,43;10,93;38,79
Wed;18;10;2017;02:45;69,06;8;13,14;9,82;38,1
Wed;18;10;2017;03:00;71,43;13,7;10,87;10,39;36,47
Wed;18;10;2017;03:15;71,51;10,3;12,92;10,94;37,35
Wed;18;10;2017;03:30;71,77;11,1;13,77;9,81;37,09
Wed;18;10;2017;03:45;69,62;8,8;11,02;10,39;39,41
Wed;18;10;2017;04:00;71,81;11,9;11,38;10,88;37,65
Wed;18;10;2017;04:15;72,19;10,6;14,5;9,97;37,12
Wed;18;10;2017;04:30;69,84;9,6;11,98;10,54;37,72
Wed;18;10;2017;04:45;72,52;11,8;11,22;10,86;38,65
Wed;18;10;2017;05:00;71,97;10,7;13,75;9,52;38,01
Wed;18;10;2017;05:15;72,45;11,9;12,73;10,59;37,23
Wed;18;10;2017;05:30;66,9;8;10,68;10,95;37,27
Wed;18;10;2017;05:45;71,18;12,7;13,31;9,56;35,61
Wed;18;10;2017;06:00;70,34;9,1;13,29;10,56;37,39
Wed;18;10;2017;06:15;73,48;12,7;10,93;10,65;39,2
Wed;18;10;2017;06:30;68,53;9,4;12,37;9,55;37,21
Wed;18;10;2017;06:45;74,53;14;13,44;10,82;36,28
Wed;18;10;2017;07:00;66,47;8,5;10,86;10,03;37,09
Wed;18;10;2017;07:15;73,51;12,7;12,2;10,2;38,41
Wed;18;10;2017;07:30;69,53;6,8;13,91;10,49;38,33
Wed;18;10;2017;07:45;70,33;14,2;11,04;10,01;35,09
Wed;18;10;2017;08:00;68,11;8,9;11,63;10,31;37,28
Wed;18;10;2017;08:15;76,39;12,3;14,38;10,87;38,84
Wed;18;10;2017;08:30;65,86;6,9;11,01;9,24;38,72
Wed;18;10;2017;08:45;76,08;14,9;11,58;11,22;38,39
Wed;18;10;2017;09:00;72,56;8,8;14,59;10,18;38,99
Wed;18;10;2017;09:15;72,63;12,7;10,97;10,39;38,57
Wed;18;10;2017;09:30;75,87;7,2;12,46;10,47;45,75
Wed;18;10;2017;09:45;104,53;14,3;13;10,65;66,58
Wed;18;10;2017;10:00;94,28;9,4;10,98;9,85;64,06
Wed;18;10;2017;10:15;99,34;11,8;12,45;10,64;64,45
Wed;18;10;2017;10:30;93,96;8,5;13,22;10,79;61,45
Wed;18;10;2017;10:45;79,26;13,5;11,48;9,68;44,6
Wed;18;10;2017;11:00;79,65;10,2;13,02;10,84;45,59
Wed;18;10;2017;11:15;80,89;10,7;13,81;10,97;45,41
Wed;18;10;2017;11:30;81,29;9,4;11,14;9,68;51,07
Wed;18;10;2017;11:45;89,58;12,3;13,91;10,5;52,87
Wed;18;10;2017;12:00;83,68;11,9;13,31;11,14;47,33
Wed;18;10;2017;12:15;75,71;8,8;11,26;9,89;45,76
Wed;18;10;2017;12:30;71,96;12,1;12,04;10,53;37,29
Wed;18;10;2017;12:45;72,02;11;13,67;10,4;36,95
Wed;18;10;2017;13:00;74,49;12,3;11,43;11,16;39,6
Wed;18;10;2017;13:15;71,02;7,8;12,84;11,06;39,32
Wed;18;10;2017;13:30;75,6;12,2;14,45;9,43;39,52
Wed;18;10;2017;13:45;69,91;8,8;10,72;11,02;39,36
Wed;18;10;2017;14:00;75,54;15;10,41;11,02;39,12
Wed;18;10;2017;14:15;71,03;7,3;14,98;9,61;39,14
Wed;18;10;2017;14:30;78,66;12,8;11,6;10,63;43,62
Wed;18;10;2017;14:45;69,92;9,4;11,84;11;37,68
Wed;18;10;2017;15:00;75,66;14,3;14,33;9,78;37,25
Wed;18;10;2017;15:15;76,31;8,6;11,89;10,35;45,48
Wed;18;10;2017;15:30;78,01;12;11,58;10,92;43,52
Wed;18;10;2017;15:45;71,21;8,6;14,09;9,87;38,66
Wed;18;10;2017;16:00;75,55;13,3;12,62;10,7;38,92
Wed;18;10;2017;16:15;71,38;9,6;11,41;10,65;39,73
Wed;18;10;2017;16:30;75,97;10,3;13,44;9,87;42,37
Wed;18;10;2017;16:45;78,96;11,8;13,41;10,83;42,92
Wed;18;10;2017;17:00;72;11,5;11,21;10,44;38,85
Wed;18;10;2017;17:15;73,52;11,8;12,74;10,14;38,84
Wed;18;10;2017;17:30;74,73;8,8;14,23;10,95;40,75
Wed;18;10;2017;17:45;72,82;11,5;11,18;10,38;39,76
Wed;18;10;2017;18:00;71,55;9,9;11,87;9,78;40
Wed;18;10;2017;18:15;77,72;13;14,34;11,07;39,31
Wed;18;10;2017;18:30;67,45;7,2;11,72;10,51;38,02
Wed;18;10;2017;18:45;74,14;14,4;11,48;9,85;38,42
Wed;18;10;2017;19:00;72,23;8,9;13,98;11,07;38,28
Wed;18;10;2017;19:15;75,35;13,3;11,9;10,79;39,35
Wed;18;10;2017;19:30;68,08;7,3;11,49;9,7;39,6
Wed;18;10;2017;19:45;76,12;12,3;13,93;11,3;38,6
Wed;18;10;2017;20:00;70,47;10;12,02;10,97;37,48
Wed;18;10;2017;20:15;72,04;12;10,51;10,34;39,19
Wed;18;10;2017;20:30;71,86;8,1;12,84;11,07;39,86
Wed;18;10;2017;20:45;75,25;12,2;12,75;10,79;39,5
Wed;18;10;2017;21:00;71,56;11,2;10,43;10,55;39,38
Wed;18;10;2017;21:15;74,39;10,8;12,41;11,2;39,99
Wed;18;10;2017;21:30;72,54;10;12,55;10,76;39,23
Wed;18;10;2017;21:45;70,78;9,7;10,67;10,88;39,53
Wed;18;10;2017;22:00;76,19;13,5;12,76;10,78;39,15
Wed;18;10;2017;22:15;69,81;8,6;12,32;10,46;38,44
Wed;18;10;2017;22:30;71,75;12;10,83;10,84;38,08
Wed;18;10;2017;22:45;71,3;8,5;12,59;10,86;39,35
Wed;18;10;2017;23:00;78,63;14,5;13,76;10,58;39,79
Wed;18;10;2017;23:15;71,1;8,7;12,31;11,04;39,05
Wed;18;10;2017;23:30;73,79;12,6;10,62;10,76;39,81
Wed;18;10;2017;23:45;70,22;7,4;12,65;10,34;39,84
Thu;19;10;2017;00:00;77,25;14,9;12,35;10,92;39,07
Thu;19;10;2017;00:15;69,18;7,9;10,4;11,3;39,58
Thu;19;10;2017;00:30;73,84;12,6;13,02;9,91;38,32
Thu;19;10;2017;00:45;68,41;7,7;11,47;11,07;38,17
Thu;19;10;2017;01:00;75,66;14,6;10,84;11,34;38,88
Thu;19;10;2017;01:15;74,21;9,8;12,82;10,25;41,34
Thu;19;10;2017;01:30;73,54;11,9;11,59;10,44;39,61
Thu;19;10;2017;01:45;67,53;8,2;10,9;11,31;37,12
Thu;19;10;2017;02:00;74,07;11,6;12,78;10,1;39,6
Thu;19;10;2017;02:15;70,98;10,9;11,69;10,75;37,64
Thu;19;10;2017;02:30;71,08;11,4;10,61;10,96;38,11
Thu;19;10;2017;02:45;72,4;8,8;12,98;10,56;40,06
Thu;19;10;2017;03:00;72,64;11,7;11,69;11,09;38,17
Thu;19;10;2017;03:15;71,91;11,7;10,78;10,44;38,98
Thu;19;10;2017;03:30;72,76;10,2;12,63;10,62;39,31
Thu;19;10;2017;03:45;71,94;10,6;11,49;11,06;38,79
Thu;19;10;2017;04:00;68,33;8,8;10,76;9,96;38,81
Thu;19;10;2017;04:15;74,49;12,7;13,21;10,47;38,12
Thu;19;10;2017;04:30;70,35;9,9;11,61;10,52;38,33
Thu;19;10;2017;04:45;72,02;11,8;10,65;10,29;39,28
Thu;19;10;2017;05:00;69,61;7,4;12,26;10,41;39,53
Thu;19;10;2017;05:15;75,22;13,8;12,37;10,81;38,23
Thu;19;10;2017;05:30;69,02;9,3;10,73;10,66;38,33
Thu;19;10;2017;05:45;74,88;13,8;11,82;11,19;38,07
Thu;19;10;2017;06:00;68,58;7;12,63;9,95;39
Thu;19;10;2017;06:15;73,02;12,4;10,49;10,93;39,2
Thu;19;10;2017;06:30;71,51;10,1;11,96;11,18;38,27
Thu;19;10;2017;06:45;73,44;12,4;12,97;10,04;38,04
Thu;19;10;2017;07:00;66,75;7,5;10,35;10,67;38,23
Thu;19;10;2017;07:15;74,51;12,5;11,83;11,25;38,93
Thu;19;10;2017;07:30;70,99;8,8;13,08;9,96;39,15
Thu;19;10;2017;07:45;73,62;14,6;10,41;10,88;37,74
Thu;19;10;2017;08:00;67,44;6,9;11,81;11,28;37,45
Thu;19;10;2017;08:15;73,45;12,2;13,69;9,69;37,87
Thu;19;10;2017;08:30;66,68;7,5;10,04;10,87;38,27
Thu;19;10;2017;08:45;75,08;13,7;11,21;11,3;38,86
Thu;19;10;2017;09:00;70,92;9,5;13,77;9,62;38,03
Thu;19;10;2017;09:15;70,61;11,5;11,03;10,62;37,46
Thu;19;10;2017;09:30;68,49;7,7;11,91;10,52;38,36
Thu;19;10;2017;09:45;76,58;13,1;14,01;10,21;39,26
Thu;19;10;2017;10:00;72,4;10,7;10,93;11,21;39,56
Thu;19;10;2017;10:15;74,98;13,6;11,64;10,89;38,85
Thu;19;10;2017;10:30;70,66;8,8;13,4;10,93;37,53
Thu;19;10;2017;10:45;70,94;10,5;11,94;10,01;38,5
Thu;19;10;2017;11:00;72,85;9,9;11,36;11,03;40,55
Thu;19;10;2017;11:15;73,33;10,9;13,28;11,19;37,97
Thu;19;10;2017;11:30;76,29;12,3;12,29;11,23;40,48
Thu;19;10;2017;11:45;69,76;10,1;11,38;10,13;38,15
Thu;19;10;2017;12:00;75,71;10,1;13,18;11,12;41,3
Thu;19;10;2017;12:15;75,37;10,5;12,44;11,22;41,21
Thu;19;10;2017;12:30;72,15;12,3;10,41;10,71;38,73
Thu;19;10;2017;12:45;77,82;11,4;12,49;11,4;42,53
Thu;19;10;2017;13:00;72,39;10,7;13,55;10,73;37,4
Thu;19;10;2017;13:15;70,86;11;11,22;10,65;38
Thu;19;10;2017;13:30;76,85;10,2;12,38;10,97;43,31
Thu;19;10;2017;13:45;77,77;12,5;14,14;11,04;40,09
Thu;19;10;2017;14:00;77,44;12,2;11,14;10,85;43,25
Thu;19;10;2017;14:15;73,62;9,9;11,79;9,76;42,17
Thu;19;10;2017;14:30;77,55;11,5;14,07;11,7;40,28
Thu;19;10;2017;14:45;76,1;10;11,7;10,13;44,27
Thu;19;10;2017;15:00;72,72;11,8;11,63;10,51;38,79
Thu;19;10;2017;15:15;72,92;9;13,52;11,18;39,23
Thu;19;10;2017;15:30;79,55;11,2;12,63;10,51;45,21
Thu;19;10;2017;15:45;72,8;9,9;11,26;10,92;40,73
Thu;19;10;2017;16:00;77,15;10;12,88;10,15;44,12
Thu;19;10;2017;16:15;73,94;11,1;13,27;11,31;38,26
Thu;19;10;2017;16:30;68,55;8,5;11,09;10,42;38,54
Thu;19;10;2017;16:45;76,4;11,7;12,59;10,29;41,83
Thu;19;10;2017;17:00;77,19;8,6;12,93;10,75;44,92
Thu;19;10;2017;17:15;74,25;11;10,94;11,36;40,95
Thu;19;10;2017;17:30;73,13;10;12,2;10,44;40,49
Thu;19;10;2017;17:45;73,5;9,1;14,54;10,28;39,58
Thu;19;10;2017;18:00;72,73;10,7;11,13;10,84;40,06
Thu;19;10;2017;18:15;71,68;8,4;12,66;10,48;40,13
Thu;19;10;2017;18:30;77,61;13;14,5;11,12;38,99
Thu;19;10;2017;18:45;71,56;7,6;10,57;10,15;43,24
Thu;19;10;2017;19:00;73,29;12,4;10,63;10,35;39,9
Thu;19;10;2017;19:15;70,74;7,5;13,92;10,72;38,61
Thu;19;10;2017;19:30;76,49;12,1;12,43;9,99;41,97
Thu;19;10;2017;19:45;69,13;7,7;12,13;10,64;38,66
Thu;19;10;2017;20:00;75,47;11,5;12,23;10,15;41,59
Thu;19;10;2017;20:15;66,59;8,7;10,51;10,22;37,17
Thu;19;10;2017;20:30;75,22;10,2;12,71;10,73;41,59
Thu;19;10;2017;20:45;74,67;10,4;14,98;10,08;39,21
Thu;19;10;2017;21:00;69,83;8,3;10,56;10,47;40,49
Thu;19;10;2017;21:15;70,96;11;9,63;10,61;39,72
Thu;19;10;2017;21:30;71,84;8,3;13,84;9,95;39,76
Thu;19;10;2017;21:45;78,56;12,9;14,81;10,75;40,11
Thu;19;10;2017;22:00;67,45;7,2;10,12;10,35;39,79
Thu;19;10;2017;22:15;73,77;12,8;10,47;10,22;40,28
Thu;19;10;2017;22:30;76,18;7,2;14,49;11,1;43,39
Thu;19;10;2017;22:45;74,38;12,5;13,08;10,12;38,68
Thu;19;10;2017;23:00;67,74;7,2;11,1;10,37;39,07
Thu;19;10;2017;23:15;77,8;12,4;11,35;10,66;43,4
Thu;19;10;2017;23:30;67,25;7,5;12,86;10,22;36,67
Thu;19;10;2017;23:45;77,3;12,1;12,29;10,49;42,42
Fri;20;10;2017;00:00;73,94;8,5;13,64;10,49;41,32
Fri;20;10;2017;00:15;71,72;10,8;11,75;10,12;39,06
Fri;20;10;2017;00:30;71,23;9,4;9,88;10,94;41,02
Fri;20;10;2017;00:45;72,4;10;12,94;10,01;39,45
Fri;20;10;2017;01:00;76,88;10,6;15,48;10,24;40,56
Fri;20;10;2017;01:15;68,35;8,6;9,79;10,76;39,2
Fri;20;10;2017;01:30;71,79;11,7;9,98;9,69;40,42
Fri;20;10;2017;01:45;71,59;7,7;14,42;10,45;39,02
Fri;20;10;2017;02:00;75,82;12,3;13,69;10,38;39,45
Fri;20;10;2017;02:15;66,48;7,5;10,07;10,15;38,75
Fri;20;10;2017;02:30;74,69;12,3;11,27;10,94;40,18
Fri;20;10;2017;02:45;70,9;7,7;13,49;10,03;39,68
Fri;20;10;2017;03:00;74,67;12,4;12,32;10,54;39,41
Fri;20;10;2017;03:15;73,84;7,4;12;10,71;43,73
Fri;20;10;2017;03:30;72,68;12,4;12,36;10;37,92
Fri;20;10;2017;03:45;70,16;7,7;10,5;10,91;41,05
Fri;20;10;2017;04:00;74,85;11,8;13,08;9,93;40,03
Fri;20;10;2017;04:15;71,67;8,4;14,21;9,97;39,09
Fri;20;10;2017;04:30;70,62;10,4;9,92;10,85;39,45
Fri;20;10;2017;04:45;70,3;9,5;10,37;10,08;40,34
Fri;20;10;2017;05:00;76,03;11;14,42;10,85;39,76
Fri;20;10;2017;05:15;72,45;9,6;13,41;9,9;39,54
Fri;20;10;2017;05:30;69,43;9,8;9,27;10,19;40,17
Fri;20;10;2017;05:45;70,85;10,2;11,24;10,53;38,88
Fri;20;10;2017;06:00;74,7;9,2;14,41;10,15;40,94
Fri;20;10;2017;06:15;74,41;10,7;12,27;10,91;40,53
Fri;20;10;2017;06:30;69,23;8,6;10,79;9,88;39,96
Fri;20;10;2017;06:45;72,55;12,4;12,23;9,79;38,14
Fri;20;10;2017;07:00;70,65;8,6;11,72;10,7;39,63
Fri;20;10;2017;07:15;73,71;12,6;12,82;10,18;38,11
